['[CLS]', '▁the', '▁intense', '▁interest', '▁aroused', '▁in', '▁the', '▁public', '▁by', '▁what', '▁was', '▁known', '▁at', '▁the', '▁time', '▁as', '▁the', '▁styles', '▁case', '▁has', '▁now', '▁somewhat', '▁subsided', '[SEP]']	[1.5577801377730793e-06, 1.1708890497175162e-06, 1.1843533229694003e-06, 1.238198137798463e-06, 1.4842896689515328e-06, 1.8286106069353991e-06, 1.0502340046514291e-06, 1.0502520808586269e-06, 1.0974305268973694e-06, 1.2647029734580428e-06, 1.1195942306585493e-06, 1.0175052693739417e-06, 2.166659442082164e-06, 1.1153889545312268e-06, 1.1914154356418294e-06, 1.0273073485222994e-06, 1.1143990832351847e-06, 1.3475744253810262e-06, 1.1761153473344166e-06, 1.2028034461764037e-06, 1.1563519137780531e-06, 1.0914208132817294e-06, 1.6980002328637056e-06, 0.9999704360961914]
['[CLS]', '▁nevertheless', '▁in', '▁view', '▁of', '▁the', '▁worldwide', '▁notoriety', '▁which', '▁attended', '▁it', '▁i', '▁have', '▁been', '▁asked', '▁both', '▁by', '▁my', '▁friend', '▁and', '▁the', '▁family', '▁themselves', '▁to', '▁write', '▁an', '▁account', '▁of', '▁the', '▁whole', '▁story', '[SEP]']	[4.068815826485661e-07, 3.1576774972563726e-07, 3.15163049435796e-07, 4.591108790918952e-07, 2.4920444730014424e-07, 2.3791955072738347e-07, 3.477860559542023e-07, 3.1614138151780935e-07, 4.4889233663525374e-07, 2.4702984546820517e-07, 3.3182530501107976e-07, 3.741897103282099e-07, 3.488630113679392e-07, 2.9149151714591426e-07, 3.027536479294213e-07, 5.737747414968908e-07, 3.891039170866861e-07, 3.312169667424314e-07, 4.2004847955467994e-07, 3.1920697551868216e-07, 2.8150074626864807e-07, 4.17029696109239e-07, 3.559136985131772e-07, 2.6565498956188094e-07, 3.288980963134236e-07, 3.4947370863847027e-07, 2.7972245675300655e-07, 3.816503522102721e-07, 2.720899487940187e-07, 3.011847127254441e-07, 5.079621701042925e-07, 0.9999895095825195]
['[CLS]', '▁this', '▁we', '▁trust', '▁will', '▁silence', '▁the', '▁sensational', '▁rumours', '▁which', '▁still', '▁persist', '[SEP]']	[0.0024541555903851986, 0.0025356521364301443, 0.002892496297135949, 0.002334659220650792, 0.0027196533046662807, 0.002690425142645836, 0.0022626903373748064, 0.00214033923111856, 0.0034627728164196014, 0.0037667294964194298, 0.0029853300657123327, 0.002902334090322256, 0.9668527841567993]
['[CLS]', '▁i', '▁will', '▁therefore', '▁briefly', '▁set', '▁down', '▁the', '▁circumstances', '▁which', '▁led', '▁to', '▁my', '▁being', '▁connected', '▁with', '▁the', '▁affair', '[SEP]']	[3.994073995272629e-05, 3.173248842358589e-05, 3.402685251785442e-05, 3.8368751120287925e-05, 3.57950666511897e-05, 3.338421447551809e-05, 3.485680281301029e-05, 3.0541090382030234e-05, 3.7870166124776006e-05, 4.281245492165908e-05, 3.091837061219849e-05, 3.3001946576405317e-05, 3.35253935190849e-05, 4.1580427932785824e-05, 3.476762867649086e-05, 4.142147736274637e-05, 3.881370139424689e-05, 5.331440479494631e-05, 0.9993335604667664]
['[CLS]', '▁i', '▁had', '▁been', '▁invalid', 'ed', '▁home', '▁from', '▁the', '▁front', '▁and', '▁after', '▁spending', '▁some', '▁months', '▁in', '▁a', '▁rather', '▁depressing', '▁con', 'val', 'escent', '▁home', '▁was', '▁given', '▁a', '▁months', '▁sick', '▁leave', '[SEP]']	[2.3686705219461146e-07, 2.08511579558035e-07, 2.42943656303396e-07, 1.6317373763286014e-07, 1.706548147240028e-07, 3.4648732594178e-07, 1.6984138540010463e-07, 1.5999019353785116e-07, 1.722041673701824e-07, 1.8946381885598385e-07, 1.9036794185467443e-07, 1.921245029734564e-07, 1.9832320674595394e-07, 3.5416454124970187e-07, 2.15583526141927e-07, 2.630730477903853e-07, 2.1449721998578752e-07, 2.5923765178959e-07, 1.8640872667674557e-07, 2.1656934734437527e-07, 1.6880808573205286e-07, 2.2368833185737458e-07, 2.166356551924764e-07, 1.836927907561403e-07, 1.731608278987551e-07, 2.685558229131857e-07, 2.6761472327052616e-07, 2.1366994928939675e-07, 2.044928635314136e-07, 0.9999933838844299]
['[CLS]', '▁having', '▁no', '▁near', '▁relations', '▁or', '▁friends', '▁i', '▁was', '▁trying', '▁to', '▁make', '▁up', '▁my', '▁mind', '▁what', '▁to', '▁do', '▁when', '▁i', '▁ran', '▁across', '▁john', '▁cavendish', '[SEP]']	[5.335077162271773e-07, 3.8464000340354687e-07, 4.7505670863756677e-07, 3.3403384236407874e-07, 3.8465429952339036e-07, 4.5314709495869465e-07, 5.63377682283317e-07, 5.52758137928322e-07, 4.53374013886787e-07, 4.683124927851168e-07, 3.7430427823892387e-07, 3.9717960476082226e-07, 3.4115163316528196e-07, 4.0438027326672454e-07, 4.711081373898196e-07, 4.846417027692951e-07, 3.385735851679783e-07, 4.6530922759302484e-07, 3.794833105530415e-07, 4.973569502908504e-07, 4.374892057512625e-07, 3.875547633924725e-07, 8.195470968530572e-07, 5.018288220526301e-07, 0.9999895095825195]
['[CLS]', '▁i', '▁had', '▁seen', '▁very', '▁little', '▁of', '▁him', '▁for', '▁some', '▁years', '[SEP]']	[0.005534307565540075, 0.004736822098493576, 0.005065726116299629, 0.005123347509652376, 0.006586732342839241, 0.004846382886171341, 0.006370003335177898, 0.005208080168813467, 0.0053055728785693645, 0.007222915068268776, 0.00715206703171134, 0.9368480443954468]
['[CLS]', '▁indeed', '▁i', '▁had', '▁never', '▁known', '▁him', '▁particularly', '▁well', '[SEP]']	[0.011166837066411972, 0.0072390371933579445, 0.00855223648250103, 0.009014160372316837, 0.007885467261075974, 0.008719073608517647, 0.00856505986303091, 0.008454636670649052, 0.010528103448450565, 0.9198753833770752]
['[CLS]', '▁he', '▁was', '▁a', '▁good', '▁fifteen', '▁years', '▁my', '▁senior', '▁for', '▁one', '▁thing', '▁though', '▁he', '▁hardly', '▁looked', '▁his', '▁years', '[SEP]']	[0.001838252879679203, 0.0012542970944195986, 0.001076407148502767, 0.0013033386785537004, 0.0015352711779996753, 0.0025914448779076338, 0.0013887390960007906, 0.001965275267139077, 0.0015726633137091994, 0.002385862171649933, 0.001297835260629654, 0.0012066824128851295, 0.0014758870238438249, 0.0014244250487536192, 0.0014234783593565226, 0.0011945449514314532, 0.0017430181615054607, 0.0012682335218414664, 0.9720542430877686]
['[CLS]', '▁as', '▁a', '▁boy', '▁though', '▁i', '▁had', '▁often', '▁stayed', '▁at', '▁styles', '▁his', '▁mothers', '▁place', '▁in', '[SEP]']	[0.0011705748038366437, 0.0008185715996660292, 0.0008194459951482713, 0.0017283722991123796, 0.0008528548642061651, 0.0010835311841219664, 0.0009662084048613906, 0.0009450772195123136, 0.0009085586061701179, 0.0008758538169786334, 0.0009283843101002276, 0.0016147971618920565, 0.0010700904531404376, 0.0011602254817262292, 0.0013802512548863888, 0.983677089214325]
['[CLS]', '▁we', '▁had', '▁a', '▁good', '▁yarn', '▁about', '▁old', '▁times', '▁and', '▁it', '▁ended', '▁in', '▁his', '▁inviting', '▁me', '▁down', '▁to', '▁styles', '▁to', '▁spend', '▁my', '▁leave', '▁there', '[SEP]']	[2.6755731141747674e-07, 1.924947810039157e-07, 2.271273018550346e-07, 1.761826666779598e-07, 1.8055898465263454e-07, 1.8818994362845842e-07, 1.7007073438435327e-07, 1.9955014352035505e-07, 2.1788751780604798e-07, 2.098067426459238e-07, 1.8931352485651587e-07, 1.7489065839981777e-07, 1.851209674441634e-07, 2.0973730840978533e-07, 1.870940593562409e-07, 2.2774327135266503e-07, 1.7566995325069001e-07, 2.3851202968216967e-07, 2.3391730508137698e-07, 1.7570496879670827e-07, 1.630715189548937e-07, 2.3089066303327854e-07, 1.8453575023613666e-07, 2.967588841329416e-07, 0.999995231628418]
