['[CLS]', '▁presents', '▁a', '▁good', '▁case', '▁while', '▁failing', '▁to', '▁provide', '▁a', '▁reason', '▁for', '▁us', '▁to', '▁care', '▁beyond', '▁the', '▁very', '▁basic', '▁', 'dict', 'um', 's', '▁of', '▁human', '▁dec', 'ency', '[SEP]']	[1.0334423677704763e-05, 4.333533433964476e-05, 1.6872310879989527e-05, 7.751228622510098e-06, 8.354853889613878e-06, 1.3469339137373026e-05, 8.765076017880347e-06, 7.321771136048483e-06, 1.2939830412506126e-05, 8.508837709086947e-06, 8.98642247193493e-06, 8.590210200054571e-06, 1.1491495570226107e-05, 9.193318874167744e-06, 1.4877738976792898e-05, 1.0084846508107148e-05, 1.1446224561950658e-05, 1.3092722838337068e-05, 9.655755093262997e-06, 7.819819074939005e-06, 9.19671310839476e-06, 7.535782970080618e-06, 8.290056030091364e-06, 1.2495237569964956e-05, 2.3117732780519873e-05, 8.712921044207178e-06, 9.8005739346263e-06, 0.9996775984764099]
['[CLS]', '▁beautifully', '▁crafted', '▁engaging', '▁filmmaking', '▁that', '▁should', '▁attract', '▁up', 'scale', '▁audiences', '▁hungry', '▁for', '▁quality', '▁and', '▁a', '▁no', 'stal', 'gic', '▁twist', 'y', '▁yarn', '▁that', '▁will', '▁keep', '▁them', '▁guessing', '[SEP]']	[1.5899112213446642e-06, 2.3462027911591576e-06, 1.3038142014920595e-06, 1.227382995239168e-06, 1.8538109998189611e-06, 1.3942454870630172e-06, 1.6362508858946967e-06, 1.652354058023775e-06, 1.1865781743836123e-06, 1.201641907755402e-06, 1.7056769365808577e-06, 1.7192398900078842e-06, 1.5369996617664583e-06, 1.1829998811663245e-06, 1.773109147507057e-06, 3.25343739859818e-06, 1.205822854899452e-06, 1.258618453903182e-06, 1.4100886573942262e-06, 1.6255329455816536e-06, 1.3972924080007942e-06, 2.066009756163112e-06, 1.3684326631846488e-06, 1.5130394785956014e-06, 2.67957580035727e-06, 1.1184117738594068e-06, 1.2211181683596806e-06, 0.9999570250511169]
['[CLS]', '▁bread', '▁my', '▁sweet', '▁has', '▁so', '▁many', '▁f', 'law', 's', '▁it', '▁would', '▁be', '▁easy', '▁for', '▁critics', '▁to', '▁shred', '▁it', '[SEP]']	[0.0003049122169613838, 0.0006150823319330812, 0.00046142659266479313, 0.0003754032077267766, 0.00048289159894920886, 0.0003087748773396015, 0.00042587731149978936, 0.00025444827042520046, 0.0002973153896164149, 0.00024981016758829355, 0.0005568239721469581, 0.0004898007027804852, 0.00040295248618349433, 0.00037909665843471885, 0.0004456027818378061, 0.0003355781373102218, 0.0003197949263267219, 0.0003358259564265609, 0.00028945558005943894, 0.9926693439483643]
['[CLS]', '▁slow', '▁silly', '▁and', '▁un', 'in', 'ten', 'tion', 'ally', '▁hil', 'ario', 'us', '[SEP]']	[0.007878193631768227, 0.028381001204252243, 0.009155151434242725, 0.014740107581019402, 0.010516894981265068, 0.006783126387745142, 0.006161211058497429, 0.00779647147282958, 0.00810153316706419, 0.009313187561929226, 0.006553098559379578, 0.007433476857841015, 0.8771864175796509]
['[CLS]', '▁ultimately', '▁feels', '▁empty', '▁and', '▁un', 's', 'ati', 's', 'fy', 'ing', '▁like', '▁swallowing', '▁a', '▁communion', '▁wa', 'fer', '▁without', '▁the', '▁wine', '[SEP]']	[0.0003774179785978049, 0.0008449904271401465, 0.0016832881374284625, 0.000558660423848778, 0.0004776837595272809, 0.0005227155052125454, 0.0004129203443881124, 0.0003431541845202446, 0.0003410122881177813, 0.00034404220059514046, 0.00035590966581366956, 0.0004780170856975019, 0.0007479506311938167, 0.000788124103564769, 0.0004912010044790804, 0.00039352072053588927, 0.00037774580414406955, 0.0006703262915834785, 0.00037884325138293207, 0.0003584540099836886, 0.9890540242195129]
['[CLS]', '▁ex', 'ude', 's', '▁the', '▁f', 'izz', '▁of', '▁a', '▁bus', 'by', '▁berkeley', '▁musical', '▁and', '▁the', '▁vis', 'cer', 'al', '▁excitement', '▁of', '▁a', '▁sports', '▁extra', 'vag', 'anza', '[SEP]']	[3.496162207738962e-06, 3.944333457184257e-06, 4.0496674955647904e-06, 6.119009412941523e-06, 4.086831268068636e-06, 3.77784908778267e-06, 3.2105481295729987e-06, 3.36881907969655e-06, 5.110040547151584e-06, 4.064280801685527e-06, 3.3900253129104385e-06, 4.058381819049828e-06, 3.6274611829867354e-06, 4.358370006229961e-06, 2.966826059491723e-06, 2.737631803029217e-06, 2.5995545911428053e-06, 2.634960083014448e-06, 3.2413406643172493e-06, 2.7424500785855344e-06, 4.864692073169863e-06, 3.0032927043066593e-06, 2.630340532050468e-06, 3.0349385724548483e-06, 3.447800509093213e-06, 0.9999094605445862]
['[CLS]', '▁the', '▁film', '▁re', 'hash', 'es', '▁several', '▁old', '▁themes', '▁and', '▁is', '▁capped', '▁with', '▁point', 'less', '▁extreme', 's', '[SEP]']	[0.00028113924781791866, 0.0004290998331271112, 0.0003376271342858672, 0.00032547564478591084, 0.0002656211727298796, 0.0003858210111502558, 0.0003882630553562194, 0.00023126168525777757, 0.0002498954418115318, 0.0003029392391908914, 0.0003677000058814883, 0.0004073244344908744, 0.00041574222268536687, 0.0002745339588727802, 0.00030220457119867206, 0.00027542951283976436, 0.000259982276475057, 0.9945000410079956]
['[CLS]', '▁ryan', '▁go', 's', 'ling', '▁is', '▁in', '▁a', '▁word', '▁brilliant', '▁as', '▁the', '▁conflict', 'ed', '▁daniel', '[SEP]']	[0.003586180042475462, 0.004637769423425198, 0.002868711482733488, 0.0020909677259624004, 0.0023735924623906612, 0.006720155011862516, 0.005407141987234354, 0.00356936058960855, 0.0021975296549499035, 0.0023329134564846754, 0.0033066580072045326, 0.003356741741299629, 0.0027420963160693645, 0.002350945957005024, 0.0025571631267666817, 0.9499020576477051]
['[CLS]', '▁if', '▁deuce', 's', '▁wild', '▁had', '▁been', '▁tweak', 'ed', '▁up', '▁a', '▁not', 'ch', '▁it', '▁would', '▁have', '▁become', '▁a', '▁camp', '▁adventure', '▁one', '▁of', '▁those', '▁movies', '[SEP]']	[1.0296196705894545e-05, 5.554722883971408e-05, 1.951519152498804e-05, 1.0578176443232223e-05, 1.0886021300393622e-05, 1.0140145604964346e-05, 1.0189080057898536e-05, 1.0772369023470674e-05, 9.126666554948315e-06, 1.865205922513269e-05, 1.089999386749696e-05, 9.859587407845538e-06, 9.45855299505638e-06, 1.1883567822223995e-05, 1.524604613223346e-05, 1.0346642739023082e-05, 1.5254147001542151e-05, 1.5591291230521165e-05, 1.2269086255400907e-05, 1.2018694178550504e-05, 1.764626540534664e-05, 1.3357512216316536e-05, 1.0809601008077152e-05, 1.0140282029169612e-05, 0.9996596574783325]
['[CLS]', '▁fri', 'da', '▁is', '▁certainly', '▁no', '▁disaster', '▁but', '▁neither', '▁is', '▁it', '▁the', '▁kahl', 'o', '▁movie', '▁fri', 'da', '▁fans', '▁have', '▁been', '▁looking', '▁for', '[SEP]']	[0.00011071682092733681, 0.00013028259854763746, 0.0001485128013882786, 0.00017608399502933025, 9.90650150924921e-05, 9.163658251054585e-05, 9.091851825360209e-05, 0.00011274976714048535, 0.00019906119268853217, 0.0001048682679538615, 0.0001066710683517158, 0.0002822446986101568, 0.00011710342369042337, 8.65317924763076e-05, 0.00010196151561103761, 8.620874723419547e-05, 7.555430784123018e-05, 0.00013028259854763746, 0.00013701383431907743, 0.00013397642760537565, 9.311934263678268e-05, 8.691579569131136e-05, 0.9972981214523315]
