['[CLS]', 'the', 'intense', 'interest', 'aroused', 'in', 'the', 'public', 'by', 'what', 'was', 'known', 'at', 'the', 'time', 'as', 'the', 'styles', 'case', 'has', 'now', 'somewhat', 'subsided', '[SEP]']	[0.9917222857475281, 0.0003364147851243615, 0.0003147199167869985, 0.0003632671432569623, 0.0004227193130645901, 0.00031668684096075594, 0.0002928924805019051, 0.00043287468724884093, 0.0003795927914325148, 0.00037597594200633466, 0.0003216122859157622, 0.0003580898337531835, 0.0003075379354413599, 0.0003017328563146293, 0.00038400269113481045, 0.0003639660426415503, 0.0003288386797066778, 0.000379276170860976, 0.0004896631580777466, 0.00042744691018015146, 0.0003394816885702312, 0.0003212756710126996, 0.00033642040216363966, 0.000383115082513541]
['[CLS]', 'nevertheless', 'in', 'view', 'of', 'the', 'worldwide', 'notoriety', 'which', 'attended', 'it', 'i', 'have', 'been', 'asked', 'both', 'by', 'my', 'friend', 'and', 'the', 'family', 'themselves', 'to', 'write', 'an', 'account', 'of', 'the', 'whole', 'story', '[SEP]']	[0.9992716312408447, 2.3375721866614185e-05, 1.879433330032043e-05, 2.5495144654996693e-05, 1.864851947175339e-05, 2.161389602406416e-05, 2.052994750556536e-05, 2.8894495699205436e-05, 2.478118403814733e-05, 2.7296377083985135e-05, 2.9141257982701063e-05, 3.3930027711903676e-05, 2.192290048697032e-05, 1.9029192117159255e-05, 3.071953688049689e-05, 2.3799329937901348e-05, 2.0792560462723486e-05, 2.0122441128478386e-05, 2.1151843611733057e-05, 2.139029857062269e-05, 1.8784783605951816e-05, 2.378456156293396e-05, 2.248175223940052e-05, 2.4368733647861518e-05, 2.412446337984875e-05, 2.0782787032658234e-05, 2.2676715161651373e-05, 1.9305938621982932e-05, 1.8991480828844942e-05, 2.1404093786259182e-05, 2.809187935781665e-05, 3.2312902476405725e-05]
['[CLS]', 'this', 'we', 'trust', 'will', 'silence', 'the', 'sensational', 'rumours', 'which', 'still', 'persist', '[SEP]']	[0.8739399313926697, 0.009630736894905567, 0.008610489778220654, 0.010018894448876381, 0.00952661782503128, 0.00920149963349104, 0.009940055198967457, 0.01725969696417451, 0.011041615158319473, 0.01031450740993023, 0.009094051085412502, 0.00988995935767889, 0.011531864292919636]
['[CLS]', 'i', 'will', 'therefore', 'briefly', 'set', 'down', 'the', 'circumstances', 'which', 'led', 'to', 'my', 'being', 'connected', 'with', 'the', 'affair', '[SEP]']	[0.9571149349212646, 0.002406586892902851, 0.0025063869543373585, 0.0021614227443933487, 0.0024073191452771425, 0.002249623415991664, 0.002089319285005331, 0.0022836336866021156, 0.00274061132222414, 0.002355721779167652, 0.0022844963241368532, 0.0020398665219545364, 0.0024550592061132193, 0.0023470381274819374, 0.0024752349127084017, 0.0020383514929562807, 0.0022464506328105927, 0.0028642036486417055, 0.002933675888925791]
['[CLS]', 'i', 'had', 'been', 'invalided', 'home', 'from', 'the', 'front', 'and', 'after', 'spending', 'some', 'months', 'in', 'a', 'rather', 'depressing', 'convalescent', 'home', 'was', 'given', 'a', 'months', 'sick', 'leave', '[SEP]']	[0.9995298981666565, 1.9209355741622858e-05, 1.5767194781801663e-05, 1.4383548659679946e-05, 3.195958834112389e-05, 1.6688105461071245e-05, 1.405129205522826e-05, 1.3306566870596725e-05, 1.6861276890267618e-05, 1.709322168608196e-05, 1.4244473277358338e-05, 1.5573310520267114e-05, 1.408308708050754e-05, 1.4316271517600399e-05, 1.6482392311445437e-05, 1.569428604852874e-05, 1.374132807541173e-05, 2.9483280741260387e-05, 4.467096641747048e-05, 1.6097015759442e-05, 1.4857180758554023e-05, 1.5670057109673508e-05, 1.5104724297998473e-05, 1.4344836017698981e-05, 1.6428517483291216e-05, 1.9795721527771093e-05, 1.9938750483561307e-05]
['[CLS]', 'having', 'no', 'near', 'relations', 'or', 'friends', 'i', 'was', 'trying', 'to', 'make', 'up', 'my', 'mind', 'what', 'to', 'do', 'when', 'i', 'ran', 'across', 'john', 'cavendish', '[SEP]']	[0.9964158535003662, 0.0001383741182507947, 0.00014162692241370678, 0.00014133183867670596, 0.00016718935512471944, 0.00013945925456937402, 0.0001640286500332877, 0.00015388008614536375, 0.00014828777057118714, 0.00014938997628632933, 0.0001426390663255006, 0.00014686211943626404, 0.0001391030236845836, 0.00012756753130815923, 0.00018159416504204273, 0.00015992530097719282, 0.00015716833877377212, 0.00014618299610447139, 0.00015665941464249045, 0.00013720878632739186, 0.0001452038559364155, 0.00013696850510314107, 0.0001454367011319846, 0.0001612369524082169, 0.0001570543390698731]
['[CLS]', 'i', 'had', 'seen', 'very', 'little', 'of', 'him', 'for', 'some', 'years', '[SEP]']	[0.7961248755455017, 0.019390862435102463, 0.018403779715299606, 0.020550841465592384, 0.01576429419219494, 0.01915963552892208, 0.01795698143541813, 0.019375087693333626, 0.017609307542443275, 0.0172572061419487, 0.0187840573489666, 0.019622810184955597]
['[CLS]', 'indeed', 'i', 'had', 'never', 'known', 'him', 'particularly', 'well', '[SEP]']	[0.7058658599853516, 0.031221654266119003, 0.03427435830235481, 0.029932482168078423, 0.0321137011051178, 0.032044440507888794, 0.0350845530629158, 0.030547522008419037, 0.03416653349995613, 0.03474903479218483]
['[CLS]', 'he', 'was', 'a', 'good', 'fifteen', 'years', 'my', 'senior', 'for', 'one', 'thing', 'though', 'he', 'hardly', 'looked', 'his', 'years', '[SEP]']	[0.9767031669616699, 0.001232485636137426, 0.001210058806464076, 0.0012644637608900666, 0.0011421424569562078, 0.0012334139319136739, 0.0013015841832384467, 0.0014452427858486772, 0.001535602961666882, 0.0012640098575502634, 0.0011952389031648636, 0.0013415319845080376, 0.0013323543826118112, 0.0011633082758635283, 0.0011775739258155227, 0.0012846443569287658, 0.0010878379689529538, 0.001397578278556466, 0.001687976298853755]
['[CLS]', 'as', 'a', 'boy', 'though', 'i', 'had', 'often', 'stayed', 'at', 'styles', 'his', 'mothers', 'place', 'in', '[SEP]']	[0.9002228379249573, 0.005753715522587299, 0.005537340883165598, 0.006880089640617371, 0.006499340292066336, 0.008274107240140438, 0.006264518480747938, 0.006223958916962147, 0.006633601617068052, 0.0061378320679068565, 0.006175586022436619, 0.007004628889262676, 0.006874672137200832, 0.008163411170244217, 0.006565706804394722, 0.006788825150579214]
['[CLS]', 'we', 'had', 'a', 'good', 'yarn', 'about', 'old', 'times', 'and', 'it', 'ended', 'in', 'his', 'inviting', 'me', 'down', 'to', 'styles', 'to', 'spend', 'my', 'leave', 'there', '[SEP]']	[0.9941709637641907, 0.00022455709404312074, 0.00023200944997370243, 0.00020863563986495137, 0.00020457664504647255, 0.0003435273247305304, 0.00022798767895437777, 0.00022801048180554062, 0.0002283863432239741, 0.00022450015239883214, 0.00023790403793100268, 0.00023990259796846658, 0.00023108157620299608, 0.0002724853402469307, 0.0002824814000632614, 0.0002549289492890239, 0.0002240464964415878, 0.000241837915382348, 0.00027012385544367135, 0.00024338297953363508, 0.00024615589063614607, 0.00021168017701711506, 0.0002566274197306484, 0.00022530017304234207, 0.00026863563107326627]
['[CLS]', 'the', 'mater', 'will', 'be', 'delighted', 'to', 'see', 'you', 'all', 'those', 'years', 'he', 'added', '[SEP]']	[0.9297152757644653, 0.004469543229788542, 0.004850463476032019, 0.004807262681424618, 0.004628457129001617, 0.006226446945220232, 0.004908816888928413, 0.004810101818293333, 0.006185747217386961, 0.004592528101056814, 0.00474008871242404, 0.0049886684864759445, 0.005072910338640213, 0.005447705741971731, 0.0045558130368590355]
['[CLS]', 'your', 'mother', 'keeps', 'well', 'i', 'asked', '[SEP]']	[0.5775356888771057, 0.05275249853730202, 0.06053759902715683, 0.06032340228557587, 0.059788282960653305, 0.06639482080936432, 0.062161561101675034, 0.06050628796219826]
['[CLS]', 'oh', 'yes', '[SEP]']	[0.440434068441391, 0.17839685082435608, 0.20636731386184692, 0.17480172216892242]
['[CLS]', 'i', 'suppose', 'you', 'know', 'that', 'she', 'has', 'married', 'again', '[SEP]']	[0.7967712879180908, 0.020066719502210617, 0.019675619900226593, 0.020069586113095284, 0.019538013264536858, 0.019778549671173096, 0.022945992648601532, 0.019943350926041603, 0.020259227603673935, 0.018228823319077492, 0.022722747176885605]
['[CLS]', 'i', 'am', 'afraid', 'i', 'showed', 'my', 'surprise', 'rather', 'plainly', '[SEP]']	[0.7463907599449158, 0.02243601530790329, 0.02591872401535511, 0.027098124846816063, 0.02412482164800167, 0.02940751612186432, 0.021346259862184525, 0.02728903666138649, 0.023623334243893623, 0.025829264894127846, 0.026535971090197563]
