['[CLS]', '▁the', '▁intense', '▁interest', '▁aroused', '▁in', '▁the', '▁public', '▁by', '▁what', '▁was', '▁known', '▁at', '▁the', '▁time', '▁as', '▁the', '▁styles', '▁case', '▁has', '▁now', '▁somewhat', '▁subsided', '[SEP]']	[6.917092832736671e-05, 7.248539623105898e-05, 5.473629425978288e-05, 7.1590235165786e-05, 7.228320464491844e-05, 5.31974365003407e-05, 5.1780549256363884e-05, 6.605991075048223e-05, 5.555443567573093e-05, 6.857937842141837e-05, 5.51626508240588e-05, 5.271528789307922e-05, 5.483792119775899e-05, 4.764314508065581e-05, 5.726606832467951e-05, 6.122450577095151e-05, 5.293902722769417e-05, 5.070049155619927e-05, 6.761332042515278e-05, 6.580619810847566e-05, 4.947050183545798e-05, 4.8551559302723035e-05, 6.530884274980053e-05, 0.9986352920532227]
['[CLS]', '▁nevertheless', '▁in', '▁view', '▁of', '▁the', '▁worldwide', '▁notoriety', '▁which', '▁attended', '▁it', '▁i', '▁have', '▁been', '▁asked', '▁both', '▁by', '▁my', '▁friend', '▁and', '▁the', '▁family', '▁themselves', '▁to', '▁write', '▁an', '▁account', '▁of', '▁the', '▁whole', '▁story', '[SEP]']	[3.5266725717519876e-06, 3.102832579315873e-06, 2.6209329462290043e-06, 2.8937802198925056e-06, 2.376471002207836e-06, 2.5040189939318225e-06, 2.900615982071031e-06, 3.633579353845562e-06, 2.748569386312738e-06, 2.9393311251624255e-06, 2.9196598916314542e-06, 3.79350308321591e-06, 2.471584366503521e-06, 2.4905987174861366e-06, 3.0132280244288268e-06, 2.7308258268021746e-06, 2.386416326771723e-06, 2.1046696474513737e-06, 2.3986574433365604e-06, 2.655646767379949e-06, 2.395477622485487e-06, 2.9647358132933732e-06, 2.3774477995175403e-06, 3.1653828500566306e-06, 3.200557785021374e-06, 2.4659736936882837e-06, 3.009256033692509e-06, 2.444471874696319e-06, 2.400387529633008e-06, 2.5403485324204667e-06, 3.6214812553225784e-06, 0.9999131560325623]
['[CLS]', '▁this', '▁we', '▁trust', '▁will', '▁silence', '▁the', '▁sensational', '▁rumours', '▁which', '▁still', '▁persist', '[SEP]']	[0.00431086728349328, 0.0044317529536783695, 0.004479588475078344, 0.004513900261372328, 0.004183105658739805, 0.005018147174268961, 0.0041382270865142345, 0.004463375546038151, 0.004918931517750025, 0.004633050411939621, 0.003850573441013694, 0.00419685197994113, 0.9468618035316467]
['[CLS]', '▁i', '▁will', '▁therefore', '▁briefly', '▁set', '▁down', '▁the', '▁circumstances', '▁which', '▁led', '▁to', '▁my', '▁being', '▁connected', '▁with', '▁the', '▁affair', '[SEP]']	[0.0004765453049913049, 0.00038665696047246456, 0.0004435883602127433, 0.00039177818689495325, 0.0004112999013159424, 0.0004402234626468271, 0.00037466446519829333, 0.00041973518091253936, 0.0004894904559478164, 0.00041380967013537884, 0.0004488911072257906, 0.00046912202378734946, 0.0003995313891209662, 0.0004884351510554552, 0.000446421152446419, 0.00039024182478897274, 0.0004273040685802698, 0.0005291570560075343, 0.9921526312828064]
['[CLS]', '▁i', '▁had', '▁been', '▁invalid', 'ed', '▁home', '▁from', '▁the', '▁front', '▁and', '▁after', '▁spending', '▁some', '▁months', '▁in', '▁a', '▁rather', '▁depressing', '▁con', 'val', 'escent', '▁home', '▁was', '▁given', '▁a', '▁months', '▁sick', '▁leave', '[SEP]']	[2.1559783363045426e-06, 1.784590835995914e-06, 1.6596708292127005e-06, 1.4999295672168955e-06, 1.5050364936541882e-06, 1.3620166328109917e-06, 1.4099325653660344e-06, 1.4134167258816888e-06, 1.2284698414077866e-06, 1.3572798707173206e-06, 1.6618296285741962e-06, 1.6624699128442444e-06, 1.5491284557356266e-06, 1.1791578344855225e-06, 1.3773502587355324e-06, 1.3989670151204336e-06, 1.3335281892068451e-06, 1.352964773104759e-06, 1.7495578958914848e-06, 1.1844842902064556e-06, 1.1466061096143676e-06, 2.1657419893017504e-06, 1.3618607681564754e-06, 1.949278384927311e-06, 1.366303308714123e-06, 1.3441833743854659e-06, 1.3196272448112722e-06, 1.5812152014405e-06, 1.5770449408591958e-06, 0.9999561309814453]
['[CLS]', '▁having', '▁no', '▁near', '▁relations', '▁or', '▁friends', '▁i', '▁was', '▁trying', '▁to', '▁make', '▁up', '▁my', '▁mind', '▁what', '▁to', '▁do', '▁when', '▁i', '▁ran', '▁across', '▁john', '▁cavendish', '[SEP]']	[3.0223411158658564e-05, 3.480760642560199e-05, 2.8483718779170886e-05, 2.4445920644211583e-05, 3.0936684197513387e-05, 2.291987584612798e-05, 2.8540111088659614e-05, 3.74469964299351e-05, 2.7236799724050798e-05, 2.7600599423749372e-05, 2.1116693460498936e-05, 2.821183079504408e-05, 2.802327071549371e-05, 2.3966007574927062e-05, 2.9301358154043555e-05, 3.5452787415124476e-05, 2.2606862330576405e-05, 2.7127276553073898e-05, 3.601362550398335e-05, 2.3601494831382297e-05, 2.5002571419463493e-05, 2.648538247740362e-05, 2.6676314519136213e-05, 2.4091677914839238e-05, 0.9993298053741455]
['[CLS]', '▁i', '▁had', '▁seen', '▁very', '▁little', '▁of', '▁him', '▁for', '▁some', '▁years', '[SEP]']	[0.006742710247635841, 0.00668076379224658, 0.007488090079277754, 0.007810730487108231, 0.0062066782265901566, 0.008427697233855724, 0.006077853962779045, 0.00644413847476244, 0.006549700163304806, 0.006489863619208336, 0.008249453268945217, 0.9228325486183167]
['[CLS]', '▁indeed', '▁i', '▁had', '▁never', '▁known', '▁him', '▁particularly', '▁well', '[SEP]']	[0.014684286899864674, 0.014863580465316772, 0.015150864608585835, 0.013748164288699627, 0.015183994546532631, 0.015930091962218285, 0.013512840494513512, 0.014542547054588795, 0.014016983099281788, 0.8683664798736572]
['[CLS]', '▁he', '▁was', '▁a', '▁good', '▁fifteen', '▁years', '▁my', '▁senior', '▁for', '▁one', '▁thing', '▁though', '▁he', '▁hardly', '▁looked', '▁his', '▁years', '[SEP]']	[0.000467776000732556, 0.0004394501738715917, 0.00045374585897661746, 0.00034306157613173127, 0.00040496501605957747, 0.00040277690277434886, 0.00037163394154049456, 0.000386548024835065, 0.0004965240368619561, 0.00043141740025021136, 0.0004098527133464813, 0.00040925361099652946, 0.00042144552571699023, 0.0004430939443409443, 0.0004718174459412694, 0.00045747761032544076, 0.0003387844190001488, 0.0004935370525345206, 0.992357075214386]
['[CLS]', '▁as', '▁a', '▁boy', '▁though', '▁i', '▁had', '▁often', '▁stayed', '▁at', '▁styles', '▁his', '▁mothers', '▁place', '▁in', '[SEP]']	[0.0024800526443868876, 0.0028624271508306265, 0.001800365513190627, 0.002411344787105918, 0.0023035260383039713, 0.0024898117408156395, 0.002188797341659665, 0.0021518978755921125, 0.0024627153761684895, 0.0021881265565752983, 0.001764596439898014, 0.002363833598792553, 0.0021588990930467844, 0.002405432751402259, 0.002417204203084111, 0.9655512571334839]
