['[CLS]', 'the', 'intense', 'interest', 'aroused', 'in', 'the', 'public', 'by', 'what', 'was', 'known', 'at', 'the', 'time', 'as', 'the', 'styles', 'case', 'has', 'now', 'somewhat', 'subsided', '[SEP]']	[0.4496975243091583, 0.005568531807512045, 0.004453137516975403, 0.00570182828232646, 0.006048171315342188, 0.003986879251897335, 0.003989876713603735, 0.004924557637423277, 0.005146923009306192, 0.004635938443243504, 0.004236531909555197, 0.0049010468646883965, 0.0038339560851454735, 0.004015559330582619, 0.005216321442276239, 0.005168091971427202, 0.004190840758383274, 0.004648640286177397, 0.0048705581575632095, 0.005264179315418005, 0.004830215126276016, 0.004082835279405117, 0.004674003459513187, 0.44591403007507324]
['[CLS]', 'nevertheless', 'in', 'view', 'of', 'the', 'worldwide', 'notoriety', 'which', 'attended', 'it', 'i', 'have', 'been', 'asked', 'both', 'by', 'my', 'friend', 'and', 'the', 'family', 'themselves', 'to', 'write', 'an', 'account', 'of', 'the', 'whole', 'story', '[SEP]']	[0.48897045850753784, 0.0013878234894946218, 0.0011214959667995572, 0.0015766849974170327, 0.0009729221928864717, 0.0011774790473282337, 0.0010492629371583462, 0.0013851552503183484, 0.001134546473622322, 0.001628255471587181, 0.001201119041070342, 0.0020572999492287636, 0.0012015721295028925, 0.0010477935429662466, 0.0020502088591456413, 0.0011807113187387586, 0.0011050632456317544, 0.0012135859578847885, 0.0012333663180470467, 0.0010159394005313516, 0.0010452370624989271, 0.00108627718873322, 0.0011980861891061068, 0.0011680000461637974, 0.0013045505620539188, 0.001060217386111617, 0.0013542358065024018, 0.000988132320344448, 0.001107683521695435, 0.0011119648115709424, 0.0012485524639487267, 0.47361624240875244]
['[CLS]', 'this', 'we', 'trust', 'will', 'silence', 'the', 'sensational', 'rumours', 'which', 'still', 'persist', '[SEP]']	[0.3450421690940857, 0.029155561700463295, 0.025818957015872, 0.027549875900149345, 0.02652297355234623, 0.02898225747048855, 0.024831335991621017, 0.04322599619626999, 0.029021892696619034, 0.024521242827177048, 0.021688975393772125, 0.023826466873288155, 0.3498123288154602]
['[CLS]', 'i', 'will', 'therefore', 'briefly', 'set', 'down', 'the', 'circumstances', 'which', 'led', 'to', 'my', 'being', 'connected', 'with', 'the', 'affair', '[SEP]']	[0.3937520682811737, 0.012930870056152344, 0.011378454975783825, 0.012695567682385445, 0.011944252997636795, 0.01268687192350626, 0.01267766859382391, 0.012376398779451847, 0.0150143476203084, 0.011706742458045483, 0.012649274431169033, 0.01030738279223442, 0.012739382684230804, 0.012901355512440205, 0.012939208187162876, 0.010944676585495472, 0.011781520210206509, 0.013029652647674084, 0.3955441415309906]
['[CLS]', 'i', 'had', 'been', 'invalided', 'home', 'from', 'the', 'front', 'and', 'after', 'spending', 'some', 'months', 'in', 'a', 'rather', 'depressing', 'convalescent', 'home', 'was', 'given', 'a', 'months', 'sick', 'leave', '[SEP]']	[0.48307082056999207, 0.0018002341967076063, 0.0016471236012876034, 0.001322407741099596, 0.0029064248083159328, 0.0017990663181990385, 0.0012383422581478953, 0.0011043151607736945, 0.0013613991905003786, 0.0018688435666263103, 0.0017003021202981472, 0.0013206017902120948, 0.0012950769159942865, 0.0014987450558692217, 0.001445690868422389, 0.0013557050842791796, 0.0010975719196721911, 0.0025523414369672537, 0.0035986092407256365, 0.0014622629387304187, 0.0017031291499733925, 0.001383817638270557, 0.0013025074731558561, 0.0013874364085495472, 0.0013827866641804576, 0.001583773992024362, 0.47581061720848083]
['[CLS]', 'having', 'no', 'near', 'relations', 'or', 'friends', 'i', 'was', 'trying', 'to', 'make', 'up', 'my', 'mind', 'what', 'to', 'do', 'when', 'i', 'ran', 'across', 'john', 'cavendish', '[SEP]']	[0.45588427782058716, 0.004331629257649183, 0.003763049142435193, 0.003890323219820857, 0.004335799254477024, 0.003242130856961012, 0.004176258109509945, 0.005480807274580002, 0.004672786686569452, 0.004580783657729626, 0.0035847763065248728, 0.004052609670907259, 0.004458514973521233, 0.003506110981106758, 0.004529572557657957, 0.004271066747605801, 0.0033107439521700144, 0.0035560280084609985, 0.004667132627218962, 0.004066132009029388, 0.0040442184545099735, 0.004767703358083963, 0.003607992548495531, 0.003786663059145212, 0.4494326114654541]
['[CLS]', 'i', 'had', 'seen', 'very', 'little', 'of', 'him', 'for', 'some', 'years', '[SEP]']	[0.3283860385417938, 0.03349554166197777, 0.03914547339081764, 0.040789131075143814, 0.028086671605706215, 0.036959875375032425, 0.03137582540512085, 0.0325385145843029, 0.031182287260890007, 0.03339708223938942, 0.03116074576973915, 0.3334828317165375]
['[CLS]', 'indeed', 'i', 'had', 'never', 'known', 'him', 'particularly', 'well', '[SEP]']	[0.3263118863105774, 0.03913198411464691, 0.04441681504249573, 0.0418202206492424, 0.04519284516572952, 0.046638745814561844, 0.04318111389875412, 0.04145351052284241, 0.040943991392850876, 0.33090898394584656]
['[CLS]', 'he', 'was', 'a', 'good', 'fifteen', 'years', 'my', 'senior', 'for', 'one', 'thing', 'though', 'he', 'hardly', 'looked', 'his', 'years', '[SEP]']	[0.4068347215652466, 0.012348957359790802, 0.013532552868127823, 0.009647711180150509, 0.010038315318524837, 0.010069587267935276, 0.012136201374232769, 0.012409154325723648, 0.011490351520478725, 0.010976615361869335, 0.009970573708415031, 0.010370886884629726, 0.012796612456440926, 0.010170843452215195, 0.010384584777057171, 0.014010420069098473, 0.010368152521550655, 0.01117034163326025, 0.401273250579834]
['[CLS]', 'as', 'a', 'boy', 'though', 'i', 'had', 'often', 'stayed', 'at', 'styles', 'his', 'mothers', 'place', 'in', '[SEP]']	[0.33836260437965393, 0.023095009848475456, 0.01887957565486431, 0.0223136804997921, 0.0262240469455719, 0.025922518223524094, 0.022714931517839432, 0.022091267630457878, 0.025598671287298203, 0.024551795795559883, 0.019647175446152687, 0.02335221692919731, 0.021834563463926315, 0.021642031148076057, 0.023277461528778076, 0.34049227833747864]
