['[CLS]', 'the', 'intense', 'interest', 'aroused', 'in', 'the', 'public', 'by', 'what', 'was', 'known', 'at', 'the', 'time', 'as', 'the', 'styles', 'case', 'has', 'now', 'somewhat', 'subsided', '[SEP]']	[0.017058057710528374, 0.03145934268832207, 0.02882925234735012, 0.03469826653599739, 0.1007181704044342, 0.057391464710235596, 0.030027568340301514, 0.02115759067237377, 0.04494665935635567, 0.04690495878458023, 0.029898663982748985, 0.04803486913442612, 0.07796813547611237, 0.034742336720228195, 0.048794981092214584, 0.04071718081831932, 0.03317147493362427, 0.03353937715291977, 0.028439924120903015, 0.03629633039236069, 0.07161400467157364, 0.032052911818027496, 0.029998453333973885, 0.041540149599313736]
['[CLS]', 'nevertheless', 'in', 'view', 'of', 'the', 'worldwide', 'notoriety', 'which', 'attended', 'it', 'i', 'have', 'been', 'asked', 'both', 'by', 'my', 'friend', 'and', 'the', 'family', 'themselves', 'to', 'write', 'an', 'account', 'of', 'the', 'whole', 'story', '[SEP]']	[0.012713391333818436, 0.014959406107664108, 0.03423107787966728, 0.08609785884618759, 0.05848388746380806, 0.022171134129166603, 0.01983693055808544, 0.026593590155243874, 0.09373960644006729, 0.019687233492732048, 0.02929924987256527, 0.025822773575782776, 0.027110952883958817, 0.016459859907627106, 0.03386158123612404, 0.029371540993452072, 0.03129519522190094, 0.020918183028697968, 0.025135070085525513, 0.04372023418545723, 0.017420418560504913, 0.0165124349296093, 0.01690247654914856, 0.04738563299179077, 0.03611738979816437, 0.019557425752282143, 0.027867699041962624, 0.021917792037129402, 0.017795102670788765, 0.0290786474943161, 0.01290242001414299, 0.06503394991159439]
['[CLS]', 'this', 'we', 'trust', 'will', 'silence', 'the', 'sensational', 'rumours', 'which', 'still', 'persist', '[SEP]']	[0.03143037483096123, 0.03683546185493469, 0.034235745668411255, 0.03847474977374077, 0.08351640403270721, 0.06840693950653076, 0.03769395872950554, 0.17462077736854553, 0.03460489213466644, 0.12555178999900818, 0.04504747688770294, 0.08859314024448395, 0.2009882926940918]
['[CLS]', 'i', 'will', 'therefore', 'briefly', 'set', 'down', 'the', 'circumstances', 'which', 'led', 'to', 'my', 'being', 'connected', 'with', 'the', 'affair', '[SEP]']	[0.021727146580815315, 0.027300061658024788, 0.07802575081586838, 0.04413450509309769, 0.04458438605070114, 0.06396101415157318, 0.08985968679189682, 0.029573174193501472, 0.03233151137828827, 0.059449970722198486, 0.06704100221395493, 0.038611236959695816, 0.0309399776160717, 0.055889785289764404, 0.03366304934024811, 0.04099098592996597, 0.02981429174542427, 0.03151904419064522, 0.18058350682258606]
['[CLS]', 'i', 'had', 'been', 'invalided', 'home', 'from', 'the', 'front', 'and', 'after', 'spending', 'some', 'months', 'in', 'a', 'rather', 'depressing', 'convalescent', 'home', 'was', 'given', 'a', 'months', 'sick', 'leave', '[SEP]']	[0.014175868593156338, 0.0178082175552845, 0.019558314234018326, 0.017422204837203026, 0.04382931534200907, 0.0235324464738369, 0.02077939733862877, 0.017380502074956894, 0.019980333745479584, 0.05702480301260948, 0.03162026405334473, 0.0358768031001091, 0.03949272260069847, 0.03230629488825798, 0.05248958244919777, 0.024086786434054375, 0.025035232305526733, 0.0750734843313694, 0.08714531734585762, 0.05823385342955589, 0.046948887407779694, 0.0652104914188385, 0.023819586262106895, 0.018760042265057564, 0.01959017850458622, 0.03879433870315552, 0.0740247592329979]
['[CLS]', 'having', 'no', 'near', 'relations', 'or', 'friends', 'i', 'was', 'trying', 'to', 'make', 'up', 'my', 'mind', 'what', 'to', 'do', 'when', 'i', 'ran', 'across', 'john', 'cavendish', '[SEP]']	[0.017775826156139374, 0.05094778910279274, 0.024678535759449005, 0.01984507218003273, 0.02236800454556942, 0.06965132057666779, 0.038627989590168, 0.05087784305214882, 0.030630653724074364, 0.042718760669231415, 0.022774092853069305, 0.04355468228459358, 0.042222682386636734, 0.019022125750780106, 0.024275874719023705, 0.11459756642580032, 0.036764033138751984, 0.04308551177382469, 0.062178757041692734, 0.019162693992257118, 0.029840735718607903, 0.036596525460481644, 0.02114281989634037, 0.02728336676955223, 0.08937659114599228]
['[CLS]', 'i', 'had', 'seen', 'very', 'little', 'of', 'him', 'for', 'some', 'years', '[SEP]']	[0.03874514251947403, 0.06502330303192139, 0.06517181545495987, 0.05812672898173332, 0.060955796390771866, 0.18817836046218872, 0.07668106257915497, 0.06090649589896202, 0.10243918001651764, 0.06146456301212311, 0.07572460174560547, 0.14658287167549133]
['[CLS]', 'indeed', 'i', 'had', 'never', 'known', 'him', 'particularly', 'well', '[SEP]']	[0.026667604222893715, 0.033580079674720764, 0.0373087115585804, 0.04063773155212402, 0.029463715851306915, 0.053739771246910095, 0.03310098126530647, 0.05908452719449997, 0.027934378013014793, 0.6584824919700623]
['[CLS]', 'he', 'was', 'a', 'good', 'fifteen', 'years', 'my', 'senior', 'for', 'one', 'thing', 'though', 'he', 'hardly', 'looked', 'his', 'years', '[SEP]']	[0.020993907004594803, 0.026735767722129822, 0.06224573403596878, 0.02616402506828308, 0.1302628070116043, 0.05177981033921242, 0.035956136882305145, 0.022199397906661034, 0.049208980053663254, 0.08185017853975296, 0.02178316004574299, 0.03389995917677879, 0.19669218361377716, 0.0323326475918293, 0.023002183064818382, 0.031518761068582535, 0.02148587815463543, 0.02095606178045273, 0.11093272268772125]
['[CLS]', 'as', 'a', 'boy', 'though', 'i', 'had', 'often', 'stayed', 'at', 'styles', 'his', 'mothers', 'place', 'in', '[SEP]']	[0.027644557878375053, 0.04342595487833023, 0.05298996344208717, 0.08395633101463318, 0.11828967928886414, 0.03644271939992905, 0.047809816896915436, 0.08743816614151001, 0.0557313896715641, 0.11466767638921738, 0.03197745233774185, 0.03711600601673126, 0.049239519983530045, 0.06718463450670242, 0.03642042353749275, 0.10966560244560242]
