Spearman	Kendall	MutualInformation
-0.14	-0.10	3.09
-0.48	-0.33	2.77
-0.16	-0.10	2.56
0.66	0.53	2.40
0.11	0.11	3.00
0.09	0.05	2.89
0.89	0.81	1.95
0.18	0.14	1.95
0.60	0.36	2.08
1.00	1.00	0.69
-0.02	-0.04	2.94
-0.10	0.00	1.61
0.13	0.12	3.00
0.14	0.07	1.79
-0.14	-0.07	1.79
-0.15	-0.12	2.48
-0.29	-0.21	2.08
-0.18	-0.17	2.20
0.27	0.19	3.04
0.32	0.14	1.95
-0.14	-0.07	1.79
-0.14	-0.07	2.08
1.00	1.00	1.61
-0.18	-0.18	2.56
-0.50	-0.28	2.20
-0.18	-0.13	2.83
0.26	0.20	1.79
0.12	0.11	2.20
-0.03	0.07	1.79
-0.38	-0.20	2.40
0.42	0.28	2.83
0.71	0.43	1.95
0.73	0.61	2.48
0.43	0.47	1.79
0.14	0.20	1.79
-0.09	-0.05	3.14
0.50	0.33	1.10
0.06	0.05	3.18
0.17	0.10	3.43
0.21	0.20	2.40
0.09	0.03	2.77
-0.55	-0.36	2.08
0.11	0.05	1.95
-0.12	-0.10	2.56
0.06	0.06	3.09
0.59	0.51	2.30
0.36	0.27	2.64
0.39	0.28	3.33
0.29	0.20	3.69
0.18	0.14	3.43
0.44	0.31	2.71
0.02	-0.03	2.94
0.45	0.30	3.18
0.10	0.10	2.56
0.02	0.02	3.18
-0.43	-0.33	2.20
0.45	0.30	3.14
0.37	0.24	2.48
-0.05	0.00	2.56
-0.09	-0.08	3.58
0.30	0.22	2.71
0.19	0.17	2.77
0.14	0.11	3.00
0.40	0.33	1.39
-0.04	-0.03	3.26
0.71	0.60	1.79
-0.09	-0.07	2.30
-0.07	-0.07	2.08
-0.34	-0.25	2.94
0.20	0.00	1.39
0.23	0.15	3.14
0.09	0.06	2.94
0.19	0.14	2.71
0.14	0.05	2.40
0.23	0.20	2.40
-0.13	-0.08	3.00
0.33	0.21	2.56
0.42	0.26	2.56
0.41	0.27	3.14
-0.02	-0.01	2.64
-0.21	-0.16	2.30
-0.06	-0.04	3.00
0.30	0.18	3.00
-0.02	-0.04	3.04
-0.51	-0.33	2.77
0.18	0.11	2.30
0.09	0.05	3.22
0.35	0.32	2.64
-0.10	-0.03	3.33
0.28	0.19	3.37
0.01	0.03	2.64
0.25	0.24	2.40
0.50	0.33	1.10
0.05	0.03	3.26
0.01	0.01	2.89
0.61	0.52	1.95
1.00	1.00	0.69
0.27	0.18	3.26
0.05	0.03	3.30
-0.22	-0.17	2.77
0.19	0.11	3.26
-0.25	-0.16	2.71
0.43	0.31	2.56
nan	nan	0.00
0.36	0.24	1.95
-0.17	-0.10	2.71
0.11	0.07	3.18
0.44	0.31	2.89
0.23	0.16	3.00
0.07	0.03	2.64
1.00	1.00	1.39
0.12	0.07	2.30
0.22	0.16	3.04
0.15	0.10	2.77
-0.32	-0.19	2.94
0.13	0.06	2.48
0.20	0.14	3.18
0.08	0.03	2.89
1.00	1.00	1.10
-0.03	0.00	3.00
-0.05	0.01	2.64
-0.11	-0.06	2.48
0.35	0.23	2.94
0.71	0.52	1.95
0.06	0.04	3.30
-0.21	-0.15	2.89
0.29	0.17	2.77
0.02	0.04	2.83
0.60	0.33	1.39
0.09	0.09	3.26
-0.05	-0.02	2.89
0.60	0.47	1.79
