Spearman	Kendall	MutualInformation
0.33	0.21	3.09
0.48	0.32	2.77
0.63	0.46	2.56
0.65	0.49	2.40
0.31	0.22	3.00
0.15	0.08	2.89
0.79	0.71	1.95
0.64	0.43	1.95
0.71	0.57	2.08
1.00	1.00	0.69
0.14	0.12	2.94
0.90	0.80	1.61
0.51	0.35	3.00
-0.20	-0.20	1.79
0.37	0.20	1.79
0.06	0.03	2.48
0.79	0.64	2.08
0.30	0.22	2.20
0.56	0.46	3.04
0.86	0.71	1.95
0.26	0.20	1.79
0.60	0.36	2.08
0.80	0.60	1.61
0.37	0.33	2.56
0.07	0.00	2.20
0.33	0.24	2.83
0.37	0.33	1.79
0.62	0.44	2.20
0.26	0.20	1.79
0.58	0.45	2.40
0.73	0.56	2.83
0.36	0.24	1.95
0.76	0.61	2.48
-0.09	0.07	1.79
0.83	0.73	1.79
0.51	0.37	3.14
0.50	0.33	1.10
0.45	0.31	3.18
0.43	0.30	3.43
0.61	0.38	2.40
0.56	0.42	2.77
0.31	0.07	2.08
0.46	0.33	1.95
0.37	0.23	2.56
0.53	0.35	3.09
0.68	0.51	2.30
0.45	0.38	2.64
0.51	0.39	3.33
0.40	0.28	3.65
0.46	0.33	3.43
0.64	0.52	2.71
0.27	0.22	2.94
0.72	0.51	3.18
0.26	0.18	2.56
0.37	0.23	3.18
0.15	0.11	2.20
0.50	0.36	3.14
0.57	0.48	2.48
0.48	0.33	2.56
0.36	0.25	3.58
0.54	0.41	2.71
0.41	0.30	2.77
0.63	0.48	3.00
0.20	0.00	1.39
0.21	0.16	3.26
0.31	0.20	1.79
0.22	0.16	2.30
-0.45	-0.43	2.08
-0.03	-0.04	2.94
-0.40	-0.33	1.39
0.32	0.19	3.14
0.54	0.39	2.94
0.55	0.39	2.71
0.47	0.38	2.40
0.38	0.31	2.40
0.33	0.24	3.00
0.82	0.62	2.56
0.43	0.31	2.56
0.59	0.39	3.14
0.53	0.45	2.64
0.60	0.42	2.30
0.29	0.22	3.00
0.58	0.41	3.00
0.63	0.48	3.04
0.43	0.35	2.77
0.43	0.33	2.30
0.56	0.41	3.22
0.41	0.30	2.64
0.17	0.12	3.33
0.63	0.42	3.37
0.58	0.41	2.64
-0.12	-0.05	2.40
0.50	0.33	1.10
0.42	0.32	3.26
-0.36	-0.25	2.89
0.29	0.24	1.95
1.00	1.00	0.69
0.42	0.32	3.26
0.53	0.41	3.30
0.13	0.07	2.77
0.61	0.46	3.26
0.01	0.03	2.71
0.67	0.51	2.56
nan	nan	0.00
0.29	0.14	1.95
0.21	0.16	2.71
0.26	0.17	3.18
0.57	0.41	2.89
0.63	0.47	3.00
0.37	0.27	2.64
0.80	0.67	1.39
0.71	0.64	2.30
0.66	0.49	3.04
0.70	0.52	2.77
0.26	0.15	2.94
0.01	0.00	2.48
0.53	0.33	3.18
0.63	0.45	2.89
0.50	0.33	1.10
0.24	0.09	3.00
0.24	0.21	2.64
0.41	0.21	2.48
0.44	0.31	2.94
0.57	0.33	1.95
0.52	0.34	3.30
0.62	0.42	2.89
0.34	0.25	2.77
0.42	0.31	2.83
0.00	0.00	1.39
0.52	0.37	3.26
0.10	0.06	2.89
0.37	0.33	1.79
0.33	0.23	2.64
0.62	0.43	2.77
-0.07	-0.11	2.20
0.18	0.12	2.77
0.43	0.26	2.71
0.49	0.33	3.22
-0.07	0.00	2.08
0.09	0.03	3.18
0.45	0.32	3.43
0.60	0.40	1.61
0.29	0.20	3.40
0.04	0.07	2.30
0.60	0.47	1.79
0.46	0.36	3.22
0.72	0.58	2.48
0.34	0.18	2.48
-0.60	-0.33	1.39
0.55	0.33	2.30
0.13	0.11	2.20
0.48	0.32	2.89
0.37	0.25	3.18
0.50	0.40	1.61
-0.05	0.01	2.83
0.44	0.31	3.09
0.52	0.36	2.56
0.35	0.25	3.47
0.53	0.38	3.50
0.77	0.61	2.20
0.50	0.36	3.26
-0.50	-0.33	1.10
0.20	0.00	1.39
0.32	0.18	3.26
0.36	0.28	2.71
0.82	0.64	2.71
0.14	0.12	2.64
0.41	0.29	3.18
0.52	0.37	3.18
0.47	0.33	2.20
0.40	0.28	2.20
0.68	0.49	3.18
0.79	0.62	1.95
0.46	0.35	3.00
0.63	0.44	3.30
0.15	0.08	2.56
0.65	0.50	2.20
0.30	0.18	3.56
0.38	0.24	2.48
0.50	0.38	2.56
0.43	0.20	1.79
0.65	0.45	3.04
1.00	1.00	0.69
-0.60	-0.33	1.39
0.86	0.69	2.56
0.67	0.47	3.22
0.36	0.25	3.18
0.34	0.24	2.40
0.44	0.26	3.26
1.00	1.00	1.10
0.47	0.32	2.77
0.72	0.50	2.20
0.27	0.20	3.40
0.50	0.33	1.10
-0.66	-0.47	1.79
0.55	0.39	2.71
-0.14	-0.10	2.89
0.34	0.27	2.40
0.59	0.41	3.33
0.62	0.47	2.30
-1.00	-1.00	0.69
0.75	0.60	2.40
0.27	0.16	2.64
0.46	0.32	2.64
-0.01	-0.02	3.43
0.33	0.22	3.18
0.70	0.51	3.56
0.60	0.40	1.61
0.54	0.36	3.64
