Spearman	Kendall	MutualInformation
0.44	0.31	3.09
0.28	0.20	2.77
0.23	0.18	2.56
0.79	0.56	2.40
0.42	0.29	3.00
0.17	0.08	2.89
0.86	0.71	1.95
0.64	0.43	1.95
0.19	0.14	2.08
-1.00	-1.00	0.69
0.16	0.09	2.94
-0.30	-0.20	1.61
0.47	0.35	3.00
-0.31	-0.33	1.79
0.49	0.33	1.79
0.12	0.06	2.48
0.76	0.57	2.08
-0.38	-0.33	2.20
0.33	0.21	3.04
0.71	0.52	1.95
-0.66	-0.47	1.79
-0.26	-0.21	2.08
0.80	0.60	1.61
-0.13	-0.03	2.56
-0.03	0.00	2.20
0.27	0.24	2.83
0.83	0.73	1.79
0.00	0.00	2.20
-0.09	-0.20	1.79
0.26	0.20	2.40
0.70	0.54	2.83
0.21	0.14	1.95
0.50	0.39	2.48
0.43	0.20	1.79
-0.09	-0.07	1.79
-0.10	-0.10	3.14
0.50	0.33	1.10
0.38	0.28	3.18
0.45	0.32	3.43
0.75	0.53	2.40
0.44	0.33	2.77
-0.12	-0.07	2.08
0.04	-0.05	1.95
0.22	0.15	2.56
0.29	0.19	3.09
0.52	0.33	2.30
0.56	0.41	2.64
0.48	0.34	3.33
0.34	0.23	3.55
0.06	0.06	3.43
0.65	0.49	2.71
0.01	0.02	2.94
0.56	0.42	3.18
0.12	0.10	2.56
0.24	0.17	3.18
-0.60	-0.39	2.20
0.43	0.28	3.14
0.76	0.55	2.48
0.09	0.13	2.56
0.15	0.12	3.58
0.54	0.39	2.71
0.56	0.35	2.77
0.26	0.18	3.00
0.80	0.67	1.39
0.24	0.16	3.26
0.03	-0.07	1.79
0.21	0.16	2.30
-0.02	0.07	2.08
-0.26	-0.17	2.94
0.60	0.33	1.39
0.07	0.04	3.14
0.54	0.42	2.94
0.17	0.16	2.71
0.58	0.49	2.40
0.45	0.35	2.40
0.65	0.47	3.00
0.67	0.56	2.56
0.52	0.41	2.56
0.53	0.38	3.14
0.24	0.14	2.64
0.08	0.16	2.30
0.19	0.15	3.00
0.49	0.33	3.00
0.65	0.49	3.04
0.29	0.22	2.77
0.42	0.29	2.30
0.63	0.43	3.22
0.25	0.16	2.64
-0.10	-0.07	3.33
0.50	0.34	3.37
0.15	0.08	2.64
0.55	0.38	2.40
1.00	1.00	1.10
0.67	0.44	3.26
-0.16	-0.07	2.89
0.29	0.24	1.95
1.00	1.00	0.69
0.46	0.32	3.26
0.39	0.25	3.30
0.09	0.07	2.77
0.56	0.40	3.26
0.27	0.16	2.71
0.55	0.38	2.56
nan	nan	0.00
-0.04	-0.05	1.95
-0.12	-0.09	2.71
0.53	0.40	3.18
0.54	0.40	2.89
0.41	0.31	3.00
0.15	0.10	2.64
1.00	1.00	1.39
0.50	0.29	2.30
0.42	0.30	3.04
0.71	0.57	2.77
0.22	0.13	2.94
0.03	0.06	2.48
0.58	0.43	3.18
0.41	0.28	2.89
0.50	0.33	1.10
0.06	-0.01	3.00
0.30	0.25	2.64
0.62	0.39	2.48
0.54	0.38	2.94
0.46	0.24	1.95
0.52	0.35	3.30
0.31	0.23	2.89
0.43	0.27	2.77
0.48	0.35	2.83
-0.20	0.00	1.39
0.45	0.32	3.26
0.43	0.32	2.89
-0.03	-0.07	1.79
0.53	0.36	2.64
0.61	0.45	2.77
0.23	0.17	2.20
0.21	0.10	2.77
0.69	0.49	2.71
0.36	0.23	3.22
0.12	0.07	2.08
0.12	0.12	3.18
0.39	0.27	3.43
0.10	0.00	1.61
0.15	0.11	3.40
0.24	0.20	2.30
-0.14	-0.07	1.79
0.47	0.32	3.22
0.69	0.45	2.48
0.40	0.33	2.48
-0.40	-0.33	1.39
0.22	0.20	2.30
-0.05	0.00	2.20
0.47	0.32	2.89
0.57	0.43	3.18
0.00	0.20	1.61
0.27	0.19	2.83
0.18	0.13	3.09
0.22	0.15	2.56
0.02	0.01	3.42
0.33	0.23	3.50
0.33	0.17	2.20
0.48	0.34	3.26
0.50	0.33	1.10
0.40	0.33	1.39
0.25	0.16	3.26
0.10	0.07	2.71
0.31	0.20	2.71
0.41	0.30	2.64
0.47	0.34	3.18
0.34	0.23	3.18
0.22	0.22	2.20
-0.23	-0.11	2.20
0.78	0.60	3.18
0.61	0.43	1.95
0.42	0.29	3.00
0.39	0.29	3.30
0.08	0.03	2.56
0.63	0.44	2.20
0.32	0.21	3.56
0.33	0.21	2.48
0.31	0.28	2.56
0.54	0.33	1.79
0.36	0.25	3.04
1.00	1.00	0.69
-0.40	-0.33	1.39
0.50	0.38	2.56
0.41	0.27	3.22
0.37	0.27	3.18
0.29	0.20	2.40
0.34	0.30	3.26
1.00	1.00	1.10
0.66	0.48	2.77
0.72	0.56	2.20
0.05	0.04	3.40
-0.50	-0.33	1.10
-0.09	-0.07	1.79
0.61	0.43	2.71
-0.33	-0.24	2.89
0.09	0.13	2.40
0.69	0.49	3.33
0.45	0.38	2.30
1.00	1.00	0.69
0.63	0.45	2.40
0.09	0.05	2.64
0.54	0.34	2.64
-0.16	-0.10	3.43
0.38	0.25	3.18
0.50	0.36	3.52
0.50	0.20	1.61
0.26	0.19	2.78
0.40	0.33	1.39
-0.60	-0.40	1.61
0.48	0.31	3.14
0.28	0.24	2.30
-0.20	0.00	1.39
0.30	0.20	1.61
0.68	0.49	3.04
0.80	0.67	1.39
0.29	0.15	3.09
0.62	0.43	2.64
0.48	0.36	2.08
0.52	0.36	2.08
0.57	0.44	2.20
0.38	0.27	3.22
0.20	0.11	2.89
0.17	0.15	2.83
0.50	0.33	1.10
0.04	0.05	2.71
0.68	0.51	3.00
0.09	-0.01	2.71
0.64	0.51	2.94
0.16	0.10	2.71
0.50	0.33	1.10
0.50	0.33	1.10
0.71	0.43	1.95
0.03	0.03	2.83
0.36	0.20	2.71
0.53	0.39	2.20
1.00	1.00	1.10
0.20	0.12	2.64
1.00	1.00	1.10
0.32	0.29	3.00
-0.39	-0.24	1.95
0.77	0.60	1.79
0.00	-0.01	3.33
0.46	0.31	3.14
-0.05	-0.02	2.30
0.31	0.18	2.56
0.23	0.16	2.64
1.00	1.00	1.10
0.10	0.05	3.26
0.40	0.33	1.39
0.33	0.24	3.04
0.36	0.23	2.89
0.62	0.45	2.71
-0.13	-0.12	2.64
0.50	0.33	1.10
0.71	0.55	2.48
1.00	1.00	0.69
0.50	0.33	1.10
0.02	0.00	3.22
0.56	0.38	2.64
0.41	0.32	2.77
0.39	0.24	2.71
0.25	0.20	2.77
0.54	0.42	2.30
-0.60	-0.40	1.61
0.71	0.57	2.08
0.60	0.42	3.00
0.46	0.30	3.18
-1.00	-1.00	0.69
-0.15	-0.15	2.48
0.50	0.30	2.64
0.12	0.06	3.09
0.53	0.37	3.00
0.34	0.23	2.89
0.45	0.31	3.56
-0.02	-0.07	2.08
0.14	0.07	3.47
0.53	0.40	2.89
1.00	1.00	0.69
0.31	0.21	3.22
0.50	0.36	2.89
0.19	0.07	2.30
0.76	0.57	2.08
0.70	0.58	2.71
0.36	0.23	3.18
0.40	0.28	2.71
0.50	0.35	3.30
