Spearman	Kendall	MutualInformation
-0.38	-0.25	3.09
-0.32	-0.19	3.09
0.05	0.05	2.77
0.30	0.20	1.61
-0.22	-0.13	2.56
0.31	0.15	2.77
0.15	0.09	2.48
0.03	-0.09	2.40
0.21	0.14	3.00
0.14	0.10	2.89
0.32	0.14	1.95
-0.43	-0.43	1.95
0.24	0.14	2.08
-1.00	-1.00	0.69
-0.11	-0.09	2.94
-0.60	-0.40	1.61
-0.19	-0.17	3.00
0.77	0.60	1.79
0.57	0.45	2.77
-0.03	-0.07	1.79
0.04	0.00	2.48
-0.76	-0.57	2.08
-0.53	-0.44	2.20
0.29	0.25	3.04
-0.36	-0.14	1.95
-0.12	-0.07	2.30
-0.60	-0.47	1.79
0.10	0.07	2.08
0.90	0.80	1.61
-0.19	-0.05	2.56
0.00	0.00	2.20
1.00	1.00	0.69
-0.21	-0.15	2.83
0.50	0.33	1.10
0.54	0.47	1.79
-0.08	-0.06	2.20
-0.89	-0.73	1.79
-0.07	-0.05	2.40
0.31	0.22	2.83
-0.22	-0.16	2.40
-0.68	-0.52	1.95
0.38	0.27	2.48
-0.09	-0.07	1.79
0.37	0.33	1.79
-0.50	-0.33	3.37
0.18	0.12	3.14
-0.50	-0.33	1.10
-0.69	-0.51	3.18
0.00	-0.01	3.43
0.28	0.21	2.56
-0.25	-0.13	2.40
-0.40	-0.27	2.77
-0.57	-0.43	2.08
-0.32	-0.24	1.95
0.12	0.13	2.56
-0.37	-0.26	3.09
0.02	0.02	2.30
0.37	0.23	2.64
0.10	0.07	3.69
-0.46	-0.32	3.43
0.09	0.06	3.37
0.00	-0.07	2.71
0.34	0.22	2.94
-0.08	-0.05	3.18
0.05	0.05	2.64
-0.81	-0.62	2.56
-0.44	-0.28	3.18
0.05	0.00	2.20
0.13	0.08	3.14
0.09	0.06	2.48
-0.08	-0.05	2.56
-0.13	-0.08	3.58
0.07	0.08	3.08
-0.50	-0.37	2.71
-0.34	-0.18	2.77
0.14	0.09	3.00
0.20	0.00	1.39
-0.44	-0.34	2.64
0.04	0.03	3.26
0.09	0.07	1.79
0.68	0.51	2.30
-0.64	-0.50	2.08
-0.16	-0.11	2.94
0.11	0.10	3.04
0.40	0.33	1.39
-0.15	-0.13	3.14
-0.31	-0.24	2.94
0.55	0.39	2.71
0.30	0.13	2.40
0.15	0.09	2.40
-0.47	-0.35	3.00
0.56	0.41	2.56
0.02	0.04	3.30
0.42	0.31	2.71
0.09	0.03	2.56
0.09	0.02	3.14
-0.60	-0.43	2.64
-0.54	-0.38	2.30
0.08	0.06	3.00
0.55	0.39	3.00
-0.10	-0.10	3.04
-0.38	-0.20	2.77
-0.79	-0.64	2.30
-0.18	-0.11	3.22
-0.13	-0.05	2.64
0.02	0.02	3.33
0.06	0.03	3.37
0.02	0.05	2.56
-0.83	-0.67	2.20
0.44	0.27	2.64
-0.42	-0.35	2.40
-0.50	-0.33	1.10
-0.34	-0.27	3.26
0.37	0.28	2.56
-0.32	-0.23	2.89
0.71	0.52	1.95
0.50	0.33	1.10
-1.00	-1.00	0.69
0.06	0.04	3.26
-0.15	-0.12	3.30
0.17	0.13	2.77
-0.15	-0.11	3.26
-0.30	-0.22	2.71
0.44	0.33	3.22
0.08	0.08	2.56
nan	nan	0.00
0.61	0.52	1.95
0.17	0.14	2.71
-0.20	-0.20	1.61
0.27	0.17	3.22
-0.41	-0.31	2.89
-0.21	-0.12	3.00
0.11	0.08	2.64
0.40	0.33	1.39
0.09	0.04	3.04
-0.31	-0.24	2.94
-0.36	-0.21	2.48
0.24	0.17	3.18
0.02	0.01	2.64
-0.42	-0.32	2.89
-0.50	-0.33	1.10
-0.35	-0.28	3.00
0.00	-0.01	2.64
-0.44	-0.33	2.48
0.34	0.24	2.94
-0.36	-0.14	1.95
0.10	0.02	3.30
0.02	0.05	2.40
-0.12	-0.08	2.89
-0.17	-0.14	2.08
0.20	0.15	2.77
-0.10	-0.10	2.77
0.00	0.00	2.83
-0.20	0.00	1.39
-0.14	-0.11	3.26
-0.23	-0.18	2.89
0.20	0.07	1.79
-0.48	-0.30	2.64
-0.24	-0.22	2.77
-0.83	-0.67	2.20
-0.03	-0.02	2.77
-0.15	-0.08	2.89
-0.23	-0.17	2.77
-0.44	-0.31	2.71
0.51	0.38	2.56
-0.00	0.00	3.22
-0.62	-0.57	2.08
-0.36	-0.23	3.18
0.16	0.11	3.43
-0.80	-0.60	1.61
-0.12	-0.16	2.30
-0.26	-0.20	1.79
0.14	0.11	3.22
-0.37	-0.24	2.48
-0.32	-0.24	2.48
-0.40	-0.33	1.39
-0.08	-0.07	2.30
0.43	0.22	2.20
-0.25	-0.19	2.89
-0.27	-0.20	3.18
0.21	0.15	3.14
-0.20	-0.20	1.61
-0.43	-0.31	2.83
0.24	0.16	3.09
0.13	0.08	2.56
-0.43	-0.28	3.47
-0.32	-0.19	3.50
-0.32	-0.22	2.20
1.00	1.00	1.10
-0.80	-0.67	1.39
-0.17	-0.14	3.26
-0.41	-0.30	2.71
-0.32	-0.26	2.71
-0.21	-0.21	2.64
0.17	0.07	3.04
0.05	0.02	3.18
-0.12	-0.09	3.18
-0.07	0.00	2.20
-0.63	-0.50	2.20
-0.10	-0.06	3.18
0.29	0.24	1.95
0.49	0.35	3.00
0.19	0.13	3.30
-0.22	-0.19	3.14
-0.06	0.03	2.56
0.35	0.17	2.20
0.80	0.67	1.39
-0.49	-0.33	3.56
-0.15	-0.15	2.48
-0.11	-0.09	3.71
-0.12	-0.11	3.00
0.34	0.26	2.56
1.00	1.00	1.79
-0.02	-0.02	3.04
-1.00	-1.00	0.69
-0.80	-0.67	1.39
-0.18	-0.13	2.56
0.11	0.05	3.22
-0.14	-0.10	3.18
-0.10	-0.05	2.40
0.22	0.14	3.26
-0.01	0.06	2.89
1.00	1.00	1.10
-0.53	-0.38	2.77
0.33	0.29	2.08
-0.12	-0.17	2.20
0.15	0.08	3.40
0.50	0.33	1.10
-0.71	-0.47	1.79
0.27	0.24	2.71
-0.14	-0.08	2.89
-0.18	-0.09	2.40
-0.25	-0.16	3.33
0.20	0.07	2.30
-1.00	-1.00	0.69
0.20	0.20	2.40
-0.18	-0.10	2.64
-0.16	-0.10	2.64
-0.25	-0.16	3.43
-0.13	-0.12	3.18
0.22	0.17	3.56
0.50	0.40	1.61
-0.18	-0.12	3.64
0.40	0.33	1.39
0.10	0.00	1.61
