Spearman	Kendall	MutualInformation
0.18	0.13	3.09
0.36	0.25	2.77
0.33	0.28	2.56
0.44	0.31	2.40
0.06	0.05	3.00
0.26	0.19	2.89
0.61	0.52	1.95
0.18	0.14	1.95
0.24	0.21	2.08
-1.00	-1.00	0.69
0.66	0.51	2.94
0.20	0.20	1.61
0.09	0.04	3.00
0.09	0.07	1.79
0.26	0.20	1.79
0.06	0.03	2.48
0.26	0.14	2.08
0.02	0.06	2.20
0.42	0.27	3.04
0.21	0.14	1.95
0.89	0.73	1.79
0.67	0.50	2.08
0.90	0.80	1.61
0.47	0.36	2.56
-0.28	-0.17	2.20
0.44	0.32	2.83
0.49	0.33	1.79
0.28	0.17	2.20
-0.31	-0.20	1.79
0.73	0.56	2.40
0.51	0.40	2.83
0.11	0.14	1.95
0.53	0.39	2.48
0.09	0.07	1.79
0.66	0.47	1.79
0.51	0.36	3.14
-0.50	-0.33	1.10
0.29	0.23	3.18
0.26	0.20	3.43
0.46	0.35	2.40
0.58	0.45	2.77
-0.14	-0.07	2.08
0.39	0.33	1.95
0.25	0.15	2.56
0.18	0.16	3.09
0.49	0.33	2.30
0.38	0.30	2.64
0.38	0.26	3.33
0.21	0.17	3.69
0.15	0.12	3.43
0.34	0.28	2.71
0.26	0.23	2.94
0.51	0.35	3.18
-0.26	-0.10	2.56
0.18	0.14	3.18
0.18	0.17	2.20
0.45	0.35	3.14
0.47	0.42	2.48
0.06	0.03	2.56
0.25	0.20	3.58
0.41	0.33	2.71
0.21	0.12	2.77
0.65	0.44	3.00
0.20	0.00	1.39
0.12	0.11	3.26
0.89	0.73	1.79
0.33	0.20	2.30
0.21	0.00	2.08
0.19	0.16	2.94
-1.00	-1.00	1.39
-0.02	-0.04	3.14
0.21	0.15	2.94
0.68	0.49	2.71
0.49	0.35	2.40
0.05	0.02	2.40
0.23	0.12	3.00
0.68	0.51	2.56
0.68	0.46	2.56
0.32	0.19	3.14
0.35	0.30	2.64
0.67	0.47	2.30
0.40	0.31	3.00
0.52	0.38	3.00
0.19	0.15	3.04
0.27	0.23	2.77
0.56	0.42	2.30
0.23	0.16	3.22
0.20	0.16	2.64
0.29	0.21	3.33
0.36	0.27	3.37
0.55	0.38	2.64
-0.34	-0.27	2.40
0.50	0.33	1.10
0.16	0.11	3.26
-0.37	-0.25	2.89
0.29	0.24	1.95
-1.00	-1.00	0.69
0.33	0.25	3.26
0.13	0.08	3.30
0.20	0.17	2.77
0.30	0.21	3.26
-0.19	-0.14	2.71
0.65	0.46	2.56
nan	nan	0.00
0.18	0.14	1.95
0.15	0.12	2.71
0.09	0.02	3.18
0.48	0.36	2.89
0.48	0.35	3.00
0.29	0.14	2.64
0.40	0.33	1.39
0.15	0.11	2.30
0.33	0.22	3.04
0.45	0.35	2.77
0.29	0.22	2.94
0.17	0.12	2.48
0.25	0.17	3.18
0.32	0.25	2.89
-0.50	-0.33	1.10
-0.03	-0.03	3.00
0.02	0.01	2.64
-0.17	-0.15	2.48
0.09	0.05	2.94
0.25	0.24	1.95
0.36	0.24	3.30
0.45	0.36	2.89
0.29	0.25	2.77
0.34	0.25	2.83
-0.40	-0.33	1.39
0.28	0.24	3.26
0.04	0.02	2.89
0.49	0.33	1.79
-0.11	-0.05	2.64
0.61	0.48	2.77
-0.17	-0.11	2.20
0.03	0.01	2.69
-0.04	-0.01	2.71
0.40	0.24	3.22
-0.43	-0.29	2.08
-0.02	-0.01	3.18
0.47	0.36	3.43
0.60	0.40	1.61
0.18	0.12	3.40
0.09	0.07	2.30
0.60	0.47	1.79
0.40	0.29	3.22
0.24	0.21	2.48
0.17	0.12	2.48
-0.40	-0.33	1.39
-0.16	-0.16	2.30
0.03	-0.06	2.20
0.19	0.14	2.89
-0.30	-0.25	3.18
0.10	0.00	1.61
-0.19	-0.13	2.83
0.19	0.13	3.09
0.43	0.31	2.56
-0.07	-0.04	3.47
0.24	0.17	3.50
0.13	0.17	2.20
0.42	0.31	3.26
1.00	1.00	1.10
-0.80	-0.67	1.39
0.07	0.05	3.26
0.29	0.26	2.71
0.62	0.45	2.71
-0.04	-0.01	2.64
0.34	0.22	3.18
0.21	0.11	3.18
0.20	0.17	2.20
0.08	0.00	2.20
0.60	0.43	3.18
0.21	0.14	1.95
0.56	0.40	3.00
0.61	0.45	3.30
0.46	0.31	2.56
0.48	0.33	2.20
0.11	0.08	3.56
0.15	0.12	2.48
0.19	0.13	2.56
0.54	0.33	1.79
0.29	0.24	3.04
-1.00	-1.00	0.69
-0.20	0.00	1.39
0.18	0.10	2.56
0.30	0.20	3.22
0.06	0.03	3.18
-0.23	-0.13	2.40
-0.01	-0.02	3.26
0.50	0.33	1.10
0.26	0.15	2.77
0.50	0.39	2.20
0.30	0.21	3.40
1.00	1.00	1.10
-0.37	-0.33	1.79
0.34	0.28	2.71
0.04	0.03	2.89
0.10	0.09	2.40
0.15	0.13	3.33
0.77	0.60	2.30
1.00	1.00	0.69
0.38	0.24	2.40
-0.09	-0.10	2.64
0.31	0.21	2.64
-0.09	-0.04	3.43
0.26	0.20	3.18
0.60	0.45	3.56
0.90	0.80	1.61
0.33	0.21	3.64
0.40	0.33	1.39
-0.10	0.00	1.61
0.52	0.37	3.14
-0.01	0.02	2.30
0.60	0.33	1.39
0.00	0.20	1.61
0.27	0.22	3.04
0.80	0.67	1.39
0.45	0.32	3.09
0.46	0.34	2.64
0.33	0.29	2.08
-0.02	0.00	2.08
0.80	0.67	2.20
0.22	0.15	3.22
0.39	0.27	2.89
0.37	0.26	2.83
-1.00	-1.00	1.10
-0.29	-0.18	2.71
0.17	0.08	3.00
0.06	-0.01	2.71
0.29	0.19	2.94
-0.17	-0.07	2.71
0.50	0.33	1.10
-1.00	-1.00	1.10
0.00	0.05	1.95
0.13	0.10	2.83
0.37	0.28	2.71
0.15	0.11	2.20
0.50	0.33	1.10
-0.45	-0.41	2.64
0.50	0.33	1.10
0.26	0.20	3.00
0.29	0.05	1.95
0.26	0.20	1.79
0.22	0.16	3.33
-0.08	-0.08	3.14
0.16	0.11	2.30
0.31	0.18	2.56
0.09	0.08	2.64
0.50	0.33	1.10
0.30	0.23	3.26
0.20	0.00	1.39
0.44	0.29	3.04
0.74	0.53	2.89
0.59	0.39	2.71
0.28	0.25	2.64
0.50	0.33	1.10
0.48	0.30	2.48
1.00	1.00	0.69
-0.50	-0.33	1.10
0.22	0.15	3.22
0.58	0.43	2.64
0.06	0.07	2.77
0.24	0.18	2.71
-0.20	-0.12	2.77
0.41	0.29	2.30
1.00	1.00	1.61
0.90	0.79	2.08
0.27	0.17	3.00
0.06	0.04	3.18
-1.00	-1.00	0.69
0.48	0.30	2.48
-0.06	-0.01	2.64
-0.09	-0.05	3.09
0.45	0.28	3.00
0.10	0.05	2.89
0.08	0.06	3.56
0.26	0.21	2.08
0.47	0.31	3.47
0.26	0.16	2.89
1.00	1.00	0.69
0.48	0.31	3.22
0.25	0.23	2.89
0.18	0.07	2.30
0.00	0.00	2.08
0.20	0.12	2.71
0.18	0.14	3.18
0.29	0.20	2.71
0.25	0.20	3.30
0.61	0.42	3.14
0.17	0.11	3.61
0.66	0.46	3.22
0.50	0.37	3.50
-0.03	-0.07	2.30
0.17	0.08	3.09
0.38	0.20	2.40
0.34	0.22	3.47
