Spearman	Kendall	MutualInformation
0.24	0.13	3.09
0.33	0.23	3.09
0.55	0.38	2.77
0.90	0.80	1.61
0.57	0.41	2.56
0.72	0.52	2.77
0.83	0.67	2.48
0.66	0.53	2.40
0.50	0.35	3.00
0.24	0.16	2.89
0.68	0.52	1.95
0.64	0.43	1.95
0.64	0.43	2.08
1.00	1.00	0.69
0.45	0.29	2.94
0.30	0.20	1.61
0.54	0.39	3.00
0.71	0.47	1.79
0.76	0.62	2.77
0.09	0.20	1.79
0.30	0.15	2.48
0.74	0.57	2.08
0.37	0.28	2.20
0.34	0.26	3.04
0.61	0.52	1.95
0.48	0.38	2.30
0.37	0.33	1.79
0.52	0.36	2.08
0.90	0.80	1.61
0.41	0.28	2.56
0.62	0.44	2.20
1.00	1.00	0.69
0.59	0.41	2.83
0.50	0.33	1.10
0.89	0.73	1.79
0.60	0.44	2.20
-0.49	-0.33	1.79
-0.06	-0.09	2.40
0.58	0.51	2.83
0.90	0.71	2.40
0.64	0.43	1.95
0.57	0.42	2.48
0.89	0.73	1.79
0.89	0.73	1.79
0.49	0.33	3.37
0.14	0.12	3.14
-0.50	-0.33	1.10
0.42	0.29	3.18
0.60	0.43	3.43
0.69	0.51	2.56
-0.16	-0.13	2.40
0.42	0.30	2.77
-0.05	-0.07	2.08
0.32	0.24	1.95
0.10	0.13	2.56
0.32	0.19	3.09
0.68	0.51	2.30
0.52	0.38	2.64
0.58	0.41	3.69
0.64	0.47	3.43
0.69	0.49	3.37
0.68	0.54	2.71
0.56	0.44	2.94
0.62	0.40	3.18
0.75	0.58	2.64
0.77	0.56	2.56
0.64	0.49	3.18
-0.32	-0.28	2.20
0.56	0.42	3.14
0.84	0.73	2.48
0.70	0.46	2.56
0.56	0.40	3.58
0.54	0.37	3.08
0.07	0.05	2.71
0.76	0.57	2.77
0.59	0.40	3.00
0.40	0.33	1.39
0.30	0.23	2.64
0.33	0.21	3.26
0.43	0.33	1.79
0.41	0.29	2.30
0.74	0.57	2.08
-0.25	-0.18	2.94
0.67	0.47	3.04
-0.20	0.00	1.39
0.34	0.25	3.14
0.51	0.38	2.94
0.37	0.28	2.71
0.57	0.42	2.40
0.48	0.35	2.40
0.76	0.59	3.00
0.68	0.56	2.56
0.45	0.30	3.30
0.67	0.49	2.71
0.47	0.36	2.56
0.56	0.43	3.14
0.66	0.45	2.64
0.10	0.07	2.30
0.28	0.18	3.00
0.66	0.48	3.00
0.41	0.31	3.04
0.58	0.40	2.77
0.70	0.51	2.30
0.43	0.27	3.22
0.19	0.12	2.64
0.64	0.45	3.33
0.33	0.23	3.37
0.72	0.54	2.56
0.05	0.00	2.20
0.58	0.41	2.64
-0.01	-0.02	2.40
0.50	0.33	1.10
0.80	0.64	3.26
0.65	0.49	2.56
0.37	0.29	2.89
0.32	0.24	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.47	0.32	3.26
0.03	0.02	3.30
0.55	0.40	2.77
0.44	0.30	3.26
0.11	0.05	2.71
0.49	0.35	3.22
0.32	0.26	2.56
nan	nan	0.00
0.36	0.24	1.95
-0.37	-0.24	2.71
0.30	0.20	1.61
0.58	0.42	3.22
0.63	0.42	2.89
0.61	0.42	3.00
0.07	0.01	2.64
0.80	0.67	1.39
0.49	0.35	3.04
0.49	0.33	2.94
0.22	0.12	2.48
0.61	0.45	3.18
0.25	0.21	2.64
0.53	0.35	2.89
1.00	1.00	1.10
0.65	0.51	3.00
0.75	0.54	2.64
0.17	0.12	2.48
0.62	0.45	2.94
0.18	0.14	1.95
0.26	0.17	3.30
0.50	0.38	2.40
0.23	0.18	2.89
0.43	0.36	2.08
0.75	0.58	2.77
0.67	0.52	2.77
0.72	0.51	2.83
0.40	0.33	1.39
0.32	0.27	3.26
0.37	0.24	2.89
0.77	0.60	1.79
0.38	0.27	2.64
0.61	0.40	2.77
0.10	-0.11	2.20
0.49	0.33	2.77
0.58	0.41	2.89
0.79	0.58	2.77
0.67	0.47	2.71
0.64	0.49	2.56
0.24	0.18	3.22
0.71	0.50	2.08
0.46	0.30	3.18
0.37	0.26	3.43
0.40	0.40	1.61
0.08	0.07	2.30
0.60	0.47	1.79
0.61	0.41	3.22
0.50	0.33	2.48
0.80	0.70	2.48
0.20	0.00	1.39
0.72	0.51	2.30
0.27	0.11	2.20
0.38	0.27	2.89
0.56	0.42	3.18
0.57	0.42	3.14
0.60	0.40	1.61
0.21	0.12	2.83
0.53	0.35	3.09
0.49	0.38	2.56
0.47	0.33	3.47
0.52	0.35	3.50
0.83	0.67	2.20
1.00	1.00	1.10
0.40	0.33	1.39
0.39	0.26	3.26
0.11	0.09	2.71
0.74	0.50	2.71
0.58	0.43	2.64
