Spearman	Kendall	MutualInformation
0.28	0.17	3.09
0.46	0.32	3.09
0.65	0.48	2.77
0.60	0.40	1.61
0.05	0.08	2.56
0.79	0.60	2.77
0.36	0.24	2.48
0.80	0.64	2.40
0.37	0.25	3.00
0.11	0.10	2.89
0.68	0.52	1.95
0.71	0.52	1.95
0.55	0.50	2.08
-1.00	-1.00	0.69
0.13	0.06	2.94
0.40	0.40	1.61
0.57	0.41	3.00
-0.43	-0.33	1.79
0.66	0.52	2.77
0.49	0.33	1.79
0.15	0.03	2.48
0.81	0.64	2.08
0.23	0.17	2.20
0.34	0.25	3.04
0.46	0.43	1.95
0.56	0.38	2.30
0.54	0.47	1.79
0.57	0.29	2.08
0.90	0.80	1.61
0.13	0.10	2.56
0.48	0.28	2.20
1.00	1.00	0.69
0.43	0.31	2.83
0.50	0.33	1.10
0.94	0.87	1.79
0.07	0.00	2.20
0.60	0.47	1.79
-0.30	-0.31	2.40
0.70	0.56	2.83
0.73	0.56	2.40
0.29	0.14	1.95
0.72	0.55	2.48
0.60	0.47	1.79
0.54	0.33	1.79
0.55	0.38	3.21
-0.00	0.01	3.14
0.50	0.33	1.10
0.32	0.20	3.18
0.51	0.39	1.83
0.65	0.46	2.56
-0.18	-0.13	2.40
0.39	0.20	2.77
0.12	0.00	2.08
0.54	0.43	1.95
0.37	0.28	2.56
0.24	0.17	3.09
0.65	0.42	2.30
0.34	0.23	2.64
nan	nan	0.00
0.48	0.33	1.91
0.62	0.50	1.38
0.69	0.56	2.71
0.28	0.22	2.94
0.54	0.38	3.18
0.77	0.60	2.64
0.35	0.26	2.56
0.29	0.18	3.18
0.43	0.28	2.20
0.36	0.25	3.14
0.33	0.18	2.48
0.34	0.28	2.56
0.45	0.35	3.58
0.56	0.36	3.08
0.11	0.09	2.71
0.31	0.22	2.77
0.66	0.45	3.00
0.80	0.67	1.39
0.52	0.38	2.64
0.29	0.23	3.26
0.37	0.33	1.79
0.27	0.16	2.30
0.69	0.50	2.08
0.21	0.16	2.94
0.48	0.30	3.04
-0.20	0.00	1.39
0.46	0.33	3.14
0.67	0.45	2.94
0.30	0.22	2.71
0.65	0.49	2.40
0.55	0.35	2.40
0.48	0.34	3.00
0.38	0.31	2.56
0.49	0.34	3.24
0.49	0.37	2.71
0.35	0.21	2.56
0.53	0.37	3.14
0.66	0.52	2.64
0.21	0.20	2.30
0.15	0.09	3.00
0.63	0.51	3.00
0.61	0.44	3.04
0.72	0.55	2.77
0.79	0.60	2.30
0.59	0.42	3.11
0.01	-0.05	2.64
0.35	0.27	3.33
0.42	0.31	3.37
0.77	0.59	2.56
0.43	0.33	2.20
0.78	0.56	2.64
0.20	0.09	2.40
1.00	1.00	1.10
0.69	0.54	3.26
0.76	0.54	2.56
0.20	0.16	2.89
0.04	0.05	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.47	0.34	3.26
0.40	0.26	3.30
0.58	0.42	2.77
0.70	0.51	3.26
0.44	0.26	2.71
0.42	0.29	2.79
0.69	0.49	2.56
nan	nan	0.00
0.32	0.33	1.95
0.40	0.28	2.71
0.10	0.00	1.61
0.66	0.50	2.68
0.65	0.46	2.89
0.36	0.27	3.00
0.21	0.10	2.64
0.40	0.33	1.39
0.58	0.38	3.04
0.16	0.09	2.94
0.38	0.30	2.48
