Spearman	Kendall	MutualInformation
0.42	0.26	3.09
-0.18	-0.13	3.09
0.23	0.15	2.77
0.40	0.40	1.61
0.13	0.13	2.56
0.39	0.23	2.77
-0.09	-0.09	2.48
0.43	0.27	2.40
0.49	0.33	3.00
0.27	0.20	2.89
0.32	0.14	1.95
0.07	0.05	1.95
-0.62	-0.50	2.08
1.00	1.00	0.69
0.63	0.42	2.94
-0.30	-0.20	1.61
-0.16	-0.14	3.00
0.77	0.60	1.79
0.81	0.67	2.77
-0.37	-0.33	1.79
-0.36	-0.24	2.48
0.48	0.36	2.08
0.70	0.50	2.20
0.34	0.25	3.04
0.21	0.24	1.95
-0.02	0.02	2.30
0.43	0.33	1.79
0.43	0.29	2.08
0.90	0.80	1.61
-0.14	-0.10	2.56
0.40	0.28	2.20
1.00	1.00	0.69
-0.11	-0.07	2.83
0.50	0.33	1.10
0.54	0.47	1.79
-0.32	-0.28	2.20
-0.09	-0.07	1.79
0.16	0.13	2.40
0.24	0.18	2.83
-0.21	-0.16	2.40
0.11	0.14	1.95
0.61	0.45	2.48
0.09	0.07	1.79
0.54	0.47	1.79
-0.30	-0.19	3.37
0.61	0.46	3.14
0.50	0.33	1.10
0.07	0.03	3.18
0.01	-0.01	3.43
0.27	0.21	2.56
0.10	0.05	2.40
-0.05	-0.05	2.77
-0.52	-0.36	2.08
-0.07	-0.14	1.95
-0.14	-0.15	2.56
0.38	0.29	3.09
-0.13	-0.11	2.30
0.77	0.63	2.64
0.28	0.19	3.69
0.25	0.17	3.43
0.34	0.25	3.37
0.48	0.33	2.71
0.16	0.13	2.94
0.35	0.23	3.18
-0.09	-0.14	2.64
-0.34	-0.15	2.56
0.25	0.19	3.18
0.18	0.06	2.20
0.41	0.31	3.14
0.32	0.24	2.48
0.18	0.08	2.56
-0.06	-0.04	3.58
0.16	0.08	3.08
0.62	0.45	2.71
0.12	0.05	2.77
0.42	0.31	3.00
0.40	0.33	1.39
0.02	-0.01	2.64
0.38	0.30	3.26
0.77	0.60	1.79
0.61	0.47	2.30
0.31	0.07	2.08
0.17	0.11	2.94
0.31	0.22	3.04
0.40	0.33	1.39
0.07	0.06	3.14
0.31	0.18	2.94
0.43	0.30	2.71
0.09	0.05	2.40
-0.24	-0.20	2.40
-0.42	-0.28	3.00
0.66	0.54	2.56
0.18	0.11	3.30
0.23	0.18	2.71
0.49	0.38	2.56
0.34	0.17	3.14
0.42	0.27	2.64
0.79	0.64	2.30
0.53	0.37	3.00
0.55	0.41	3.00
0.42	0.32	3.04
-0.31	-0.20	2.77
0.25	0.07	2.30
0.01	0.01	3.22
-0.11	-0.05	2.64
0.08	0.06	3.33
0.50	0.35	3.37
0.68	0.49	2.56
-0.60	-0.44	2.20
0.32	0.23	2.64
-0.24	-0.16	2.40
0.50	0.33	1.10
-0.06	-0.09	3.26
0.60	0.38	2.56
0.10	0.02	2.89
0.79	0.62	1.95
0.50	0.33	1.10
1.00	1.00	0.69
-0.00	0.03	3.26
0.33	0.25	3.30
0.44	0.38	2.77
-0.13	-0.08	3.26
-0.54	-0.39	2.71
0.57	0.37	3.22
0.15	0.15	2.56
nan	nan	0.00
0.64	0.43	1.95
0.05	0.05	2.71
-0.10	0.00	1.61
0.16	0.07	3.22
0.07	0.05	2.89
0.36	0.26	3.00
0.44	0.30	2.64
1.00	1.00	1.39
0.45	0.33	3.04
0.18	0.12	2.94
0.06	0.03	2.48
0.43	0.29	3.18
0.04	0.01	2.64
-0.25	-0.15	2.89
-0.50	-0.33	1.10
0.49	0.32	3.00
-0.18	-0.14	2.64
-0.20	-0.09	2.48
0.36	0.25	2.94
0.64	0.43	1.95
0.14	0.08	3.30
0.19	0.16	2.40
0.10	0.06	2.89
0.29	0.21	2.08
0.41	0.32	2.77
0.11	0.10	2.77
0.10	0.09	2.83
-0.40	-0.33	1.39
0.24	0.14	3.26
-0.26	-0.16	2.89
0.14	0.07	1.79
0.15	0.10	2.64
-0.12	-0.12	2.77
-0.47	-0.44	2.20
-0.13	-0.13	2.77
-0.08	-0.03	2.89
-0.08	-0.07	2.77
-0.16	-0.09	2.71
0.75	0.59	2.56
0.46	0.35	3.22
-0.19	-0.21	2.08
-0.29	-0.21	3.18
0.35	0.25	3.43
0.50	0.40	1.61
0.32	0.11	2.30
-0.20	-0.20	1.79
0.26	0.18	3.22
-0.27	-0.15	2.48
-0.35	-0.36	2.48
-0.20	0.00	1.39
0.16	0.11	2.30
0.13	0.00	2.20
-0.08	-0.03	2.89
-0.26	-0.14	3.18
0.38	0.26	3.14
0.20	0.20	1.61
0.01	0.01	2.83
0.21	0.14	3.09
0.47	0.36	2.56
0.22	0.15	3.47
0.33	0.24	3.50
-0.05	0.00	2.20
0.50	0.33	1.10
0.00	0.00	1.39
-0.06	-0.04	3.26
0.48	0.35	2.71
0.12	0.12	2.71
0.04	0.08	2.64
0.44	0.37	3.04
0.25	0.17	3.18
0.30	0.22	3.18
0.15	0.11	2.20
-0.27	-0.22	2.20
0.30	0.22	3.18
0.29	0.24	1.95
0.42	0.32	3.00
0.49	0.39	3.30
0.01	-0.00	3.14
-0.26	-0.21	2.56
0.23	0.11	2.20
1.00	1.00	1.39
0.11	0.07	3.56
0.06	0.03	2.48
0.16	0.12	3.71
-0.06	-0.04	3.00
0.26	0.15	2.56
0.71	0.60	1.79
0.67	0.48	3.04
1.00	1.00	0.69
0.80	0.67	1.39
0.58	0.44	2.56
0.33	0.23	3.22
0.03	0.01	3.18
-0.45	-0.27	2.40
0.08	0.05	3.26
0.24	0.18	2.89
0.50	0.33	1.10
-0.51	-0.37	2.77
0.24	0.21	2.08
0.52	0.44	2.20
0.04	0.03	3.40
0.50	0.33	1.10
0.20	0.07	1.79
0.34	0.24	2.71
-0.30	-0.23	2.89
0.65	0.53	2.40
0.10	0.07	3.33
0.73	0.56	2.30
-1.00	-1.00	0.69
0.09	0.13	2.40
0.21	0.14	2.64
0.11	0.05	2.64
-0.06	-0.05	3.43
0.29	0.22	3.18
0.39	0.27	3.56
0.30	0.20	1.61
0.30	0.19	3.64
0.20	0.00	1.39
0.70	0.60	1.61
0.31	0.21	3.14
-0.67	-0.56	2.30
0.00	0.00	1.39
0.10	0.00	1.61
0.32	0.22	3.04
0.20	0.00	1.39
0.52	0.39	2.89
0.64	0.45	3.09
-0.07	0.00	2.08
-0.43	-0.29	2.08
0.65	0.50	2.20
0.15	0.11	3.22
0.05	-0.01	2.89
0.28	0.19	2.83
-0.50	-0.33	1.10
-0.53	-0.35	2.71
-0.12	-0.14	3.00
0.16	0.07	2.71
0.45	0.32	2.94
-0.10	-0.10	2.71
0.16	0.11	3.22
0.50	0.33	1.10
0.50	0.33	1.10
0.14	0.08	2.77
0.18	0.14	1.95
-0.10	-0.07	2.83
0.38	0.28	2.56
0.08	0.05	2.71
-0.12	-0.06	2.20
1.00	1.00	1.10
-1.00	-1.00	0.69
-0.18	-0.12	2.64
-0.50	-0.33	1.10
0.27	0.20	3.00
0.75	0.62	1.95
0.37	0.20	1.79
0.14	0.06	3.33
0.08	0.05	3.14
1.00	1.00	1.61
-0.21	-0.08	2.56
0.42	0.32	2.64
0.50	0.33	1.10
0.24	0.16	3.26
0.80	0.67	1.39
0.22	0.16	3.04
0.47	0.32	2.89
0.66	0.52	2.71
0.29	0.21	2.64
1.00	1.00	1.10
0.70	0.48	2.48
1.00	1.00	0.69
0.38	0.28	2.83
-0.13	-0.09	2.40
0.50	0.33	1.10
-0.01	-0.01	3.30
-0.14	-0.09	3.22
0.32	0.23	2.64
-0.14	-0.13	2.77
0.33	0.24	2.71
-0.15	-0.10	2.77
0.47	0.33	2.30
0.60	0.40	1.61
0.70	0.49	2.64
0.50	0.38	2.40
0.43	0.43	2.08
-0.07	-0.09	3.00
-0.30	-0.22	3.18
-1.00	-1.00	0.69
0.38	0.30	2.48
-0.22	-0.15	2.48
-0.08	-0.08	2.64
0.24	0.16	3.09
0.08	0.08	2.56
0.57	0.44	3.00
-0.04	-0.08	3.14
-0.10	-0.08	2.89
-0.03	-0.02	3.56
0.31	0.29	2.08
0.40	0.40	1.61
0.03	0.00	3.47
-0.21	-0.24	2.89
1.00	1.00	0.69
0.44	0.30	3.22
0.40	0.29	2.89
0.31	0.24	2.30
-0.29	-0.14	2.08
0.04	0.07	2.71
-0.01	0.01	3.18
0.86	0.71	1.95
-0.20	-0.10	2.71
-0.07	-0.07	3.30
0.22	0.16	3.14
0.09	0.07	3.61
0.60	0.43	3.22
0.40	0.27	3.50
0.50	0.33	2.30
0.03	0.00	3.09
0.72	0.49	2.40
0.55	0.38	2.40
-0.04	-0.01	3.58
0.25	0.20	2.40
0.12	0.08	3.87
-0.26	-0.17	2.94
0.05	0.05	2.40
-0.05	-0.03	3.14
0.10	0.06	3.22
-0.08	0.02	2.77
0.53	0.38	2.30
0.11	0.06	3.47
-0.06	-0.01	2.71
0.36	0.28	2.83
-0.02	-0.01	2.75
0.25	0.24	2.48
0.53	0.28	2.20
0.04	0.02	3.43
0.14	0.13	2.94
0.28	0.19	3.30
0.38	0.27	2.64
-0.05	0.00	2.08
0.05	0.05	2.40
-0.06	-0.05	2.71
0.00	-0.01	3.43
-0.52	-0.29	2.08
-0.01	0.00	2.83
0.24	0.10	3.22
0.17	0.10	2.77
0.36	0.29	2.08
0.13	0.08	3.14
-0.00	0.02	3.00
-0.06	-0.04	3.30
0.34	0.23	2.89
0.16	0.12	3.26
0.45	0.29	2.08
0.03	0.06	2.20
0.49	0.45	2.64
0.20	0.14	3.37
-0.03	0.00	2.56
0.36	0.16	2.64
0.17	0.06	3.00
-0.05	-0.05	3.33
-0.21	-0.14	1.95
0.84	0.68	2.94
0.12	0.10	3.58
0.09	0.08	3.78
0.14	0.08	3.33
0.15	0.09	2.48
0.43	0.31	3.87
-0.21	-0.14	2.08
0.25	0.18	3.76
0.44	0.36	2.48
0.66	0.47	1.79
0.29	0.23	0.86
0.58	0.38	2.40
-0.30	-0.20	1.61
0.43	0.34	2.64
0.17	0.13	3.09
-0.31	-0.23	3.18
0.12	0.07	2.83
0.36	0.27	3.00
0.29	0.21	2.83
0.15	0.16	2.40
0.02	0.03	2.77
0.14	0.07	1.79
-0.44	-0.34	3.30
-0.02	0.00	2.20
0.17	0.11	2.20
0.24	0.12	2.89
0.42	0.30	2.77
0.31	0.20	1.79
-0.28	-0.16	2.30
-0.06	-0.01	2.89
-0.03	-0.07	2.89
-0.07	-0.12	2.48
0.37	0.24	2.71
0.52	0.50	2.20
-0.11	-0.06	3.00
0.39	0.28	2.71
-0.24	-0.10	2.64
0.17	0.13	3.33
0.13	0.05	2.89
0.06	0.03	3.26
-0.36	-0.23	2.64
-0.03	-0.05	2.56
0.06	0.03	2.64
-0.07	-0.01	3.14
0.25	0.24	1.95
0.67	0.56	2.40
0.40	0.28	2.71
0.24	0.20	2.89
0.02	0.07	2.08
0.11	0.05	3.04
0.12	0.10	2.77
0.23	0.18	2.89
0.23	0.15	2.48
0.55	0.43	2.08
-0.60	-0.33	1.79
-0.01	0.03	2.71
0.48	0.33	2.20
0.41	0.27	3.76
0.10	0.10	2.83
0.70	0.54	2.71
0.19	0.11	3.26
-0.28	-0.23	2.64
-0.40	-0.26	3.33
0.27	0.18	3.53
0.29	0.20	3.40
0.01	-0.00	3.14
-0.26	-0.17	3.04
0.27	0.25	2.77
0.20	0.11	3.14
-0.03	-0.03	3.14
0.43	0.32	3.37
0.06	0.05	3.04
-0.04	-0.01	2.64
0.13	0.11	2.98
0.17	0.13	3.30
0.60	0.48	2.48
0.46	0.31	3.33
0.53	0.43	2.94
0.25	0.18	3.69
0.29	0.22	2.89
-0.12	-0.07	3.47
0.63	0.45	3.66
0.36	0.27	3.40
0.27	0.22	2.94
0.21	0.14	3.69
0.16	0.14	2.64
0.51	0.35	2.77
0.22	0.16	3.94
0.47	0.38	3.26
0.17	0.12	3.18
0.29	0.22	3.09
-0.10	0.00	2.77
0.11	0.13	2.40
0.26	0.20	3.43
0.22	0.18	2.94
0.26	0.16	2.83
0.02	0.08	2.89
0.04	0.05	1.95
0.02	0.02	3.56
-0.07	-0.05	2.56
0.06	0.07	2.71
0.17	0.13	3.47
0.14	0.09	3.50
0.18	0.11	2.30
-0.14	-0.09	2.94
0.09	0.07	3.37
0.60	0.47	1.79
0.11	0.08	3.14
0.21	0.07	2.30
0.60	0.40	1.61
0.16	0.23	2.56
0.47	0.31	2.40
-0.16	-0.08	2.64
-0.05	-0.03	3.33
-0.24	-0.18	2.71
0.65	0.33	2.30
-0.02	0.01	3.00
0.05	0.00	2.56
-0.45	-0.30	2.48
-0.09	-0.20	1.79
0.36	0.27	1.68
0.25	0.15	3.00
0.22	0.14	3.64
0.18	0.10	2.94
0.12	0.06	2.83
0.17	0.10	2.56
-0.06	-0.02	3.09
0.28	0.18	2.83
-0.04	-0.03	3.22
0.05	0.07	2.71
-0.00	0.01	2.83
-0.17	-0.17	2.20
-0.09	-0.12	2.77
0.25	0.17	2.77
0.41	0.29	3.43
0.44	0.32	3.22
-0.36	-0.24	2.89
0.32	0.22	2.89
0.17	0.03	2.56
0.04	0.02	2.77
0.65	0.51	3.09
0.46	0.31	3.30
0.24	0.19	3.30
-0.31	-0.21	2.64
0.21	0.13	3.47
-0.07	-0.06	2.20
0.61	0.48	3.00
-0.30	-0.23	2.56
0.44	0.31	3.58
0.25	0.18	3.00
-0.16	-0.11	3.84
-0.35	-0.24	2.40
-0.09	-0.07	1.79
-0.13	-0.08	3.33
-0.12	-0.08	3.18
0.02	0.03	3.09
-0.21	-0.10	2.89
0.26	0.21	2.56
0.10	0.06	3.22
-0.28	-0.25	2.64
-0.37	-0.33	1.79
0.37	0.33	1.79
0.22	0.17	3.22
0.36	0.26	3.22
0.01	0.05	2.64
0.14	0.11	3.30
0.30	0.20	2.30
0.05	0.00	3.00
-0.02	0.00	2.08
-0.03	0.05	2.71
0.02	0.11	2.30
0.40	0.28	2.56
0.51	0.35	2.71
-0.24	-0.18	3.00
0.79	0.61	2.48
-0.25	-0.13	2.83
0.18	0.17	3.00
0.11	0.08	3.28
0.06	0.03	2.56
0.29	0.24	2.48
0.08	0.06	3.50
0.61	0.46	2.89
-0.06	-0.05	3.50
-0.48	-0.39	2.48
0.57	0.42	3.33
0.38	0.26	3.76
-0.26	-0.17	3.22
0.32	0.19	3.26
0.08	0.05	3.09
-0.25	-0.18	3.50
0.15	0.10	3.40
0.13	0.12	2.48
-0.12	-0.10	2.56
0.10	0.03	2.48
0.38	0.25	2.83
0.13	0.09	2.40
-0.14	-0.07	1.79
0.11	0.09	3.00
0.44	0.33	3.50
