Spearman	Kendall	MutualInformation
0.42	0.26	3.09
0.45	0.33	2.77
0.57	0.41	2.56
0.75	0.60	2.40
0.21	0.13	3.00
0.20	0.15	2.89
0.57	0.43	1.95
0.57	0.43	1.95
0.38	0.29	2.08
1.00	1.00	0.69
0.49	0.33	2.94
0.70	0.60	1.61
0.61	0.45	3.00
-0.03	-0.07	1.79
0.26	0.20	1.79
0.29	0.18	2.48
0.86	0.71	2.08
0.12	0.06	2.20
0.28	0.20	3.04
0.39	0.24	1.95
0.26	0.20	1.79
0.33	0.21	2.08
1.00	1.00	1.61
0.14	0.08	2.56
0.73	0.50	2.20
0.48	0.28	2.83
0.71	0.60	1.79
0.37	0.22	2.20
0.60	0.47	1.79
0.33	0.20	2.40
0.68	0.51	2.83
0.46	0.33	1.95
0.79	0.64	2.48
0.43	0.33	1.79
0.71	0.47	1.79
-0.10	-0.09	3.14
0.50	0.33	1.10
0.74	0.57	3.18
0.65	0.50	3.43
-0.05	-0.05	2.40
0.62	0.45	2.77
0.17	0.07	2.08
0.75	0.52	1.95
0.26	0.18	2.56
0.09	0.08	3.09
0.60	0.38	2.30
0.43	0.36	2.64
0.70	0.53	3.33
0.49	0.35	3.69
0.60	0.45	3.43
0.61	0.45	2.71
0.40	0.27	2.94
0.69	0.53	3.18
0.21	0.15	2.56
0.43	0.32	3.18
-0.10	-0.06	2.20
0.33	0.24	3.14
0.66	0.45	2.48
0.41	0.33	2.56
0.59	0.39	3.58
0.25	0.18	2.71
0.38	0.30	2.77
0.59	0.45	3.00
0.80	0.67	1.39
0.33	0.23	3.26
0.66	0.60	1.79
-0.07	-0.02	2.30
0.19	0.14	2.08
0.30	0.23	2.94
-0.40	-0.33	1.39
0.56	0.39	3.14
0.67	0.52	2.94
0.41	0.31	2.71
0.75	0.56	2.40
0.48	0.35	2.40
0.53	0.38	3.00
0.82	0.64	2.56
0.45	0.31	2.56
0.54	0.39	3.14
0.57	0.45	2.64
0.15	0.16	2.30
0.18	0.13	3.00
0.75	0.58	3.00
0.61	0.46	3.04
0.21	0.15	2.77
0.35	0.24	2.30
0.58	0.41	3.22
-0.02	0.01	2.64
0.47	0.32	3.33
0.60	0.41	3.37
0.48	0.32	2.64
0.17	0.05	2.40
1.00	1.00	1.10
0.71	0.54	3.26
0.08	0.05	2.89
0.29	0.24	1.95
1.00	1.00	0.69
0.58	0.41	3.26
0.24	0.15	3.30
0.57	0.42	2.77
0.57	0.37	3.26
0.21	0.18	2.71
0.37	0.26	2.56
nan	nan	0.00
0.50	0.33	1.95
0.32	0.22	2.71
0.40	0.30	3.18
0.64	0.46	2.89
0.45	0.28	3.00
0.28	0.16	2.64
0.80	0.67	1.39
0.55	0.38	2.30
0.65	0.48	3.04
0.69	0.55	2.77
0.41	0.27	2.94
0.24	0.09	2.48
0.51	0.38	3.18
0.62	0.48	2.89
0.50	0.33	1.10
0.29	0.20	3.00
0.59	0.43	2.64
0.73	0.52	2.48
0.72	0.51	2.94
0.79	0.62	1.95
0.65	0.44	3.30
0.35	0.24	2.89
0.66	0.48	2.77
0.67	0.49	2.83
-0.20	0.00	1.39
0.39	0.29	3.26
0.36	0.22	2.89
0.83	0.73	1.79
0.53	0.36	2.64
0.44	0.30	2.77
0.25	0.17	2.20
0.25	0.22	2.77
0.39	0.28	2.71
0.09	0.03	3.22
0.31	0.21	2.08
0.17	0.11	3.18
0.45	0.32	3.43
0.80	0.60	1.61
0.64	0.46	3.40
-0.04	-0.02	2.30
0.14	0.20	1.79
0.53	0.34	3.22
0.66	0.45	2.48
0.52	0.36	2.48
0.80	0.67	1.39
0.62	0.42	2.30
-0.32	-0.33	2.20
0.32	0.18	2.89
0.55	0.39	3.18
-0.40	-0.40	1.61
0.45	0.32	2.83
0.25	0.15	3.09
0.55	0.38	2.56
0.49	0.35	3.47
0.47	0.35	3.50
0.28	0.22	2.20
