Spearman	Kendall	MutualInformation
-0.06	-0.06	3.09
0.19	0.14	3.09
0.39	0.27	2.77
1.00	1.00	1.61
0.19	0.13	2.56
0.67	0.47	2.77
0.45	0.36	2.48
0.63	0.45	2.40
0.44	0.31	3.00
0.03	0.08	2.89
0.68	0.52	1.95
0.25	0.24	1.95
0.31	0.21	2.08
1.00	1.00	0.69
-0.06	-0.08	2.94
0.30	0.20	1.61
0.41	0.31	3.00
0.14	0.07	1.79
0.50	0.38	2.77
-0.26	-0.20	1.79
0.02	-0.06	2.48
0.43	0.21	2.08
0.32	0.22	2.20
0.50	0.36	3.04
-0.14	-0.24	1.95
0.18	0.11	2.30
0.60	0.33	1.79
0.71	0.50	2.08
0.90	0.80	1.61
0.05	0.10	2.56
0.63	0.39	2.20
1.00	1.00	0.69
0.32	0.16	2.83
1.00	1.00	1.10
0.94	0.87	1.79
-0.07	-0.06	2.20
0.14	0.07	1.79
0.11	0.09	2.40
0.51	0.46	2.83
0.69	0.53	2.40
0.46	0.33	1.95
0.63	0.45	2.48
0.49	0.33	1.79
0.77	0.60	1.79
0.36	0.21	3.37
0.35	0.23	3.14
0.50	0.33	1.10
0.33	0.25	3.18
0.15	0.12	0.86
0.49	0.33	2.56
-0.06	-0.05	2.40
0.37	0.23	2.77
-0.62	-0.50	2.08
-0.18	-0.14	1.95
0.54	0.41	2.56
-0.11	-0.07	3.09
0.68	0.51	2.30
0.45	0.36	2.64
nan	nan	0.00
0.53	0.35	2.94
0.44	0.32	2.01
0.66	0.52	2.71
0.23	0.19	2.94
0.38	0.26	3.18
0.84	0.69	2.64
0.02	0.00	2.56
0.32	0.23	3.18
0.00	0.00	2.20
0.26	0.19	3.14
0.68	0.45	2.48
0.33	0.26	2.56
0.55	0.40	3.58
0.31	0.17	3.08
0.17	0.16	2.71
0.28	0.18	2.77
0.41	0.27	3.00
0.40	0.33	1.39
0.20	0.12	2.64
0.19	0.14	3.26
0.26	0.20	1.79
0.54	0.38	2.30
0.52	0.43	2.08
0.29	0.19	2.94
0.50	0.30	3.04
0.40	0.33	1.39
0.38	0.26	3.14
0.50	0.37	2.94
0.19	0.14	2.71
0.37	0.24	2.40
0.74	0.64	2.40
0.41	0.26	3.00
0.51	0.38	2.56
0.33	0.23	3.30
0.41	0.30	2.71
0.31	0.21	2.56
0.56	0.38	3.14
0.51	0.38	2.64
-0.07	-0.07	2.30
0.15	0.11	3.00
0.75	0.57	3.00
0.09	0.08	3.04
0.41	0.27	2.77
0.60	0.42	2.30
0.48	0.35	3.11
-0.25	-0.12	2.64
0.63	0.48	3.33
0.12	0.05	3.37
0.55	0.41	2.56
-0.35	-0.22	2.20
0.40	0.23	2.64
0.09	0.05	2.40
0.50	0.33	1.10
0.57	0.41	3.26
0.80	0.59	2.56
0.22	0.18	2.89
0.25	0.24	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.49	0.36	3.26
0.23	0.16	3.30
0.42	0.28	2.77
0.56	0.38	3.26
-0.13	-0.07	2.71
0.49	0.34	2.89
0.45	0.36	2.56
nan	nan	0.00
0.54	0.33	1.95
0.19	0.10	2.71
0.30	0.20	1.61
0.74	0.57	2.92
0.35	0.24	2.89
0.23	0.16	3.00
0.10	0.01	2.64
0.80	0.67	1.39
0.58	0.38	3.04
0.29	0.17	2.94
0.15	0.06	2.48
0.62	0.45	3.18
0.02	-0.01	2.64
0.29	0.24	2.89
0.50	0.33	1.10
0.28	0.17	3.00
0.39	0.21	2.64
0.62	0.42	2.48
0.47	0.38	2.94
0.57	0.43	1.95
0.29	0.20	3.30
0.65	0.45	2.40
0.14	0.10	2.89
0.12	0.07	2.08
0.57	0.37	2.77
0.46	0.37	2.77
0.73	0.54	2.83
0.40	0.33	1.39
0.32	0.23	3.26
0.11	0.10	2.89
0.60	0.47	1.79
0.63	0.47	2.64
0.57	0.38	2.77
0.03	0.00	2.20
0.43	0.32	2.77
0.51	0.33	2.89
0.46	0.38	2.77
0.53	0.33	2.71
0.63	0.44	2.56
0.05	0.02	3.22
-0.19	-0.14	2.08
0.17	0.13	3.18
0.57	0.46	1.31
0.00	-0.20	1.61
-0.03	-0.02	2.30
-0.09	-0.20	1.79
0.50	0.36	3.16
0.64	0.48	2.48
0.59	0.45	2.48
1.00	1.00	1.39
0.39	0.29	2.30
0.23	0.17	2.20
0.45	0.31	2.89
0.54	0.35	3.18
0.34	0.21	3.14
-0.40	-0.40	1.61
0.33	0.25	2.83
0.09	0.07	3.09
0.20	0.15	2.56
0.17	0.12	3.47
0.38	0.29	2.91
0.37	0.28	2.20
1.00	1.00	1.10
0.40	0.33	1.39
0.10	0.07	3.26
0.21	0.14	2.71
0.72	0.52	2.71
0.55	0.43	2.64
0.74	0.54	3.04
-0.14	-0.12	3.18
0.47	0.28	3.18
0.23	0.17	2.20
-0.33	-0.22	2.20
0.50	0.36	3.18
0.64	0.43	1.95
0.58	0.42	3.00
0.43	0.31	2.97
0.32	0.23	3.14
0.18	0.10	2.56
0.40	0.28	2.20
1.00	1.00	1.39
0.08	0.07	0.48
0.34	0.18	2.48
nan	nan	0.00
0.08	0.05	3.00
-0.13	-0.10	2.56
0.60	0.47	1.79
0.41	0.29	3.04
-1.00	-1.00	0.69
-0.20	0.00	1.39
0.39	0.28	2.56
0.34	0.25	3.22
0.14	0.11	3.18
-0.05	-0.05	2.40
0.12	0.08	3.26
0.15	0.08	2.89
1.00	1.00	1.10
0.58	0.40	2.77
0.74	0.50	2.08
0.32	0.17	2.20
0.24	0.17	3.40
0.50	0.33	1.10
0.03	-0.07	1.79
0.48	0.35	2.71
0.05	0.03	2.89
0.62	0.42	2.40
0.40	0.30	3.33
0.62	0.38	2.30
-1.00	-1.00	0.69
0.39	0.24	2.40
0.07	0.05	2.64
0.45	0.27	2.64
0.04	0.04	1.97
0.30	0.24	3.12
0.33	0.23	3.56
0.50	0.40	1.61
nan	nan	0.00
0.80	0.67	1.39
0.60	0.40	1.61
0.48	0.38	3.08
0.64	0.42	2.30
0.60	0.33	1.39
0.30	0.20	1.61
0.22	0.16	3.04
0.80	0.67	1.39
0.46	0.31	2.89
0.38	0.24	3.09
0.21	0.14	2.08
-0.05	0.00	2.08
0.87	0.72	2.20
0.44	0.37	1.07
0.19	0.14	2.89
0.27	0.18	2.83
-0.50	-0.33	1.10
-0.11	-0.07	2.71
0.54	0.37	3.00
0.22	0.16	2.71
0.80	0.60	2.94
0.15	0.14	2.71
0.48	0.33	3.22
0.50	0.33	1.10
1.00	1.00	1.10
0.51	0.30	2.77
0.21	0.14	1.95
-0.18	-0.11	2.75
0.68	0.44	2.56
0.15	0.07	2.71
0.48	0.28	2.20
1.00	1.00	1.10
-1.00	-1.00	0.69
0.51	0.34	2.64
0.50	0.33	1.10
0.39	0.25	3.00
-0.36	-0.33	1.95
0.43	0.47	1.79
0.50	0.35	3.33
0.60	0.43	3.14
0.90	0.80	1.61
0.18	0.13	2.56
0.19	0.14	2.64
1.00	1.00	1.10
0.07	0.04	3.26
1.00	1.00	1.39
0.40	0.30	3.04
0.39	0.28	2.89
0.61	0.47	2.71
0.18	0.10	2.64
0.50	0.33	1.10
0.76	0.64	2.48
1.00	1.00	0.69
0.73	0.57	2.83
0.73	0.53	2.40
1.00	1.00	1.10
0.04	0.02	3.30
0.25	0.17	3.22
0.55	0.41	2.64
0.26	0.15	2.77
0.38	0.24	2.71
0.00	0.02	2.77
0.50	0.42	2.30
0.40	0.40	1.61
0.76	0.56	2.64
0.38	0.35	2.40
0.36	0.21	2.08
0.52	0.37	3.00
0.47	0.31	3.18
-1.00	-1.00	0.69
0.06	0.03	2.48
0.34	0.21	2.48
0.34	0.27	2.64
0.35	0.24	3.09
0.35	0.33	2.56
0.40	0.26	3.00
0.18	0.13	3.14
0.22	0.10	2.89
0.37	0.30	0.22
-0.48	-0.50	2.08
0.80	0.60	1.61
0.43	0.32	3.47
0.37	0.28	2.89
1.00	1.00	0.69
0.51	0.37	3.22
0.75	0.61	2.89
0.66	0.51	2.30
0.38	0.14	2.08
0.33	0.20	2.71
-0.06	-0.06	3.18
0.46	0.33	1.95
0.17	0.09	2.71
0.39	0.28	3.30
0.25	0.19	3.14
0.09	0.08	1.06
0.36	0.25	3.11
0.20	0.12	3.50
0.01	0.02	2.30
0.19	0.14	3.09
0.46	0.35	2.40
0.43	0.35	2.40
0.34	0.24	3.43
-0.17	-0.13	2.40
-0.02	-0.01	0.10
0.05	-0.01	2.94
-0.09	-0.09	2.40
0.08	0.09	3.14
0.35	0.25	3.22
0.22	0.17	2.77
-0.03	-0.02	2.30
0.40	0.29	3.10
0.06	0.07	2.71
0.28	0.24	2.83
0.22	0.15	3.97
0.49	0.39	2.48
0.92	0.78	2.20
0.08	0.05	2.08
0.44	0.30	2.94
-0.26	-0.19	3.30
0.26	0.16	2.64
-0.24	-0.21	2.08
0.13	0.09	2.40
0.26	0.18	2.71
0.26	0.18	3.43
-0.43	-0.29	2.08
-0.00	-0.04	2.83
-0.27	-0.19	3.22
0.16	0.08	2.77
0.14	0.07	2.08
-0.03	0.00	3.14
-0.05	-0.03	3.00
0.18	0.12	3.30
0.22	0.15	2.89
0.29	0.22	3.15
-0.19	-0.14	2.08
0.57	0.44	2.20
0.29	0.25	2.64
0.52	0.37	3.18
0.24	0.23	2.56
-0.05	-0.05	2.64
0.09	0.04	3.00
-0.03	-0.06	2.70
0.71	0.52	1.95
0.35	0.29	2.94
0.26	0.21	1.13
0.20	0.16	0.11
0.14	0.12	3.33
0.19	0.09	2.48
0.02	0.01	0.10
-0.12	0.00	2.08
nan	nan	0.00
0.62	0.42	2.48
-0.26	-0.20	1.79
0.16	0.13	0.09
0.75	0.60	2.40
-0.20	-0.20	1.61
0.40	0.27	2.64
-0.15	-0.10	3.09
0.53	0.38	3.18
0.62	0.46	2.83
0.39	0.28	3.00
0.39	0.28	2.83
0.56	0.42	2.40
0.50	0.32	2.77
0.54	0.33	1.79
0.22	0.16	3.30
0.28	0.22	2.20
0.55	0.50	2.20
0.24	0.16	2.89
0.43	0.32	2.77
0.31	0.20	1.79
0.25	0.20	2.30
0.20	0.16	2.89
0.38	0.24	2.89
0.23	0.18	2.48
-0.11	-0.07	2.71
0.20	0.17	2.20
0.11	0.07	3.00
0.02	0.01	2.71
-0.07	-0.03	2.64
0.27	0.19	3.28
-0.21	-0.20	2.89
0.38	0.26	3.26
0.07	0.01	2.64
-0.09	-0.10	2.56
0.27	0.23	2.64
0.45	0.26	3.14
0.00	-0.05	1.95
0.07	0.05	2.40
0.52	0.35	2.71
-0.14	-0.14	2.89
-0.29	-0.36	2.08
0.20	0.14	3.04
0.09	0.05	2.77
0.31	0.24	2.89
0.06	0.03	2.48
0.38	0.29	2.08
-0.43	-0.33	1.79
0.84	0.70	2.71
-0.05	-0.06	2.20
0.31	0.21	3.76
-0.56	-0.40	2.83
0.51	0.35	2.71
-0.27	-0.19	3.26
0.20	0.16	2.64
0.29	0.21	3.33
0.10	0.05	3.05
0.41	0.31	3.40
0.06	0.03	3.14
0.21	0.15	3.04
-0.02	0.02	2.77
-0.41	-0.30	3.14
0.07	0.03	3.14
0.43	0.32	3.37
0.28	0.16	3.04
0.32	0.25	2.64
0.29	0.20	3.04
0.25	0.18	3.30
0.43	0.33	2.48
0.38	0.24	3.33
0.60	0.44	2.94
0.16	0.13	0.12
0.18	0.15	2.89
-0.20	-0.15	3.47
nan	nan	0.00
0.40	0.28	3.40
0.25	0.13	2.94
-0.21	-0.15	1.75
-0.27	-0.16	2.64
0.05	0.08	2.77
0.28	0.20	3.96
-0.06	-0.03	3.26
0.32	0.16	3.18
-0.15	-0.12	3.09
0.42	0.32	2.77
0.26	0.24	2.40
0.31	0.22	3.21
0.03	0.06	2.94
0.15	0.10	2.83
0.15	0.12	2.89
0.11	0.05	1.95
0.41	0.30	2.11
0.56	0.33	2.56
0.59	0.43	2.71
0.05	0.05	3.47
0.56	0.40	3.50
-0.18	-0.16	2.30
0.43	0.30	2.94
0.37	0.25	3.37
0.37	0.07	1.79
0.41	0.26	3.14
0.15	0.11	2.30
0.10	0.00	1.61
0.41	0.26	2.56
0.54	0.38	2.40
0.31	0.23	2.64
0.27	0.18	3.33
0.07	0.05	2.71
0.27	0.11	2.30
-0.05	-0.03	3.00
0.02	-0.03	2.56
0.42	0.27	2.48
0.43	0.20	1.79
0.30	0.20	3.76
0.42	0.28	3.00
0.29	0.21	2.68
-0.02	-0.05	2.94
0.06	0.00	2.83
0.51	0.38	2.56
0.14	0.13	3.09
0.21	0.12	2.83
0.30	0.22	3.22
-0.22	-0.12	2.71
-0.08	-0.04	2.83
-0.03	-0.06	2.20
-0.23	-0.15	2.77
0.45	0.33	2.77
0.54	0.40	3.43
0.19	0.12	3.22
0.30	0.20	2.89
0.42	0.31	2.89
0.54	0.36	2.56
-0.40	-0.32	2.77
0.63	0.46	3.09
0.29	0.21	3.30
0.20	0.14	3.30
0.52	0.43	2.64
0.17	0.12	3.47
0.17	0.11	2.20
0.05	0.02	3.00
0.46	0.33	2.56
nan	nan	0.00
0.11	0.07	3.00
nan	nan	0.00
-0.34	-0.27	2.40
-0.43	-0.33	1.79
0.29	0.19	3.33
0.04	0.03	3.18
0.23	0.13	3.09
0.24	0.15	2.89
0.24	0.18	2.56
0.01	0.01	3.22
0.05	0.05	2.64
0.03	-0.07	1.79
0.54	0.47	1.79
0.42	0.27	3.22
0.09	0.05	3.22
0.67	0.49	2.64
0.39	0.29	3.30
-0.30	-0.24	2.30
0.11	0.11	3.00
-0.02	0.00	2.08
-0.29	-0.20	2.71
0.59	0.47	2.30
-0.24	-0.15	2.56
0.09	0.03	2.71
0.41	0.28	3.00
-0.14	-0.09	2.48
0.41	0.29	2.83
0.14	0.12	3.00
0.16	0.13	3.28
-0.30	-0.18	2.56
-0.13	-0.12	2.48
0.41	0.34	1.52
0.45	0.31	2.89
0.37	0.27	3.50
0.51	0.39	2.48
0.47	0.34	3.12
nan	nan	0.00
0.24	0.13	3.22
0.12	0.10	3.26
-0.18	-0.12	3.09
0.31	0.20	3.08
0.18	0.12	3.11
0.20	0.12	2.48
0.41	0.28	2.56
0.38	0.24	2.48
0.12	0.04	2.83
0.53	0.38	2.40
-0.77	-0.60	1.79
0.04	0.06	3.00
0.11	0.07	3.37
0.64	0.47	2.64
-0.10	-0.10	2.56
0.34	0.22	3.30
0.38	0.27	3.26
0.31	0.24	2.71
-0.07	-0.06	2.20
0.32	0.25	3.04
0.24	0.19	3.22
0.20	0.10	2.83
0.15	0.09	2.83
0.23	0.17	3.30
0.42	0.30	2.64
0.04	0.11	2.30
0.15	0.10	2.71
0.04	0.01	2.64
-0.37	-0.07	1.79
0.43	0.28	2.20
0.26	0.21	3.09
-0.37	-0.28	2.20
0.58	0.36	2.56
0.83	0.78	2.20
0.51	0.34	2.83
0.40	0.27	2.48
0.35	0.25	2.83
0.52	0.44	2.20
1.00	1.00	0.69
0.29	0.20	3.09
-0.75	-0.61	2.20
0.28	0.18	2.71
-0.50	-0.33	1.10
0.17	0.14	2.08
0.16	0.15	2.48
0.29	0.14	1.95
0.54	0.36	3.14
1.00	1.00	0.69
-0.02	-0.01	3.00
0.20	0.13	3.04
0.48	0.36	2.08
0.33	0.25	3.18
0.61	0.52	1.95
0.37	0.24	2.89
0.43	0.31	3.09
0.50	0.38	3.09
0.01	0.03	2.56
0.07	0.04	3.22
0.33	0.23	2.89
-0.29	-0.22	2.83
0.50	0.34	2.83
0.15	0.06	2.48
0.30	0.20	1.61
0.79	0.61	2.48
0.60	0.42	2.48
0.21	0.14	3.47
1.00	1.00	1.10
0.31	0.20	3.00
0.72	0.51	2.56
0.29	0.19	2.83
-0.01	-0.03	2.77
0.54	0.33	1.95
0.63	0.45	2.71
0.30	0.20	1.61
-0.25	-0.13	2.40
0.32	0.21	2.48
0.50	0.33	1.10
0.46	0.33	2.77
0.38	0.28	3.33
-0.50	-0.33	1.95
0.04	0.03	2.89
-0.36	-0.27	2.48
0.04	0.02	3.00
0.11	0.05	2.40
0.47	0.38	2.30
0.45	0.32	3.04
-0.05	0.00	2.48
0.09	0.05	2.64
0.38	0.29	2.30
0.14	0.10	2.94
0.57	0.43	2.83
0.45	0.33	2.20
0.40	0.28	2.71
-0.02	-0.01	2.64
0.52	0.41	3.30
0.59	0.45	2.71
0.22	0.16	3.00
0.18	0.07	2.30
0.62	0.44	3.00
0.07	0.11	2.20
0.39	0.31	2.56
0.30	0.20	3.14
-0.18	-0.17	2.20
-0.14	-0.07	3.22
-0.24	-0.16	2.64
0.20	0.15	2.48
0.27	0.18	3.22
0.34	0.20	3.14
-0.10	-0.05	3.00
0.61	0.45	3.09
0.50	0.40	1.61
0.03	0.01	3.37
0.62	0.48	2.48
-0.71	-0.52	1.95
0.19	0.12	2.64
-0.21	-0.15	2.56
0.29	0.14	3.09
0.14	0.13	2.40
-0.04	-0.04	3.30
0.09	0.08	2.64
-0.24	-0.17	3.04
-0.21	-0.16	2.89
-0.14	-0.07	1.79
-0.11	-0.09	2.40
0.35	0.23	3.76
0.42	0.33	2.71
0.25	0.18	3.24
0.30	0.19	3.40
0.36	0.25	3.31
0.04	0.02	2.30
0.12	0.06	3.09
-0.18	-0.12	3.43
0.23	0.14	3.18
-0.06	-0.04	3.37
-0.66	-0.47	1.79
0.89	0.73	1.79
0.58	0.41	3.18
0.22	0.15	2.48
0.12	0.08	3.04
0.35	0.26	3.04
0.09	0.07	2.89
0.38	0.27	2.64
-0.21	-0.15	2.56
-0.24	-0.24	2.40
0.43	0.38	2.30
0.47	0.31	3.18
0.38	0.31	2.71
0.28	0.24	3.18
0.18	0.10	2.64
0.29	0.20	2.89
0.31	0.20	2.30
0.27	0.25	2.83
0.47	0.33	3.22
0.36	0.24	2.83
0.48	0.36	2.64
-0.22	-0.10	2.83
-0.07	-0.09	2.71
0.64	0.51	2.83
0.03	-0.00	3.14
0.31	0.21	3.22
0.03	0.03	3.14
0.62	0.46	2.56
0.50	0.33	1.10
0.06	0.02	2.40
0.32	0.24	2.30
0.34	0.23	3.43
0.45	0.32	3.23
0.19	0.17	3.14
0.27	0.19	3.23
0.49	0.33	1.79
0.56	0.41	2.71
0.81	0.64	2.08
0.13	0.08	2.77
-0.09	-0.07	3.22
0.08	0.06	3.40
0.21	0.12	2.89
0.12	0.08	3.43
0.12	0.08	3.30
0.08	0.03	2.64
0.43	0.33	3.00
0.17	0.12	3.09
0.63	0.44	3.22
0.36	0.26	2.71
-0.42	-0.32	2.89
-0.01	0.02	2.89
0.09	0.07	2.77
0.08	0.09	3.00
-0.16	-0.09	2.83
-0.12	-0.08	3.14
0.38	0.33	2.48
0.22	0.19	3.30
0.03	0.00	2.56
0.48	0.36	2.89
0.53	0.45	2.48
-0.15	0.00	2.20
0.22	0.17	3.33
0.38	0.25	2.83
0.28	0.23	0.12
1.00	1.00	0.69
-0.19	-0.13	2.56
0.28	0.20	3.00
0.50	0.38	2.83
0.34	0.25	1.91
0.30	0.25	2.83
-0.30	-0.24	2.48
0.11	0.10	2.56
0.63	0.45	2.77
0.39	0.26	3.14
0.10	0.06	2.20
0.17	0.11	3.30
-0.11	-0.11	3.26
-0.29	-0.25	2.77
-0.44	-0.28	2.71
0.36	0.30	3.14
0.09	0.10	2.64
0.68	0.52	1.95
-0.15	-0.06	2.48
0.20	0.17	2.20
-0.30	-0.20	1.61
0.15	0.13	2.40
0.04	0.01	2.94
0.35	0.22	3.33
0.70	0.53	2.94
