Spearman	Kendall	MutualInformation
0.45	0.30	3.09
0.71	0.52	2.77
0.35	0.23	2.56
0.30	0.16	2.40
0.28	0.20	3.00
0.44	0.28	2.89
0.89	0.81	1.95
0.64	0.43	1.95
0.90	0.79	2.08
1.00	1.00	0.69
0.44	0.33	2.94
0.90	0.80	1.61
0.62	0.41	3.00
0.09	0.07	1.79
0.14	0.07	1.79
0.22	0.09	2.48
0.12	0.14	2.08
0.40	0.28	2.20
0.55	0.40	3.04
0.36	0.33	1.95
0.71	0.60	1.79
0.57	0.50	2.08
0.80	0.60	1.61
0.46	0.36	2.56
0.32	0.22	2.20
0.50	0.35	2.83
0.71	0.60	1.79
0.53	0.33	2.20
0.20	0.20	1.79
0.18	0.13	2.40
0.68	0.51	2.83
0.61	0.43	1.95
0.85	0.70	2.48
0.43	0.33	1.79
0.89	0.73	1.79
0.55	0.38	3.14
0.50	0.33	1.10
0.52	0.36	3.18
0.67	0.47	3.43
0.69	0.49	2.40
0.58	0.38	2.77
0.38	0.14	2.08
0.89	0.81	1.95
0.48	0.33	2.56
0.34	0.20	3.09
0.49	0.42	2.30
0.65	0.47	2.64
0.74	0.57	3.33
0.47	0.33	3.69
0.62	0.45	3.43
0.52	0.45	2.71
0.46	0.33	2.94
0.69	0.49	3.18
0.35	0.23	2.56
0.46	0.30	3.18
-0.25	-0.17	2.20
0.47	0.30	3.14
0.63	0.48	2.48
0.53	0.38	2.56
0.47	0.30	3.58
0.44	0.33	2.71
0.52	0.33	2.77
0.50	0.37	3.00
0.80	0.67	1.39
0.23	0.13	3.26
0.83	0.73	1.79
-0.10	-0.07	2.30
0.48	0.36	2.08
0.49	0.35	2.94
-0.40	-0.33	1.39
0.73	0.54	3.14
0.53	0.42	2.94
0.56	0.41	2.71
0.79	0.53	2.40
0.21	0.13	2.40
0.06	0.01	3.00
0.73	0.59	2.56
0.48	0.38	2.56
0.53	0.37	3.14
0.58	0.43	2.64
0.33	0.20	2.30
0.48	0.35	3.00
0.66	0.45	3.00
0.60	0.45	3.04
0.48	0.37	2.77
0.66	0.51	2.30
0.42	0.31	3.22
0.62	0.47	2.64
0.34	0.25	3.33
0.46	0.33	3.37
0.45	0.32	2.64
0.27	0.16	2.40
1.00	1.00	1.10
0.41	0.30	3.26
0.67	0.48	2.89
0.79	0.62	1.95
-1.00	-1.00	0.69
0.54	0.42	3.26
0.36	0.25	3.30
0.47	0.35	2.77
0.30	0.22	3.26
0.33	0.26	2.71
0.23	0.21	2.56
nan	nan	0.00
0.43	0.24	1.95
0.36	0.28	2.71
0.28	0.18	3.18
0.49	0.32	2.89
0.31	0.22	3.00
0.46	0.32	2.64
0.20	0.00	1.39
0.45	0.33	2.30
0.44	0.30	3.04
0.40	0.27	2.77
0.50	0.36	2.94
0.16	0.09	2.48
0.62	0.49	3.18
0.28	0.15	2.89
0.50	0.33	1.10
0.33	0.21	3.00
0.58	0.38	2.64
0.49	0.36	2.48
0.37	0.27	2.94
0.64	0.43	1.95
0.53	0.37	3.30
0.36	0.24	2.89
0.64	0.47	2.77
0.32	0.24	2.83
-0.40	-0.33	1.39
0.47	0.35	3.26
0.21	0.18	2.89
0.54	0.47	1.79
0.45	0.30	2.64
0.43	0.30	2.77
0.42	0.28	2.20
0.43	0.28	2.77
0.02	0.05	2.71
0.45	0.29	3.22
0.29	0.21	2.08
0.18	0.14	3.18
0.48	0.34	3.43
0.90	0.80	1.61
0.52	0.37	3.40
0.41	0.29	2.30
0.60	0.47	1.79
0.60	0.43	3.22
0.13	0.12	2.48
0.74	0.64	2.48
-0.80	-0.67	1.39
0.65	0.47	2.30
0.20	0.11	2.20
0.38	0.28	2.89
0.30	0.22	3.18
0.80	0.60	1.61
0.25	0.22	2.83
0.60	0.39	3.09
0.37	0.31	2.56
0.47	0.31	3.47
0.35	0.26	3.50
0.60	0.44	2.20
0.47	0.32	3.26
0.50	0.33	1.10
-0.40	-0.33	1.39
0.38	0.27	3.26
0.65	0.49	2.71
0.73	0.52	2.71
0.71	0.52	2.64
0.36	0.25	3.18
0.54	0.38	3.18
0.47	0.33	2.20
0.27	0.22	2.20
0.67	0.48	3.18
0.71	0.52	1.95
0.52	0.37	3.00
0.46	0.31	3.30
0.27	0.21	2.56
0.73	0.56	2.20
0.62	0.45	3.56
0.64	0.48	2.48
0.28	0.21	2.56
0.49	0.33	1.79
0.58	0.43	3.04
1.00	1.00	0.69
0.00	0.00	1.39
0.46	0.31	2.56
0.42	0.27	3.22
0.38	0.28	3.18
0.63	0.45	2.40
0.40	0.29	3.26
1.00	1.00	1.10
0.46	0.35	2.77
0.50	0.33	2.20
0.33	0.22	3.40
1.00	1.00	1.10
-0.37	-0.07	1.79
0.72	0.54	2.71
0.20	0.15	2.89
0.25	0.09	2.40
0.35	0.22	3.33
0.85	0.78	2.30
-1.00	-1.00	0.69
0.59	0.38	2.40
0.53	0.36	2.64
0.52	0.41	2.64
0.33	0.22	3.43
0.64	0.46	3.18
0.45	0.32	3.56
0.60	0.40	1.61
0.46	0.27	3.64
0.80	0.67	1.39
0.60	0.40	1.61
0.65	0.45	3.14
0.44	0.29	2.30
0.80	0.67	1.39
-0.10	0.00	1.61
0.51	0.36	3.04
0.80	0.67	1.39
0.66	0.49	3.09
0.62	0.49	2.64
0.64	0.57	2.08
0.71	0.57	2.08
0.83	0.67	2.20
0.66	0.48	3.22
0.38	0.28	2.89
0.67	0.47	2.83
1.00	1.00	1.10
0.26	0.20	2.71
0.66	0.49	3.00
0.31	0.20	2.71
0.70	0.54	2.94
0.39	0.33	2.71
0.50	0.33	1.10
-0.50	-0.33	1.10
0.43	0.33	1.95
0.37	0.26	2.83
0.60	0.35	2.71
0.23	0.17	2.20
0.50	0.33	1.10
0.27	0.21	2.64
0.50	0.33	1.10
0.39	0.31	3.00
-0.21	-0.14	1.95
0.31	0.20	1.79
0.23	0.13	3.33
0.48	0.30	3.14
0.59	0.42	2.30
0.37	0.23	2.56
0.22	0.14	2.64
1.00	1.00	1.10
0.25	0.18	3.26
0.80	0.67	1.39
0.35	0.26	3.04
0.48	0.32	2.89
0.65	0.47	2.71
0.53	0.36	2.64
0.50	0.33	1.10
0.73	0.55	2.48
1.00	1.00	0.69
1.00	1.00	1.10
0.43	0.27	3.22
0.82	0.65	2.64
0.36	0.27	2.77
0.75	0.52	2.71
0.40	0.27	2.77
0.78	0.64	2.30
0.70	0.60	1.61
0.62	0.43	2.08
0.66	0.48	3.00
0.48	0.28	3.18
-1.00	-1.00	0.69
0.78	0.58	2.48
0.30	0.27	2.64
0.72	0.54	3.09
0.55	0.38	3.00
0.33	0.25	2.89
0.47	0.32	3.56
0.50	0.43	2.08
0.55	0.38	3.47
0.22	0.16	2.89
1.00	1.00	0.69
0.15	0.10	3.22
0.38	0.25	2.89
0.76	0.60	2.30
-0.12	0.00	2.08
0.20	0.14	2.71
0.17	0.12	3.18
0.50	0.35	2.71
0.30	0.23	3.30
0.59	0.39	3.14
0.31	0.24	3.61
0.73	0.51	3.22
0.54	0.38	3.50
0.37	0.24	2.30
0.05	0.06	3.09
0.04	0.02	2.40
0.48	0.34	3.47
0.36	0.26	3.58
0.45	0.27	2.40
0.42	0.30	3.87
0.38	0.26	2.94
0.12	0.13	2.40
0.70	0.51	3.14
-0.04	-0.05	3.22
0.30	0.20	2.77
0.37	0.20	2.30
0.51	0.40	3.47
0.30	0.22	2.71
0.31	0.22	2.83
0.15	0.09	3.97
0.58	0.44	2.20
0.38	0.26	3.43
0.27	0.20	2.94
0.28	0.19	3.30
0.03	-0.01	2.64
0.48	0.36	2.08
0.11	0.05	2.40
0.37	0.20	2.71
0.49	0.33	3.43
-0.40	-0.36	2.08
0.39	0.28	2.83
0.61	0.47	3.22
0.37	0.23	2.77
0.29	0.21	2.08
0.34	0.25	3.14
0.72	0.53	3.30
0.27	0.18	3.00
0.30	0.21	3.30
0.43	0.32	2.89
0.62	0.46	3.26
0.55	0.36	2.08
0.03	0.00	2.20
0.56	0.47	2.64
0.18	0.12	3.00
0.42	0.26	2.56
0.82	0.65	2.64
0.51	0.34	3.00
-0.39	-0.24	1.95
0.52	0.37	4.13
0.05	0.01	3.58
0.57	0.40	3.33
0.75	0.58	2.48
0.41	0.27	3.87
0.12	0.07	2.08
0.68	0.48	3.76
0.61	0.42	2.48
-0.03	0.07	1.79
0.58	0.42	4.01
-0.50	-0.40	1.61
0.12	0.10	2.64
0.54	0.41	3.09
0.39	0.28	3.18
0.09	0.06	2.83
0.36	0.26	3.00
0.15	0.09	2.40
0.52	0.40	2.77
0.43	0.33	1.79
0.31	0.22	3.30
0.12	0.06	3.30
0.40	0.33	2.20
