Spearman	Kendall	MutualInformation
0.46	0.28	3.09
0.26	0.18	3.09
0.56	0.45	2.77
0.90	0.80	1.61
0.37	0.31	2.56
0.69	0.53	2.77
0.20	0.15	2.48
0.46	0.31	2.40
0.36	0.28	3.00
0.05	0.02	2.89
0.93	0.81	1.95
0.29	0.14	1.95
-0.33	-0.29	2.08
1.00	1.00	0.69
0.65	0.49	2.94
-0.20	-0.20	1.61
0.16	0.14	3.00
0.03	-0.07	1.79
0.71	0.53	2.77
0.14	0.07	1.79
-0.07	0.00	2.48
0.57	0.43	2.08
0.40	0.22	2.20
0.68	0.51	3.04
0.14	0.24	1.95
0.08	0.16	2.30
-0.43	-0.33	1.79
0.40	0.36	2.08
0.90	0.80	1.61
0.58	0.41	2.56
0.05	0.06	2.20
1.00	1.00	0.69
0.11	0.07	2.83
1.00	1.00	1.10
0.77	0.60	1.79
0.40	0.28	2.20
0.89	0.73	1.79
-0.19	-0.13	2.40
0.51	0.41	2.83
-0.05	-0.05	2.40
0.54	0.43	1.95
0.60	0.42	2.48
0.31	0.20	1.79
0.49	0.33	1.79
0.05	0.03	3.37
0.49	0.36	3.14
0.50	0.33	1.10
0.27	0.22	3.18
0.35	0.24	3.43
0.39	0.28	2.56
0.47	0.35	2.40
0.16	0.07	2.77
-0.26	-0.21	2.08
0.82	0.62	1.95
0.25	0.18	2.56
0.44	0.33	3.09
0.27	0.20	2.30
0.53	0.36	2.64
0.25	0.17	3.69
0.29	0.20	3.43
0.62	0.45	3.37
0.64	0.45	2.71
0.33	0.26	2.94
0.54	0.36	3.18
0.13	0.10	2.64
0.07	0.08	2.56
0.53	0.38	3.18
0.00	0.00	2.20
0.49	0.36	3.14
0.55	0.42	2.48
0.58	0.38	2.56
0.16	0.11	3.58
0.59	0.41	3.08
0.72	0.52	2.71
0.28	0.20	2.77
0.56	0.37	3.00
1.00	1.00	1.39
0.24	0.12	2.64
0.14	0.10	3.26
0.94	0.87	1.79
-0.01	0.02	2.30
0.38	0.29	2.08
0.08	0.04	2.94
0.51	0.35	3.04
-0.40	-0.33	1.39
0.22	0.16	3.14
0.29	0.20	2.94
0.39	0.24	2.71
0.78	0.60	2.40
0.06	0.13	2.40
-0.06	-0.08	3.00
0.81	0.62	2.56
0.27	0.18	3.30
0.44	0.31	2.71
0.53	0.38	2.56
0.54	0.38	3.14
0.10	0.05	2.64
0.44	0.29	2.30
0.57	0.39	3.00
0.65	0.52	3.00
0.47	0.34	3.04
0.11	0.05	2.77
0.31	0.20	2.30
0.26	0.16	3.22
0.31	0.21	2.64
0.23	0.17	3.33
0.48	0.33	3.37
0.58	0.38	2.56
-0.30	-0.22	2.20
0.47	0.32	2.64
-0.02	0.05	2.40
-0.50	-0.33	1.10
0.34	0.22	3.26
0.61	0.38	2.56
0.00	0.01	2.89
0.36	0.24	1.95
1.00	1.00	1.10
1.00	1.00	0.69
0.25	0.19	3.26
0.38	0.27	3.30
0.32	0.23	2.77
0.23	0.18	3.26
0.00	0.01	2.71
0.52	0.39	3.22
0.43	0.36	2.56
nan	nan	0.00
0.46	0.33	1.95
0.07	0.05	2.71
-0.30	-0.20	1.61
0.37	0.25	3.22
0.45	0.35	2.89
0.60	0.43	3.00
0.50	0.38	2.64
0.40	0.33	1.39
0.18	0.13	3.04
0.26	0.19	2.94
0.29	0.24	2.48
0.56	0.41	3.18
0.03	0.03	2.64
0.30	0.22	2.89
1.00	1.00	1.10
0.43	0.27	3.00
0.09	0.08	2.64
0.15	0.03	2.48
0.27	0.19	2.94
0.14	0.24	1.95
0.42	0.27	3.30
0.15	0.13	2.40
0.22	0.19	2.89
0.24	0.21	2.08
0.59	0.45	2.77
0.32	0.22	2.77
0.44	0.29	2.83
0.40	0.33	1.39
0.47	0.32	3.26
0.24	0.12	2.89
0.14	0.07	1.79
0.38	0.27	2.64
0.80	0.62	2.77
-0.12	-0.11	2.20
0.10	0.07	2.77
0.32	0.24	2.89
0.25	0.18	2.77
0.31	0.22	2.71
0.75	0.62	2.56
0.70	0.51	3.22
0.14	0.07	2.08
-0.06	-0.04	3.18
0.46	0.34	3.43
0.70	0.60	1.61
0.12	0.07	2.30
0.71	0.60	1.79
0.36	0.27	3.22
0.24	0.15	2.48
0.18	0.12	2.48
-0.80	-0.67	1.39
0.43	0.24	2.30
0.37	0.22	2.20
0.03	0.05	2.89
-0.12	-0.10	3.18
0.45	0.28	3.14
0.10	0.00	1.61
-0.11	-0.06	2.83
0.57	0.41	3.09
0.26	0.18	2.56
0.19	0.13	3.47
0.40	0.31	3.50
0.22	0.17	2.20
-0.50	-0.33	1.10
-0.80	-0.67	1.39
0.28	0.18	3.26
0.55	0.43	2.71
0.51	0.33	2.71
0.20	0.19	2.64
0.66	0.46	3.04
0.38	0.25	3.18
0.35	0.20	3.18
0.20	0.11	2.20
-0.35	-0.28	2.20
0.30	0.20	3.18
0.68	0.52	1.95
0.69	0.54	3.00
0.55	0.40	3.30
0.23	0.13	3.14
-0.14	-0.13	2.56
0.12	-0.06	2.20
1.00	1.00	1.39
0.25	0.18	3.56
0.16	0.15	2.48
0.41	0.27	3.71
0.36	0.23	3.00
0.34	0.26	2.56
0.54	0.47	1.79
0.50	0.34	3.04
1.00	1.00	0.69
-0.80	-0.67	1.39
0.61	0.49	2.56
0.39	0.29	3.22
0.04	-0.04	3.18
