Spearman	Kendall	MutualInformation
0.42	0.34	3.09
0.36	0.26	3.09
0.46	0.30	2.77
0.50	0.40	1.61
0.51	0.41	2.56
0.79	0.62	2.77
0.15	0.06	2.48
0.57	0.45	2.40
0.38	0.28	3.00
-0.01	-0.01	2.89
0.86	0.71	1.95
0.29	0.24	1.95
0.83	0.64	2.08
1.00	1.00	0.69
0.24	0.18	2.94
0.50	0.40	1.61
0.38	0.27	3.00
-0.26	-0.20	1.79
0.75	0.60	2.77
0.71	0.47	1.79
0.03	-0.03	2.48
0.19	0.14	2.08
0.23	0.17	2.20
0.47	0.32	3.04
0.04	0.14	1.95
0.60	0.42	2.30
0.94	0.87	1.79
0.14	0.00	2.08
0.70	0.60	1.61
0.26	0.26	2.56
0.17	0.11	2.20
1.00	1.00	0.69
0.25	0.15	2.83
1.00	1.00	1.10
0.77	0.60	1.79
0.48	0.39	2.20
0.60	0.47	1.79
-0.03	-0.05	2.40
0.46	0.35	2.83
0.54	0.31	2.40
0.39	0.24	1.95
0.64	0.48	2.48
-0.03	-0.07	1.79
0.26	0.20	1.79
0.39	0.28	3.37
0.43	0.35	3.14
0.50	0.33	1.10
0.38	0.27	3.18
0.48	0.34	3.43
0.11	0.10	2.56
0.45	0.35	2.40
0.15	0.10	2.77
-0.24	-0.14	2.08
-0.04	-0.05	1.95
0.43	0.33	2.56
0.11	0.06	3.09
0.68	0.47	2.30
0.41	0.36	2.64
0.08	0.05	3.69
0.34	0.24	3.43
0.51	0.38	3.37
0.69	0.54	2.71
0.09	0.11	2.94
0.47	0.33	3.18
0.55	0.43	2.64
0.08	0.05	2.56
0.35	0.23	3.18
0.20	0.11	2.20
0.44	0.31	3.14
0.52	0.36	2.48
0.46	0.33	2.56
0.41	0.27	3.58
0.47	0.31	3.08
0.47	0.33	2.71
0.09	0.07	2.77
0.10	0.06	3.00
0.80	0.67	1.39
0.46	0.34	2.64
0.10	0.08	3.26
0.37	0.33	1.79
0.26	0.16	2.30
0.10	0.07	2.08
0.20	0.11	2.94
0.59	0.41	3.04
-0.40	-0.33	1.39
0.28	0.22	3.14
0.60	0.44	2.94
0.39	0.31	2.71
0.60	0.45	2.40
0.70	0.53	2.40
0.12	0.05	3.00
0.47	0.36	2.56
0.41	0.30	3.30
0.46	0.30	2.71
0.66	0.51	2.56
0.46	0.31	3.14
-0.19	-0.12	2.64
0.21	0.11	2.30
0.38	0.28	3.00
0.61	0.46	3.00
0.57	0.42	3.04
0.35	0.27	2.77
0.44	0.24	2.30
0.40	0.21	3.22
0.05	0.05	2.64
0.32	0.22	3.33
0.45	0.32	3.37
0.36	0.26	2.56
-0.08	-0.06	2.20
0.82	0.58	2.64
-0.13	-0.16	2.40
0.50	0.33	1.10
0.64	0.51	3.26
0.69	0.46	2.56
-0.10	-0.03	2.89
0.32	0.24	1.95
1.00	1.00	1.10
1.00	1.00	0.69
0.75	0.55	3.26
0.43	0.32	3.30
0.18	0.15	2.77
0.48	0.32	3.26
0.01	0.05	2.71
0.41	0.29	3.22
0.55	0.41	2.56
nan	nan	0.00
0.14	0.14	1.95
-0.34	-0.14	2.71
0.30	0.20	1.61
0.45	0.33	3.22
0.56	0.41	2.89
0.23	0.17	3.00
0.35	0.25	2.64
0.20	0.00	1.39
0.43	0.28	3.04
0.27	0.22	2.94
-0.05	-0.06	2.48
0.61	0.43	3.18
0.60	0.43	2.64
0.40	0.27	2.89
0.50	0.33	1.10
0.24	0.12	3.00
0.21	0.21	2.64
0.52	0.36	2.48
0.24	0.15	2.94
0.54	0.43	1.95
0.55	0.37	3.30
0.64	0.42	2.40
0.27	0.19	2.89
0.12	0.07	2.08
0.46	0.32	2.77
0.37	0.25	2.77
0.62	0.47	2.83
0.40	0.33	1.39
0.22	0.17	3.26
0.02	0.02	2.89
0.54	0.47	1.79
0.24	0.19	2.64
0.51	0.33	2.77
0.28	0.17	2.20
0.29	0.18	2.77
