Spearman	Kendall	MutualInformation
0.12	0.07	3.09
-0.03	0.00	2.77
0.13	0.13	2.56
0.45	0.31	2.40
0.32	0.21	3.00
0.00	-0.01	2.89
0.93	0.81	1.95
0.21	0.14	1.95
0.17	0.21	2.08
1.00	1.00	0.69
0.42	0.32	2.94
0.60	0.40	1.61
-0.05	-0.02	3.00
-0.77	-0.60	1.79
0.09	0.07	1.79
0.14	0.09	2.48
0.36	0.21	2.08
0.32	0.17	2.20
0.36	0.27	3.04
0.25	0.14	1.95
-0.09	-0.07	1.79
0.24	0.29	2.08
0.90	0.80	1.61
-0.13	-0.05	2.56
-0.43	-0.33	2.20
0.44	0.31	2.83
0.54	0.47	1.79
0.80	0.61	2.20
-0.14	-0.07	1.79
-0.07	-0.02	2.40
0.55	0.41	2.83
0.14	0.24	1.95
0.67	0.52	2.48
-0.09	0.07	1.79
0.49	0.33	1.79
0.51	0.34	3.14
0.50	0.33	1.10
0.14	0.11	3.18
0.28	0.20	3.43
0.48	0.31	2.40
0.46	0.30	2.77
0.05	0.14	2.08
0.11	0.14	1.95
0.40	0.23	2.56
0.17	0.13	3.09
0.66	0.51	2.30
0.44	0.34	2.64
0.53	0.38	3.33
0.24	0.16	3.69
0.27	0.19	3.43
0.44	0.35	2.71
0.22	0.13	2.94
0.60	0.44	3.18
0.12	0.05	2.56
0.31	0.21	3.18
0.05	0.11	2.20
0.11	0.06	3.14
0.26	0.33	2.48
0.09	0.08	2.56
0.24	0.19	3.58
0.42	0.31	2.71
0.12	0.07	2.77
0.53	0.41	3.00
0.80	0.67	1.39
0.20	0.16	3.26
0.54	0.47	1.79
0.32	0.20	2.30
-0.45	-0.43	2.08
0.07	0.04	2.94
-0.40	-0.33	1.39
0.03	0.01	3.14
0.14	0.13	2.94
0.29	0.20	2.71
0.57	0.42	2.40
0.35	0.27	2.40
0.17	0.12	3.00
0.64	0.49	2.56
0.51	0.38	2.56
0.43	0.32	3.14
0.50	0.41	2.64
0.47	0.33	2.30
0.42	0.29	3.00
0.49	0.36	3.00
0.61	0.44	3.04
0.24	0.20	2.77
0.10	0.02	2.30
0.44	0.30	3.22
0.16	0.14	2.64
0.19	0.14	3.33
0.51	0.37	3.37
0.50	0.38	2.64
-0.30	-0.24	2.40
-0.50	-0.33	1.10
0.23	0.16	3.26
-0.42	-0.27	2.89
0.36	0.33	1.95
1.00	1.00	0.69
0.16	0.13	3.20
0.42	0.31	3.30
0.42	0.33	2.77
0.28	0.21	3.26
-0.12	-0.10	2.71
0.66	0.51	2.56
nan	nan	0.00
0.36	0.33	1.95
-0.10	-0.05	2.71
0.33	0.22	3.18
0.51	0.35	2.89
0.55	0.41	3.00
0.36	0.27	2.64
1.00	1.00	1.39
0.38	0.24	2.30
0.61	0.46	3.04
0.55	0.42	2.77
0.13	0.11	2.94
0.16	0.06	2.48
0.20	0.12	3.18
0.40	0.29	2.89
0.50	0.33	1.10
-0.30	-0.20	3.00
-0.12	-0.10	2.64
0.29	0.18	2.48
0.01	0.03	2.94
0.54	0.43	1.95
0.39	0.26	3.30
0.02	0.02	2.89
0.26	0.20	2.77
0.41	0.28	2.83
-0.40	-0.33	1.39
0.30	0.22	3.26
-0.08	-0.05	2.89
0.09	0.07	1.79
0.15	0.10	2.64
0.67	0.52	2.77
0.05	0.06	2.20
-0.08	-0.08	2.77
0.06	0.07	2.71
0.31	0.19	3.22
-0.07	-0.07	2.08
-0.23	-0.16	3.18
0.42	0.30	3.43
0.60	0.40	1.61
0.11	0.09	3.40
-0.05	-0.02	2.30
0.26	0.20	1.79
0.18	0.11	3.22
0.14	0.09	2.48
0.13	0.18	2.48
-0.40	-0.33	1.39
0.41	0.24	2.30
0.07	0.00	2.20
0.24	0.10	2.89
-0.01	-0.01	3.18
0.90	0.80	1.61
-0.02	0.00	2.83
0.15	0.09	3.09
0.19	0.15	2.56
0.06	0.05	3.47
0.37	0.27	3.50
0.52	0.39	2.20
0.30	0.21	3.26
0.50	0.33	1.10
-0.80	-0.67	1.39
0.14	0.09	3.26
0.28	0.26	2.71
0.70	0.49	2.71
0.01	0.05	2.64
0.24	0.17	3.18
0.31	0.20	3.18
0.00	-0.11	2.20
-0.13	-0.06	2.20
0.54	0.41	3.18
0.71	0.52	1.95
0.50	0.36	3.00
0.41	0.30	3.30
0.15	0.05	2.56
0.63	0.44	2.20
0.12	0.06	3.56
-0.02	-0.03	2.48
-0.03	0.03	2.56
0.43	0.20	1.79
0.47	0.36	3.04
1.00	1.00	0.69
-0.20	0.00	1.39
0.49	0.36	2.56
0.44	0.29	3.22
0.12	0.09	3.18
-0.03	-0.05	2.40
-0.10	-0.03	3.26
0.50	0.33	1.10
0.10	0.07	2.77
0.50	0.39	2.20
0.18	0.13	3.40
1.00	1.00	1.10
-0.77	-0.60	1.79
0.43	0.33	2.71
-0.22	-0.15	2.89
0.43	0.31	2.40
0.32	0.24	3.33
0.75	0.60	2.30
1.00	1.00	0.69
0.53	0.42	2.40
-0.15	-0.10	2.64
0.10	0.10	2.64
-0.02	-0.02	3.43
0.19	0.14	3.18
0.62	0.44	3.56
0.60	0.40	1.61
0.26	0.18	3.64
0.40	0.33	1.39
0.10	0.00	1.61
0.64	0.44	3.14
0.44	0.33	2.30
-0.20	0.00	1.39
0.40	0.40	1.61
0.28	0.19	3.04
0.80	0.67	1.39
0.26	0.19	3.09
0.54	0.41	2.64
-0.07	-0.14	2.08
-0.05	0.00	2.08
0.80	0.72	2.20
0.37	0.25	3.22
0.38	0.27	2.89
0.31	0.24	2.83
1.00	1.00	1.10
-0.42	-0.33	2.71
0.26	0.20	3.00
-0.03	-0.07	2.71
0.27	0.20	2.94
-0.10	-0.03	2.71
0.50	0.33	1.10
-0.50	-0.33	1.10
0.18	0.14	1.95
0.11	0.09	2.83
0.34	0.20	2.71
0.45	0.33	2.20
1.00	1.00	1.10
-0.16	-0.12	2.64
-0.50	-0.33	1.10
0.15	0.15	3.00
-0.21	-0.14	1.95
0.37	0.33	1.79
0.17	0.12	3.33
0.27	0.18	3.14
0.30	0.20	2.30
0.32	0.18	2.56
0.24	0.19	2.64
1.00	1.00	1.10
0.38	0.28	3.26
1.00	1.00	1.39
0.47	0.32	3.04
0.46	0.32	2.89
0.59	0.39	2.71
0.33	0.25	2.64
-0.50	-0.33	1.10
0.50	0.36	2.48
1.00	1.00	0.69
0.50	0.33	1.10
-0.06	-0.04	3.22
0.56	0.41	2.64
0.18	0.08	2.77
0.12	0.09	2.71
-0.15	-0.05	2.77
0.59	0.47	2.30
0.90	0.80	1.61
0.83	0.71	2.08
0.49	0.31	3.00
0.14	0.09	3.18
-1.00	-1.00	0.69
0.46	0.36	2.48
0.25	0.19	2.64
0.01	0.05	3.09
0.41	0.28	3.00
0.22	0.12	2.89
0.03	0.01	3.56
0.00	0.00	2.08
0.51	0.41	3.47
0.20	0.10	2.89
-1.00	-1.00	0.69
0.48	0.31	3.22
0.14	0.11	2.89
0.02	-0.02	2.30
0.10	0.00	2.08
0.24	0.26	2.71
0.20	0.14	3.18
0.19	0.14	2.71
0.26	0.19	3.30
0.57	0.41	3.14
0.28	0.18	3.61
0.55	0.36	3.22
0.49	0.35	3.50
0.04	-0.07	2.30
0.14	0.09	3.09
0.52	0.35	2.40
0.23	0.14	3.47
0.30	0.22	3.58
0.15	0.09	2.40
0.02	0.03	3.87
0.08	0.05	2.94
0.35	0.27	2.40
0.27	0.19	3.14
0.37	0.31	3.22
0.08	0.07	2.77
-0.04	0.07	2.30
0.11	0.06	3.47
0.31	0.26	2.71
0.28	0.21	2.83
-0.00	-0.00	3.60
0.23	0.22	2.20
0.13	0.08	3.43
0.10	0.05	2.94
0.34	0.21	3.30
0.14	0.12	2.64
-0.45	-0.29	2.08
-0.01	-0.05	2.40
0.09	0.07	2.71
0.27	0.14	3.43
-0.48	-0.36	2.08
-0.13	-0.13	2.83
0.02	0.02	3.22
0.12	0.12	2.77
0.17	0.14	2.08
0.37	0.26	3.14
0.35	0.25	3.30
0.56	0.41	3.00
0.11	0.07	3.30
0.61	0.48	2.89
0.53	0.38	3.26
0.52	0.36	2.08
-0.08	-0.06	2.20
0.57	0.45	2.64
0.60	0.44	3.00
0.25	0.18	2.56
0.43	0.25	2.64
0.08	0.00	3.00
-0.50	-0.33	1.95
0.40	0.32	0.55
-0.06	-0.00	3.58
0.35	0.25	3.33
0.50	0.30	2.48
0.38	0.27	3.87
0.12	0.14	2.08
0.21	0.14	3.76
0.57	0.39	2.48
-0.14	-0.07	1.79
0.37	0.29	1.82
-0.30	-0.20	1.61
0.29	0.19	2.64
0.58	0.38	3.09
0.16	0.12	3.18
0.00	0.01	2.83
0.11	0.08	3.00
0.49	0.35	2.40
-0.18	-0.10	2.77
0.37	0.33	1.79
0.20	0.15	3.30
0.08	0.05	3.30
0.45	0.22	2.20
0.68	0.50	2.20
-0.03	-0.01	2.89
-0.28	-0.11	2.30
0.27	0.23	2.89
0.06	0.08	2.89
-0.01	0.00	2.48
0.39	0.24	2.71
-0.10	-0.05	3.00
-0.00	0.01	2.64
0.57	0.44	3.04
0.24	0.13	2.56
-0.08	-0.03	2.64
0.48	0.32	3.14
-0.11	-0.14	1.95
0.25	0.13	2.40
0.32	0.26	2.71
0.40	0.32	2.89
-0.24	-0.14	2.08
0.20	0.11	3.04
0.51	0.32	2.77
0.53	0.37	3.48
0.27	0.19	2.89
0.05	0.00	2.56
0.14	0.11	3.30
0.51	0.39	2.48
0.40	0.21	2.08
-0.20	-0.07	1.79
0.15	0.09	2.71
0.14	0.06	3.33
0.27	0.17	2.20
0.11	0.08	3.76
-0.11	-0.18	2.83
0.67	0.56	2.71
0.10	0.06	3.26
0.04	-0.03	2.48
0.08	0.10	2.64
0.16	0.11	3.47
-0.07	-0.06	3.33
0.59	0.43	3.40
-0.16	-0.12	3.14
-0.26	-0.15	3.04
0.10	0.07	2.77
0.08	0.05	3.14
0.01	0.01	3.14
0.47	0.33	3.37
0.18	0.17	3.04
0.08	0.01	2.64
0.33	0.22	3.04
0.53	0.39	3.30
0.69	0.55	2.48
0.61	0.47	3.33
0.49	0.35	3.69
0.45	0.36	2.56
0.53	0.41	2.89
0.00	0.04	3.47
0.46	0.31	3.66
0.60	0.42	3.40
0.22	0.18	2.94
0.41	0.30	3.69
0.04	0.01	2.64
0.39	0.32	2.77
0.24	0.17	3.22
0.34	0.21	3.99
0.23	0.15	3.26
0.47	0.32	3.18
0.28	0.19	3.09
-0.30	-0.18	2.77
0.23	0.16	2.40
0.35	0.23	3.43
0.02	-0.01	2.94
0.29	0.24	2.83
0.40	0.30	3.14
0.11	0.08	2.89
0.04	0.05	1.95
0.07	0.06	3.56
0.18	0.10	2.56
0.30	0.21	3.47
0.42	0.29	3.50
0.07	0.07	2.30
0.16	0.15	2.83
0.25	0.15	3.37
0.66	0.47	1.79
0.40	0.25	3.14
0.24	0.16	2.30
0.70	0.60	1.61
-0.07	-0.10	2.56
0.13	0.08	3.58
0.57	0.38	2.56
0.03	0.01	2.64
0.22	0.16	3.33
-0.14	-0.14	2.71
0.85	0.73	2.30
0.18	0.09	3.00
-0.14	-0.09	2.48
0.49	0.33	1.79
