Spearman	Kendall	MutualInformation
0.02	0.05	3.09
-0.22	-0.15	3.09
0.20	0.08	2.77
0.30	0.20	1.61
0.03	0.00	2.56
0.14	0.05	2.77
-0.08	-0.06	2.48
-0.13	-0.13	2.40
0.08	0.07	3.00
-0.11	-0.05	2.89
0.64	0.52	1.95
-0.14	-0.05	1.95
-0.33	-0.21	2.08
1.00	1.00	0.69
-0.19	-0.16	2.94
-0.30	-0.20	1.61
-0.30	-0.21	3.00
0.66	0.47	1.79
0.56	0.38	2.77
-0.03	0.07	1.79
-0.17	-0.15	2.48
0.24	0.07	2.08
-0.28	-0.22	2.20
-0.10	-0.08	3.04
-0.64	-0.43	1.95
-0.27	-0.20	2.30
0.26	0.20	1.79
0.45	0.36	2.08
0.90	0.80	1.61
0.09	0.10	2.56
-0.42	-0.33	2.20
1.00	1.00	0.69
0.11	0.10	2.83
1.00	1.00	1.10
0.43	0.33	1.79
0.10	0.06	2.20
-0.09	-0.07	1.79
-0.11	-0.09	2.40
0.24	0.18	2.83
-0.62	-0.49	2.40
0.54	0.24	1.95
0.27	0.18	2.48
0.03	0.07	1.79
0.03	-0.07	1.79
-0.27	-0.19	3.37
-0.15	-0.11	3.14
-0.50	-0.33	1.10
-0.46	-0.32	3.18
0.24	0.17	3.43
-0.15	-0.13	2.56
-0.41	-0.31	2.40
-0.29	-0.22	2.77
-0.83	-0.71	2.08
-0.32	-0.24	1.95
-0.16	-0.10	2.56
-0.15	-0.12	3.09
0.35	0.29	2.30
0.59	0.49	2.64
0.17	0.11	3.69
-0.18	-0.12	3.43
0.29	0.21	3.37
0.71	0.50	2.71
0.02	-0.02	2.94
-0.03	-0.04	3.18
-0.20	-0.21	2.64
-0.54	-0.36	2.56
-0.18	-0.14	3.18
-0.08	-0.11	2.20
0.16	0.10	3.14
-0.29	-0.21	2.48
-0.07	-0.05	2.56
-0.34	-0.26	3.58
0.05	-0.03	3.08
-0.05	-0.03	2.71
-0.15	-0.13	2.77
-0.11	-0.12	3.00
0.20	0.00	1.39
-0.55	-0.36	2.64
-0.02	0.00	3.26
0.89	0.73	1.79
-0.09	-0.07	2.30
0.43	0.21	2.08
-0.34	-0.26	2.94
0.17	0.12	3.04
-0.20	0.00	1.39
-0.11	-0.08	3.14
-0.20	-0.18	2.94
-0.00	0.03	2.71
-0.14	-0.13	2.40
-0.44	-0.31	2.40
-0.18	-0.11	3.00
