Spearman	Kendall	MutualInformation
-0.16	-0.12	3.09
-0.23	-0.14	3.09
-0.14	-0.07	2.77
0.10	0.00	1.61
0.14	0.10	2.56
0.49	0.33	2.77
0.01	-0.03	2.48
0.02	-0.13	2.40
0.07	0.06	3.00
0.12	0.08	2.89
0.61	0.52	1.95
0.00	-0.05	1.95
-0.31	-0.14	2.08
-1.00	-1.00	0.69
-0.15	-0.09	2.94
-0.10	0.00	1.61
-0.01	-0.09	3.00
0.26	0.07	1.79
0.32	0.20	2.77
0.49	0.33	1.79
-0.24	-0.12	2.48
-0.36	-0.21	2.08
-0.58	-0.44	2.20
0.19	0.13	3.04
0.18	0.14	1.95
-0.32	-0.24	2.30
-0.37	-0.33	1.79
-0.38	-0.14	2.08
0.80	0.60	1.61
-0.41	-0.31	2.56
-0.30	-0.17	2.20
1.00	1.00	0.69
-0.16	-0.16	2.83
1.00	1.00	1.10
0.31	0.20	1.79
0.22	0.11	2.20
-0.54	-0.47	1.79
-0.24	-0.16	2.40
0.14	0.07	2.83
-0.45	-0.38	2.40
-0.29	-0.24	1.95
0.35	0.27	2.48
0.09	0.07	1.79
0.49	0.33	1.79
-0.02	-0.01	3.37
0.14	0.08	3.14
-0.50	-0.33	1.10
-0.13	-0.08	3.18
-0.16	-0.12	3.43
-0.01	0.00	2.56
-0.52	-0.38	2.40
-0.32	-0.22	2.77
-0.64	-0.50	2.08
-0.54	-0.33	1.95
-0.13	-0.03	2.56
-0.38	-0.23	3.09
-0.14	-0.16	2.30
0.22	0.23	2.64
0.11	0.07	3.69
-0.24	-0.14	3.43
0.10	0.06	3.37
0.28	0.18	2.71
0.21	0.15	2.94
-0.01	-0.02	3.18
0.17	0.12	2.64
-0.32	-0.13	2.56
-0.47	-0.35	3.18
-0.17	-0.06	2.20
0.18	0.11	3.14
-0.03	0.00	2.48
0.17	0.13	2.56
-0.36	-0.26	3.58
0.23	0.16	3.08
0.22	0.16	2.71
-0.36	-0.25	2.77
-0.03	-0.02	3.00
0.40	0.33	1.39
-0.51	-0.52	2.64
-0.03	-0.02	3.26
0.89	0.73	1.79
0.05	0.02	2.30
0.00	0.00	2.08
-0.50	-0.38	2.94
0.16	0.11	3.04
-0.80	-0.67	1.39
-0.31	-0.23	3.14
-0.31	-0.24	2.94
-0.11	-0.10	2.71
0.16	0.13	2.40
-0.55	-0.45	2.40
-0.24	-0.14	3.00
-0.04	-0.05	2.56
-0.01	-0.01	3.30
0.14	0.07	2.71
0.41	0.31	2.56
0.26	0.16	3.14
-0.59	-0.49	2.64
0.16	0.07	2.30
-0.30	-0.20	3.00
0.34	0.22	3.00
-0.21	-0.17	3.04
-0.70	-0.48	2.77
-0.12	-0.11	2.30
-0.30	-0.25	3.22
-0.13	-0.12	2.64
-0.13	-0.08	3.33
-0.29	-0.21	3.37
-0.05	-0.05	2.56
-0.40	-0.28	2.20
0.08	0.05	2.64
-0.19	-0.13	2.40
-0.50	-0.33	1.10
-0.24	-0.21	3.26
0.57	0.44	2.56
-0.29	-0.20	2.89
-0.07	-0.05	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.04	0.03	3.26
-0.34	-0.23	3.30
-0.09	-0.05	2.77
-0.10	-0.06	3.26
-0.67	-0.52	2.71
0.12	0.07	3.22
0.05	0.05	2.56
nan	nan	0.00
0.32	0.24	1.95
-0.62	-0.54	2.71
-0.60	-0.40	1.61
-0.00	-0.03	3.22
-0.52	-0.42	2.89
-0.11	-0.11	3.00
-0.09	-0.08	2.64
0.80	0.67	1.39
-0.35	-0.32	3.04
-0.50	-0.36	2.94
-0.03	-0.03	2.48
-0.03	-0.07	3.18
-0.14	-0.12	2.64
-0.18	-0.11	2.89
-0.50	-0.33	1.10
0.18	0.14	3.00
-0.50	-0.38	2.64
-0.29	-0.24	2.48
0.04	-0.01	2.94
-0.79	-0.52	1.95
-0.01	0.02	3.30
0.19	0.13	2.40
-0.67	-0.52	2.89
0.12	0.07	2.08
0.09	0.07	2.77
0.44	0.32	2.77
0.04	0.03	2.83
-0.60	-0.33	1.39
-0.17	-0.10	3.26
-0.27	-0.22	2.89
0.20	0.07	1.79
-0.25	-0.21	2.64
-0.05	-0.02	2.77
-0.63	-0.50	2.20
-0.29	-0.22	2.77
0.12	0.11	2.89
0.00	0.00	2.77
0.14	0.09	2.71
0.32	0.26	2.56
-0.10	-0.06	3.22
-0.69	-0.57	2.08
-0.20	-0.17	3.18
-0.16	-0.12	3.43
-0.70	-0.60	1.61
0.44	0.29	2.30
0.77	0.60	1.79
-0.10	-0.07	3.22
-0.36	-0.24	2.48
-0.15	-0.12	2.48
-0.20	0.00	1.39
0.16	0.11	2.30
0.10	0.11	2.20
-0.46	-0.31	2.89
-0.33	-0.25	3.18
0.08	0.06	3.14
0.30	0.20	1.61
-0.23	-0.19	2.83
-0.36	-0.30	3.09
-0.24	-0.21	2.56
-0.16	-0.10	3.47
-0.11	-0.05	3.50
-0.27	-0.22	2.20
0.50	0.33	1.10
-1.00	-1.00	1.39
-0.16	-0.11	3.26
-0.40	-0.24	2.71
0.10	0.05	2.71
0.23	0.19	2.64
0.29	0.20	3.04
-0.23	-0.17	3.18
-0.00	0.01	3.18
-0.07	0.00	2.20
-0.47	-0.33	2.20
0.04	0.01	3.18
0.25	0.14	1.95
0.17	0.14	3.00
0.16	0.09	3.30
-0.39	-0.32	3.14
-0.48	-0.28	2.56
0.30	0.17	2.20
1.00	1.00	1.39
-0.18	-0.12	3.56
0.36	0.27	2.48
-0.27	-0.17	3.71
-0.19	-0.17	3.00
0.03	0.00	2.56
0.60	0.47	1.79
0.20	0.15	3.04
1.00	1.00	0.69
-1.00	-1.00	1.39
-0.70	-0.49	2.56
0.02	0.01	3.22
0.02	0.00	3.18
-0.26	-0.20	2.40
-0.48	-0.32	3.26
0.04	0.03	2.89
0.50	0.33	1.10
-0.23	-0.18	2.77
0.10	0.07	2.08
-0.02	0.00	2.20
0.24	0.17	3.40
-1.00	-1.00	1.10
-0.14	-0.07	1.79
0.09	0.07	2.71
-0.05	-0.05	2.89
-0.08	-0.05	2.40
-0.13	-0.10	3.33
0.30	0.20	2.30
-1.00	-1.00	0.69
-0.24	-0.24	2.40
-0.51	-0.36	2.64
-0.16	-0.19	2.64
-0.22	-0.15	3.43
0.13	0.10	3.18
0.09	0.06	3.56
0.30	0.20	1.61
-0.23	-0.17	3.64
0.40	0.33	1.39
-0.40	-0.40	1.61
