Spearman	Kendall	MutualInformation
-0.14	-0.08	3.09
0.52	0.35	3.09
0.51	0.35	2.77
0.60	0.40	1.61
0.26	0.18	2.56
0.78	0.58	2.77
0.32	0.21	2.48
0.80	0.64	2.40
0.46	0.32	3.00
0.32	0.20	2.89
0.61	0.52	1.95
0.21	0.24	1.95
0.43	0.29	2.08
1.00	1.00	0.69
0.14	0.09	2.94
0.20	0.20	1.61
0.50	0.38	3.00
-0.09	-0.07	1.79
0.69	0.55	2.77
0.31	0.33	1.79
0.29	0.18	2.48
0.62	0.57	2.08
0.00	-0.11	2.20
0.24	0.17	3.04
0.43	0.33	1.95
0.22	0.20	2.30
0.31	0.20	1.79
0.00	0.00	2.08
0.90	0.80	1.61
0.30	0.26	2.56
0.43	0.22	2.20
1.00	1.00	0.69
0.50	0.32	2.83
0.50	0.33	1.10
0.94	0.87	1.79
-0.17	-0.17	2.20
-0.03	-0.07	1.79
0.15	0.13	2.40
0.71	0.56	2.83
0.76	0.56	2.40
-0.18	-0.14	1.95
0.60	0.45	2.48
0.20	0.20	1.79
-0.14	-0.07	1.79
0.37	0.23	3.32
0.09	0.05	3.14
0.50	0.33	1.10
0.27	0.15	3.18
0.43	0.31	3.39
0.36	0.26	2.56
-0.15	-0.09	2.40
0.44	0.28	2.77
0.45	0.29	2.08
0.04	0.05	1.95
0.31	0.23	2.56
0.04	0.04	3.09
0.62	0.42	2.30
0.33	0.23	2.64
0.31	0.26	0.33
0.42	0.28	3.43
0.57	0.43	3.03
0.57	0.45	2.71
0.26	0.23	2.94
0.32	0.22	3.18
0.69	0.49	2.64
0.03	0.05	2.56
0.38	0.28	3.18
0.03	0.06	2.20
0.19	0.13	3.14
0.38	0.27	2.48
0.40	0.31	2.56
0.54	0.36	3.05
0.35	0.26	3.08
0.37	0.22	2.71
0.11	0.08	2.77
0.26	0.21	3.00
0.80	0.67	1.39
0.56	0.43	2.64
0.19	0.14	3.26
0.37	0.33	1.79
0.31	0.20	2.30
0.55	0.43	2.08
0.40	0.27	2.94
0.45	0.30	3.04
-0.40	-0.33	1.39
0.34	0.26	3.14
0.71	0.50	2.94
0.40	0.26	2.71
0.83	0.60	2.40
0.61	0.38	2.40
0.41	0.26	3.00
0.39	0.26	2.56
0.42	0.30	3.30
0.50	0.35	2.71
0.38	0.26	2.56
0.55	0.37	3.14
0.30	0.19	2.64
0.24	0.20	2.30
0.11	0.07	3.00
0.65	0.47	3.00
0.47	0.33	3.04
0.48	0.35	2.77
0.71	0.51	2.30
0.48	0.32	3.22
-0.09	-0.05	2.64
0.20	0.14	3.33
0.34	0.19	3.37
0.63	0.41	2.56
0.50	0.39	2.20
0.61	0.49	2.64
0.16	0.13	2.40
1.00	1.00	1.10
0.53	0.40	3.26
0.68	0.51	2.56
0.04	-0.01	2.89
0.04	0.05	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.47	0.32	3.26
0.46	0.34	3.30
0.44	0.30	2.77
0.64	0.46	3.26
0.19	0.20	2.71
0.51	0.35	3.22
0.74	0.54	2.56
nan	nan	0.00
-0.21	-0.24	1.95
0.12	0.09	2.71
-0.30	-0.20	1.61
0.55	0.41	3.22
0.49	0.35	2.89
0.15	0.13	3.00
0.19	0.12	2.64
0.40	0.33	1.39
0.63	0.46	3.04
0.20	0.16	2.94
-0.03	0.00	2.48
0.62	0.45	3.18
0.23	0.19	2.64
0.51	0.36	2.89
0.50	0.33	1.10
0.24	0.17	3.00
0.49	0.23	2.64
0.59	0.39	2.48
0.49	0.39	2.94
0.29	0.24	1.95
0.45	0.30	3.30
0.70	0.53	2.40
0.37	0.20	2.89
0.40	0.29	2.08
0.51	0.38	2.77
0.30	0.22	2.77
0.64	0.46	2.83
0.20	0.00	1.39
0.36	0.24	3.26
0.30	0.22	2.89
0.66	0.60	1.79
0.37	0.27	2.64
0.57	0.35	2.77
0.45	0.33	2.20
0.33	0.27	2.77
0.71	0.49	2.89
0.16	0.10	2.77
0.56	0.41	2.71
0.54	0.44	2.56
0.08	0.07	3.22
0.12	0.14	2.08
0.06	0.05	3.18
0.31	0.21	3.43
0.10	0.00	1.61
0.03	0.02	2.30
-0.14	-0.07	1.79
0.71	0.53	3.22
0.34	0.18	2.48
0.67	0.55	2.48
0.40	0.33	1.39
0.67	0.47	2.30
-0.23	-0.22	2.20
0.49	0.31	2.89
0.65	0.47	3.18
0.28	0.18	3.14
-0.20	-0.20	1.61
0.34	0.25	2.83
0.10	0.07	3.09
0.30	0.23	2.56
0.25	0.15	3.47
0.42	0.31	3.00
0.35	0.28	2.20
0.50	0.33	1.10
0.40	0.33	1.39
0.36	0.26	3.26
0.15	0.09	2.71
0.43	0.20	2.71
0.57	0.47	2.64
0.70	0.50	3.04
-0.04	-0.02	3.18
0.19	0.12	3.18
0.60	0.44	2.20
0.40	0.22	2.20
0.48	0.35	3.18
0.68	0.52	1.95
0.42	0.32	3.00
0.27	0.20	2.89
0.34	0.27	3.08
0.23	0.15	2.56
0.50	0.39	2.20
1.00	1.00	1.39
0.13	0.08	2.77
0.29	0.21	2.48
-0.16	-0.13	0.11
0.38	0.28	3.00
0.34	0.28	2.56
0.60	0.47	1.79
0.35	0.22	3.04
-1.00	-1.00	0.69
0.40	0.33	1.39
0.26	0.21	2.56
0.47	0.33	3.22
0.07	0.02	3.18
-0.04	0.02	2.40
0.48	0.32	3.26
0.50	0.35	2.89
1.00	1.00	1.10
0.52	0.40	2.77
0.76	0.57	2.08
0.02	0.06	2.20
0.07	0.08	3.35
0.50	0.33	1.10
0.20	0.07	1.79
0.30	0.22	2.71
0.24	0.17	2.81
0.51	0.31	2.40
0.41	0.29	3.33
0.68	0.51	2.30
1.00	1.00	0.69
0.52	0.38	2.40
0.08	0.10	2.64
0.53	0.32	2.64
0.26	0.18	2.98
0.32	0.22	3.18
0.40	0.30	3.56
0.50	0.40	1.61
0.12	0.10	1.45
0.80	0.67	1.39
0.30	0.20	1.61
0.69	0.50	3.08
0.37	0.29	2.30
0.40	0.33	1.39
0.00	0.00	1.61
0.57	0.39	3.04
1.00	1.00	1.39
0.31	0.20	2.89
0.35	0.25	3.09
0.02	-0.07	2.08
-0.07	-0.07	2.08
0.77	0.61	2.20
0.43	0.30	3.00
0.30	0.19	2.89
0.42	0.28	2.83
0.50	0.33	1.10
0.01	-0.01	2.71
0.66	0.45	3.00
0.17	0.09	2.71
0.71	0.54	2.94
-0.23	-0.14	2.71
0.42	0.29	3.22
0.50	0.33	1.10
0.50	0.33	1.10
0.62	0.47	2.77
0.43	0.24	1.95
-0.12	-0.09	2.83
0.74	0.54	2.56
0.00	-0.01	2.71
0.37	0.28	2.20
1.00	1.00	1.10
-1.00	-1.00	0.69
0.35	0.23	2.64
0.50	0.33	1.10
0.22	0.14	3.00
-0.39	-0.33	1.95
0.54	0.47	1.79
0.27	0.18	3.28
0.26	0.18	3.14
1.00	1.00	1.61
0.29	0.18	2.56
0.06	0.01	2.64
1.00	1.00	1.10
0.30	0.20	3.26
1.00	1.00	1.39
0.09	0.08	3.04
0.66	0.48	2.89
0.66	0.50	2.71
0.14	0.12	2.64
1.00	1.00	1.10
0.72	0.58	2.48
1.00	1.00	0.69
0.69	0.53	2.83
0.67	0.45	2.40
0.50	0.33	1.10
0.19	0.12	3.30
0.23	0.15	3.22
0.61	0.49	2.64
0.36	0.18	2.77
0.29	0.16	2.71
0.13	0.08	2.77
0.56	0.47	2.30
-0.10	0.00	1.61
0.73	0.54	2.64
0.53	0.42	2.40
0.69	0.57	2.08
0.65	0.47	3.00
0.43	0.28	3.18
-1.00	-1.00	0.69
0.49	0.42	2.48
0.73	0.55	2.48
0.25	0.19	2.64
0.20	0.13	3.09
0.41	0.31	2.56
0.28	0.23	3.00
0.33	0.19	3.14
0.31	0.22	2.89
0.23	0.17	3.36
-0.50	-0.36	2.08
1.00	1.00	1.61
0.48	0.35	2.84
0.35	0.25	2.89
1.00	1.00	0.69
0.25	0.15	3.22
0.59	0.44	2.89
0.43	0.38	2.30
0.12	0.14	2.08
0.28	0.18	2.71
0.32	0.22	3.18
0.68	0.52	1.95
0.22	0.16	2.71
0.60	0.42	3.30
0.48	0.34	3.14
0.48	0.33	3.30
0.39	0.27	3.22
0.56	0.40	3.50
-0.01	-0.02	2.30
-0.35	-0.25	3.09
0.47	0.35	2.40
0.35	0.27	2.40
0.43	0.29	3.58
-0.35	-0.27	2.40
0.63	0.49	1.36
0.65	0.45	2.94
0.34	0.27	2.40
0.31	0.21	3.14
0.21	0.15	3.22
0.01	0.02	2.77
-0.15	-0.11	2.30
0.52	0.36	3.29
0.19	0.12	2.71
0.63	0.41	2.83
0.56	0.37	3.89
0.39	0.27	2.48
0.17	0.17	2.20
0.43	0.31	3.43
0.71	0.46	2.94
0.22	0.13	3.30
0.65	0.47	2.64
0.21	0.07	2.08
0.15	0.09	2.40
0.39	0.24	2.71
0.42	0.30	3.43
0.40	0.36	2.08
0.43	0.31	2.83
0.54	0.37	3.22
0.41	0.28	2.77
0.79	0.64	2.08
0.22	0.17	3.14
0.50	0.35	3.00
0.54	0.39	3.30
0.23	0.14	2.89
0.56	0.38	3.26
0.60	0.43	2.08
0.52	0.39	2.20
0.52	0.36	2.64
0.63	0.41	3.08
0.71	0.49	2.56
0.55	0.38	2.64
-0.00	-0.01	3.00
0.16	0.12	3.33
0.75	0.62	1.95
0.30	0.26	2.94
nan	nan	0.00
0.20	0.16	0.11
0.37	0.26	3.33
0.19	0.12	2.48
0.63	0.51	0.68
0.29	0.21	2.08
nan	nan	0.00
0.42	0.30	2.48
-0.77	-0.60	1.79
0.16	0.13	0.09
0.66	0.56	2.40
0.00	0.20	1.61
0.75	0.60	2.64
0.27	0.16	3.09
0.33	0.23	3.18
0.42	0.28	2.83
0.42	0.28	3.00
0.44	0.32	2.83
0.54	0.42	2.40
0.29	0.20	2.77
0.09	0.20	1.79
0.61	0.43	3.30
0.60	0.44	2.20
0.48	0.33	2.20
0.55	0.37	2.89
0.46	0.33	2.77
0.77	0.60	1.79
0.41	0.38	2.30
0.40	0.31	2.89
0.78	0.61	2.89
0.33	0.24	2.48
0.34	0.24	2.71
0.47	0.33	2.20
0.50	0.33	3.00
0.25	0.20	2.71
0.43	0.30	2.64
0.39	0.25	3.33
0.54	0.37	2.89
0.42	0.30	3.26
0.52	0.38	2.64
0.27	0.15	2.56
0.48	0.36	2.64
0.63	0.48	3.14
0.46	0.33	1.95
0.30	0.16	2.40
0.34	0.26	2.71
0.31	0.22	2.89
0.05	-0.07	2.08
0.18	0.15	3.04
0.15	0.10	2.77
0.34	0.23	2.89
0.00	0.03	2.48
0.19	0.14	2.08
0.31	0.20	1.79
0.21	0.14	2.71
0.27	0.22	2.20
0.24	0.17	3.21
0.35	0.24	2.83
0.35	0.26	2.71
0.29	0.14	3.26
0.58	0.41	2.64
0.30	0.19	3.33
0.27	0.19	2.72
0.49	0.36	3.40
0.15	0.08	3.14
0.48	0.34	3.04
0.14	0.10	2.77
0.01	0.01	3.14
0.49	0.34	3.14
0.68	0.50	3.37
0.37	0.27	3.04
0.48	0.34	2.64
0.77	0.62	3.04
0.64	0.46	3.30
0.71	0.52	2.48
0.45	0.31	3.33
0.47	0.36	2.94
0.48	0.39	0.49
0.55	0.36	2.89
0.35	0.25	3.47
0.27	0.17	2.52
0.46	0.31	3.35
0.56	0.36	2.94
0.18	0.12	2.80
0.67	0.52	2.64
-0.19	-0.12	2.77
-0.15	-0.12	0.09
0.26	0.19	3.26
0.32	0.21	3.18
0.51	0.32	3.09
0.45	0.33	2.77
0.40	0.20	2.40
0.28	0.20	3.39
0.39	0.25	2.94
0.29	0.24	2.83
0.24	0.11	2.89
0.89	0.81	1.95
0.47	0.34	1.90
0.64	0.44	2.56
0.29	0.18	2.71
0.19	0.15	3.47
0.43	0.29	3.50
0.43	0.33	2.30
0.54	0.35	2.94
0.58	0.41	3.37
1.00	1.00	1.79
0.29	0.21	3.14
0.44	0.33	2.30
-0.10	0.00	1.61
0.21	0.13	2.56
0.55	0.45	2.40
0.61	0.47	2.64
0.46	0.32	3.33
0.38	0.24	2.71
0.32	0.29	2.30
0.43	0.28	3.00
0.69	0.56	2.56
0.34	0.21	2.48
0.09	0.20	1.79
0.23	0.19	0.20
0.40	0.28	3.00
0.20	0.16	1.35
0.49	0.36	2.94
0.19	0.13	2.83
0.54	0.38	2.56
0.18	0.12	3.09
0.63	0.50	2.83
0.51	0.35	3.22
0.45	0.30	2.71
0.23	0.18	2.83
0.02	-0.11	2.20
0.32	0.27	2.77
0.22	0.17	2.77
0.64	0.46	3.43
0.32	0.21	3.22
0.56	0.42	2.89
0.49	0.35	2.89
0.42	0.26	2.56
0.34	0.28	2.77
0.24	0.17	3.09
0.27	0.20	3.30
0.24	0.16	3.30
0.30	0.30	2.64
0.27	0.15	3.47
-0.05	0.00	2.20
0.34	0.23	3.00
0.38	0.26	2.56
0.76	0.58	3.47
0.33	0.22	3.00
nan	nan	0.00
-0.20	-0.13	2.40
-0.09	-0.07	1.79
0.63	0.46	3.33
0.27	0.19	3.18
0.43	0.29	3.09
0.57	0.44	2.89
0.61	0.51	2.56
0.33	0.19	3.22
0.33	0.21	2.64
0.20	0.20	1.79
0.60	0.47	1.79
0.58	0.43	3.22
0.40	0.27	3.22
0.59	0.45	2.64
0.60	0.42	3.30
0.32	0.20	2.30
0.51	0.33	3.00
0.19	0.14	2.08
0.17	0.12	2.71
0.61	0.47	2.30
0.02	0.00	2.56
0.06	0.05	2.71
0.58	0.43	3.00
-0.14	-0.12	2.48
0.49	0.43	2.83
0.27	0.18	3.00
0.42	0.29	3.28
0.31	0.26	2.56
0.42	0.36	2.48
0.45	0.37	1.64
0.47	0.37	2.89
0.37	0.26	3.50
0.14	0.06	2.48
0.36	0.28	3.33
0.52	0.38	2.14
0.28	0.21	3.22
0.27	0.19	3.26
0.31	0.23	3.09
0.48	0.33	3.50
0.50	0.37	3.40
0.12	0.09	2.48
0.52	0.38	2.56
0.36	0.27	2.48
0.25	0.22	2.83
0.59	0.35	2.40
0.71	0.47	1.79
0.22	0.17	3.00
0.47	0.33	3.45
0.72	0.56	2.64
0.27	0.18	2.56
0.42	0.29	3.43
0.41	0.29	3.26
0.34	0.26	2.71
0.27	0.17	2.20
0.35	0.28	3.04
0.51	0.35	3.22
0.13	0.07	2.83
0.61	0.44	2.83
0.36	0.26	3.30
0.64	0.52	2.64
0.27	0.20	2.30
0.53	0.35	2.71
0.59	0.43	2.64
-0.66	-0.47	1.79
0.37	0.17	2.20
0.18	0.10	3.09
-0.30	-0.17	2.20
0.59	0.41	2.56
0.73	0.61	2.20
0.62	0.43	2.83
0.60	0.42	2.48
0.47	0.35	2.83
0.75	0.67	2.20
1.00	1.00	0.69
0.36	0.25	3.09
-0.08	-0.06	2.20
