Spearman	Kendall	MutualInformation
-0.32	-0.25	3.09
0.07	0.03	3.09
0.17	0.05	2.77
0.30	0.20	1.61
-0.13	-0.08	2.56
0.58	0.42	2.77
-0.09	-0.09	2.48
0.56	0.45	2.40
0.22	0.14	3.00
0.05	0.03	2.89
0.46	0.33	1.95
0.21	0.14	1.95
-0.33	-0.14	2.08
-1.00	-1.00	0.69
-0.14	-0.09	2.94
-0.50	-0.20	1.61
0.04	0.02	3.00
-0.77	-0.60	1.79
0.28	0.20	2.77
0.09	0.07	1.79
-0.33	-0.18	2.48
-0.02	0.00	2.08
-0.45	-0.33	2.20
0.02	-0.01	3.04
0.18	0.14	1.95
-0.07	-0.07	2.30
-0.03	0.07	1.79
-0.57	-0.43	2.08
0.80	0.60	1.61
-0.16	-0.13	2.56
0.33	0.17	2.20
1.00	1.00	0.69
-0.09	-0.06	2.83
0.50	0.33	1.10
0.54	0.47	1.79
-0.05	-0.22	2.20
-0.03	-0.07	1.79
0.18	0.09	2.40
0.44	0.32	2.83
0.80	0.60	2.40
-0.25	-0.24	1.95
0.34	0.27	2.48
0.14	0.07	1.79
-0.94	-0.87	1.79
-0.03	-0.03	3.37
-0.02	0.00	3.14
-0.50	-0.33	1.10
0.05	0.00	3.18
0.00	-0.02	3.43
0.17	0.13	2.56
-0.80	-0.60	2.40
-0.03	-0.03	2.77
-0.24	-0.21	2.08
-0.61	-0.52	1.95
0.20	0.15	2.56
-0.33	-0.20	3.09
0.72	0.47	2.30
0.12	0.12	2.64
0.20	0.13	3.69
0.04	0.02	3.43
0.19	0.14	3.37
0.33	0.22	2.71
0.20	0.16	2.94
-0.09	-0.08	3.18
0.46	0.34	2.64
-0.37	-0.31	2.56
0.06	0.04	3.18
-0.62	-0.39	2.20
-0.04	0.04	3.14
-0.15	-0.09	2.48
0.43	0.28	2.56
0.25	0.17	3.58
0.07	0.08	3.08
-0.24	-0.20	2.71
-0.08	-0.05	2.77
0.34	0.28	3.00
0.80	0.67	1.39
0.17	0.12	2.64
0.25	0.15	3.26
-0.09	-0.20	1.79
-0.09	-0.11	2.30
0.50	0.36	2.08
-0.22	-0.16	2.94
0.31	0.19	3.04
-0.80	-0.67	1.39
0.07	0.06	3.14
0.19	0.17	2.94
0.22	0.18	2.71
0.16	0.16	2.40
0.35	0.20	2.40
0.06	0.02	3.00
0.21	0.10	2.56
0.04	0.01	3.30
0.34	0.22	2.71
0.02	-0.05	2.56
0.33	0.23	3.14
-0.07	-0.01	2.64
-0.48	-0.42	2.30
-0.37	-0.29	3.00
0.26	0.13	3.00
-0.17	-0.10	3.04
0.01	0.00	2.77
-0.15	-0.11	2.30
0.24	0.12	3.22
-0.24	-0.16	2.64
-0.04	-0.04	3.33
-0.12	-0.07	3.37
-0.03	-0.05	2.56
-0.22	-0.11	2.20
0.02	-0.01	2.64
-0.27	-0.20	2.40
-0.50	-0.33	1.10
0.14	0.10	3.26
0.65	0.44	2.56
-0.32	-0.25	2.89
0.00	0.05	1.95
1.00	1.00	1.10
-1.00	-1.00	0.69
0.14	0.10	3.26
-0.33	-0.17	3.30
0.10	0.07	2.77
0.10	0.08	3.26
-0.25	-0.18	2.71
0.23	0.17	3.22
0.38	0.28	2.56
nan	nan	0.00
-0.21	-0.14	1.95
-0.32	-0.26	2.71
-0.10	0.00	1.61
0.28	0.23	3.22
-0.16	-0.14	2.89
-0.11	-0.08	3.00
-0.10	-0.10	2.64
0.80	0.67	1.39
0.06	0.04	3.04
-0.25	-0.18	2.94
-0.59	-0.45	2.48
0.38	0.25	3.18
0.20	0.14	2.64
-0.14	-0.11	2.89
-0.50	-0.33	1.10
-0.49	-0.29	3.00
0.05	-0.01	2.64
-0.11	0.00	2.48
0.35	0.25	2.94
-0.25	0.05	1.95
0.15	0.09	3.30
0.63	0.45	2.40
-0.18	-0.12	2.89
0.26	0.21	2.08
0.37	0.25	2.77
0.45	0.30	2.77
0.42	0.26	2.83
-0.60	-0.33	1.39
-0.05	0.00	3.26
0.07	0.06	2.89
0.14	0.07	1.79
-0.35	-0.23	2.64
0.16	0.12	2.77
-0.02	-0.06	2.20
-0.21	-0.17	2.77
0.03	0.02	2.89
0.03	0.02	2.77
0.21	0.18	2.71
0.35	0.21	2.56
-0.16	-0.12	3.22
-0.57	-0.43	2.08
-0.24	-0.17	3.18
0.04	0.02	3.43
-0.90	-0.80	1.61
-0.07	-0.02	2.30
-0.03	-0.07	1.79
0.06	0.04	3.22
0.03	0.03	2.48
0.20	0.12	2.48
-0.20	0.00	1.39
0.19	0.20	2.30
-0.17	-0.17	2.20
-0.02	-0.03	2.89
0.27	0.17	3.18
-0.01	-0.02	3.14
-0.70	-0.60	1.61
0.35	0.26	2.83
-0.31	-0.23	3.09
0.14	0.13	2.56
0.04	0.02	3.47
-0.23	-0.16	3.50
-0.08	-0.06	2.20
0.50	0.33	1.10
0.60	0.33	1.39
0.04	0.02	3.26
-0.24	-0.16	2.71
0.11	0.09	2.71
0.22	0.16	2.64
0.48	0.28	3.04
