Spearman	Kendall	MutualInformation
-0.06	-0.06	3.09
0.35	0.27	3.09
0.39	0.28	2.77
0.60	0.40	1.61
0.30	0.21	2.56
0.72	0.52	2.77
0.49	0.36	2.48
0.55	0.42	2.40
0.28	0.18	3.00
0.27	0.19	2.89
0.86	0.71	1.95
0.14	0.14	1.95
0.50	0.36	2.08
1.00	1.00	0.69
0.10	0.06	2.94
0.70	0.60	1.61
0.35	0.26	3.00
-0.54	-0.47	1.79
0.62	0.50	2.77
0.26	0.20	1.79
0.24	0.12	2.48
0.57	0.43	2.08
-0.05	-0.17	2.20
0.41	0.30	3.04
0.43	0.33	1.95
0.05	0.11	2.30
0.77	0.60	1.79
-0.14	-0.07	2.08
0.90	0.80	1.61
0.16	0.18	2.56
0.52	0.28	2.20
1.00	1.00	0.69
0.39	0.28	2.83
0.50	0.33	1.10
0.94	0.87	1.79
0.32	0.28	2.20
0.26	0.20	1.79
0.43	0.27	2.40
0.57	0.50	2.83
0.78	0.64	2.40
0.00	0.05	1.95
0.64	0.48	2.48
0.43	0.33	1.79
-0.20	-0.07	1.79
0.23	0.12	3.37
0.46	0.32	3.14
0.50	0.33	1.10
0.42	0.28	3.18
0.16	0.11	3.39
0.45	0.28	2.56
-0.05	-0.09	2.40
0.41	0.28	2.77
-0.43	-0.29	2.08
0.25	0.14	1.95
0.45	0.28	2.56
-0.16	-0.12	3.09
0.71	0.51	2.30
0.33	0.21	2.64
0.16	0.11	3.65
0.52	0.34	3.43
0.43	0.33	3.37
0.56	0.39	2.71
0.24	0.24	2.94
0.31	0.20	3.18
0.60	0.41	2.64
0.00	0.03	2.56
0.53	0.37	3.18
-0.10	-0.06	2.20
0.14	0.12	3.14
0.50	0.30	2.48
0.25	0.21	2.56
0.52	0.35	3.58
0.33	0.25	3.08
0.39	0.22	2.71
0.25	0.22	2.77
0.31	0.24	3.00
0.80	0.67	1.39
0.51	0.36	2.64
0.20	0.14	3.26
0.37	0.33	1.79
0.43	0.29	2.30
0.60	0.43	2.08
0.37	0.27	2.94
0.43	0.30	3.04
-0.40	-0.33	1.39
0.37	0.30	3.14
0.67	0.49	2.94
0.34	0.26	2.71
0.57	0.42	2.40
0.53	0.49	2.40
0.38	0.23	3.00
0.54	0.36	2.56
0.23	0.15	3.30
0.54	0.41	2.71
0.52	0.38	2.56
0.59	0.42	3.14
0.02	0.08	2.64
-0.07	-0.07	2.30
0.03	-0.01	3.00
0.70	0.48	3.00
0.25	0.15	3.04
0.40	0.28	2.77
0.72	0.51	2.30
0.44	0.33	3.22
-0.23	-0.14	2.64
0.60	0.43	3.33
0.44	0.30	3.37
0.34	0.21	2.56
-0.48	-0.44	2.20
0.57	0.38	2.64
0.07	0.05	2.40
0.50	0.33	1.10
0.56	0.37	3.26
0.69	0.49	2.56
-0.26	-0.22	2.89
0.00	0.05	1.95
1.00	1.00	1.10
1.00	1.00	0.69
0.43	0.31	3.26
