Spearman	Kendall	MutualInformation
0.59	0.39	3.09
0.01	0.03	3.09
0.11	0.08	2.77
0.00	-0.20	1.61
0.15	0.15	2.56
0.58	0.43	2.77
0.05	0.00	2.48
0.28	0.20	2.40
0.39	0.31	3.00
0.27	0.12	2.89
0.68	0.52	1.95
0.82	0.62	1.95
0.62	0.43	2.08
-1.00	-1.00	0.69
0.40	0.26	2.94
0.20	0.20	1.61
0.13	0.09	3.00
-0.14	-0.07	1.79
0.73	0.57	2.77
0.60	0.33	1.79
0.23	0.12	2.48
0.52	0.36	2.08
0.38	0.28	2.20
0.76	0.57	3.04
0.11	0.05	1.95
0.32	0.20	2.30
0.31	0.20	1.79
0.55	0.50	2.08
0.90	0.80	1.61
0.35	0.21	2.56
-0.33	-0.22	2.20
1.00	1.00	0.69
0.25	0.19	2.83
0.50	0.33	1.10
0.43	0.33	1.79
0.25	0.28	2.20
-0.31	-0.20	1.79
-0.31	-0.20	2.40
0.33	0.28	2.83
0.28	0.20	2.40
0.82	0.62	1.95
0.49	0.33	2.48
0.89	0.73	1.79
0.14	0.07	1.79
0.03	0.03	3.37
0.26	0.22	3.14
0.50	0.33	1.10
-0.07	-0.04	3.18
0.27	0.18	3.43
0.72	0.54	2.56
0.21	0.13	2.40
-0.01	-0.02	2.77
0.00	0.00	2.08
0.14	0.05	1.95
0.41	0.21	2.56
0.11	0.07	3.09
0.20	0.16	2.30
0.60	0.47	2.64
0.27	0.20	3.69
-0.05	-0.07	3.43
0.52	0.38	3.37
0.41	0.30	2.71
0.21	0.17	2.94
0.32	0.21	3.18
-0.15	-0.21	2.64
-0.41	-0.31	2.56
0.44	0.30	3.18
-0.33	-0.28	2.20
0.37	0.25	3.14
0.24	0.12	2.48
0.12	0.08	2.56
-0.02	0.02	3.58
0.54	0.38	3.08
0.29	0.20	2.71
0.24	0.17	2.77
0.49	0.31	3.00
1.00	1.00	1.39
-0.33	-0.30	2.64
0.01	-0.00	3.26
0.77	0.60	1.79
0.38	0.24	2.30
0.05	0.00	2.08
0.26	0.19	2.94
0.37	0.24	3.04
-0.80	-0.67	1.39
-0.01	0.04	3.14
-0.10	-0.05	2.94
0.34	0.20	2.71
0.06	0.05	2.40
-0.15	-0.09	2.40
0.15	0.12	3.00
0.85	0.67	2.56
0.28	0.20	3.30
0.25	0.16	2.71
0.54	0.36	2.56
0.32	0.20	3.14
0.11	0.08	2.64
0.41	0.29	2.30
0.02	0.00	3.00
0.46	0.32	3.00
0.48	0.34	3.04
0.09	0.03	2.77
0.27	0.20	2.30
-0.06	-0.05	3.22
0.05	-0.01	2.64
